,ecoli,glass,ionosphere,sonar,wdbc,wine
cSIL,0.7246740762991889,-0.024770350077200826,-0.8942291608586563,-0.5359534002914077,-0.11458202652390755,0.3156052349700946
GD43,0.6205742676326448,-0.008855698378555654,-0.7349316977976025,-0.5908344445806232,0.002760005018459087,0.022251593385997918
GD53,0.13739051664528357,0.21102940296375614,0.1342068580986897,-0.5552951084833615,0.7659407689325978,-0.2995153758092033
PS,-0.36379693601682184,0.36173734376054995,0.8496076054297038,0.0020796460233084425,0.3699991636231844,0.7832114430187705
rCIP,-0.8589366176028838,0.14046903114821907,-0.4496236409255646,0.5934732262497723,-0.05556252527059557,0.21051827749293506
WB,-0.19943526584559929,-0.03444298253519096,-0.8094229160858657,-0.30660397223877833,-0.6971939949659076,-0.8808425901730175
XB,-0.7352237909282067,0.08177279527062342,0.3957624756063563,0.632409291942428,-0.5455052343049389,0.03053408209990088
SSE,0.5100510663863022,-0.11629387980702798,-0.6234736548647896,-0.5142817040298864,-0.009478805113899895,-0.3777366581555465
RS,0.7297326524481825,-0.06143004334675762,-0.5082798996375802,-0.6673871851313601,0.13836267582436818,-0.2302519153850011
DH,-0.3026374286572544,0.1308208520327548,0.7088374686367439,0.11240087024757996,0.15389118890802184,-0.2086832944883549
B,-0.5228236707720035,0.03845622382831978,0.7425703930861445,0.33843778514106493,0.21558705866408204,-0.4356213469690691
BH,0.6904415740462602,-0.12492114701800552,-0.14061890158907167,-0.6054038880517757,0.1553966461908177,-0.3086321849261697
D,0.7217879783364246,-0.07280526787068144,-0.6588792863116811,-0.456334390882437,-0.2589107738023186,-0.354406287815595
H,-0.875866626614599,0.13668409938211076,0.48279899637580154,0.6119727700792316,0.029830357270214377,0.2239335519127534
DBCV,0.3854490838089516,0.4474330052078018,-0.2665737385001394,-0.36330970598006496,-0.8447684630182051,0.551736696573509
I,0.6641754280564734,-0.12055908849284941,0.4876498466685253,-0.6321285704882632,0.10145109355729916,-0.03506463789726179
C,-0.564950435566236,-0.1353387524106483,-0.7316420407025369,0.16809600675387334,0.025955198708943538,-0.8525508855552856
VIASCKDE,0.1772079772079772,-0.11442088951897399,-0.17786451073320322,-0.4110827276133371,-0.361523720958074,-0.08200476990495435
COP,-0.08240312406127967,0.26014496889564315,0.15327571787008643,-0.13342690716452238,-0.5269379278171232,0.27457177097221375
Sym,0.6964854310603785,-0.0019164971958548342,0.5258990800111514,-0.6573373570722608,0.22194343385810902,0.2960378300635563
CS,-0.6573385401021329,0.09531419439572711,0.8862001672706998,0.43702715984373747,0.07134194790138185,-0.03418763254112624
SF,0.8120036046860919,-0.13419726162368054,-0.1658210203512685,-0.6599199944505769,0.1332887272045747,-0.16792081534639297
SD,0.6633944127365575,-0.1473784762900348,0.6401449679397826,-0.1531054811014738,0.7255746526304666,-0.6115261774575731
SDbw,-0.0017182337038149597,0.023942388860252645,0.7495601173020527,,0.25573091295241657,-0.7353272343978812
XB*,-0.7443609626067563,0.02035488881041151,0.724449400613326,0.5782861955794573,0.12102203823364542,0.11343143302101896
S,0.8615319915890658,0.062199232197249606,0.5793699470309451,-0.5366271317814033,-0.054001310310659106,0.3248568155840699
DB,-0.7081405827575848,0.14015662408181012,0.9650961806523557,0.4354551197004147,0.12071537100937219,-0.05537051722714266
CH,0.2779212976869931,0.04666294180199341,0.8414831335377754,0.11380447751840388,0.7400716486870195,0.31574804542106827
AD-S,0.7266888756081918,-0.0041874688342975926,-0.7285780008322493,-0.38255423397506017,-0.001115215725516951,-0.38624386377506476
AD-DB,-0.7493541604085311,0.19438386532811855,0.6547532757178701,0.37380868836582787,-0.006718800095440808,0.34699092431649864
AD-CH,0.8440132171823369,-0.014965500046628189,0.3251742403122387,-0.06414575262478245,0.8399057696072416,-0.022097305743817665
AD-idea,-0.1299489336136978,-0.16137627328481727,-0.46668525229997215,0.26342901258823437,-0.33568909522490775,0.16396389138022782
