,ecoli,glass,ionosphere,sonar,wdbc,wine
cSIL,0.672131517397544,-0.6575226626177545,0.6063142788806506,,-0.9999999999999998,-0.28
GD43,0.8582395325308959,-0.45804425221059725,0.6350155465199714,,-0.9999999999999998,-0.28
GD53,-0.426906205930959,-0.444371274767784,-0.5737861755560872,,-0.9999999999999998,-1.0
PS,-0.23475098872711392,0.2772123144413046,-0.66084668739536,,-0.4999999999999999,0.28
rCIP,0.09493551089623121,0.6009133739645784,0.5039464243004066,,0.9999999999999998,0.28
WB,-0.9115877073191974,-0.6164047269945119,-0.8335326476919398,,-0.4999999999999999,-1.0
XB,-0.710825635509099,0.5307768652986588,-0.729012198038747,,0.9999999999999998,0.28
SSE,-0.9470212000984823,0.27758088547057946,-0.8426213824443914,,-0.4999999999999999,0.28
RS,0.856179113240555,-0.6529178934602331,0.8079406840468789,,-0.4999999999999999,-0.28
DH,-0.8126112404083533,0.5659294456511699,-0.8062664434345852,,0.4999999999999999,0.28
B,-0.4645367972023,0.402725435901566,-0.86127720640995,,0.9999999999999998,0.28
BH,-0.9842674630962873,0.25945837113397185,-0.6983975125568047,,-0.4999999999999999,0.28
D,0.08760087089344303,-0.5750641038874283,-0.09949772781631189,,-0.4999999999999999,0.6
H,-0.5517911206002446,0.616724028888768,-0.0554891174360201,,0.9999999999999998,0.28
DBCV,0.04945780200168134,-0.44200809624536036,0.333413059076776,,-0.9999999999999998,-0.28
I,0.06497180958672118,0.03847019335766787,0.3970342023439369,,-0.9999999999999998,0.6
C,-0.4485749750350584,0.07716920394816319,-0.8538627122697919,,0.9999999999999998,0.28
VIASCKDE,0.9131365633785523,-0.32455995319432174,0.590050227218369,,0.4999999999999999,0.28
COP,-0.5593486147326799,0.580629650070706,-0.17842621382444396,,0.4999999999999999,-1.0
Sym,0.7889636397907522,-0.1908747877045084,0.8725185362353506,,-0.9999999999999998,-0.28
CS,-0.6786598512452826,0.6871760495154807,-0.7648887825878978,,0.9999999999999998,0.28
SF,0.6061277929548823,-0.7201702627608245,0.09758430997369053,,-0.9999999999999998,-0.28
SD,-0.9447267734224799,-0.6415556729382171,-0.7027027027027029,,-0.4999999999999999,-0.6
SDbw,-0.9609488369872281,0.3380407465221439,-0.6948098541018897,,-0.9999999999999998,0.28
XB*,-0.6732719098924653,0.4715648398397806,-0.16933747907199237,,0.9999999999999998,0.28
S,0.6310682056762269,-0.5755795637312843,0.7089213106912223,,-0.9999999999999998,-0.28
DB,-0.727507581301498,0.7018696215514567,-0.8096149246591726,,0.9999999999999998,0.28
CH,0.38395063493523013,0.643236508429049,0.8648648648648649,,-0.4999999999999999,0.28
AD-S,0.09706177755630441,-0.7494711858464935,0.5371920593159532,,-0.9999999999999998,-0.28
AD-DB,-0.12748273769228052,0.713182572938454,-0.7254245395838317,,0.4999999999999999,0.28
AD-CH,-0.34889779766782253,0.2877720165525344,0.37718249222674005,,-0.4999999999999999,0.28
AD-idea,0.31900676457112437,-0.3877599361396212,0.712748146376465,,0.4999999999999999,-0.28
