,ecoli,glass,ionosphere,sonar,wdbc,wine
cSIL,-0.5293233082706766,-0.8082867683532997,-0.6197221516320703,-0.4235304570017449,-0.8536274689040517,-0.7855565876537156
GD43,0.2333460275514347,-0.7923106480676724,-0.8169064726059109,-0.33099439076606957,-0.7195867919687047,-0.10471976401179939
GD53,0.34778492547824985,0.626311293818066,-0.170268396053134,0.5989771115066183,0.1342764566724258,0.3874201319447732
PS,0.2857142857142857,-0.1596387352559626,0.27513270303636667,0.38793966229571597,0.5643817976225135,0.8680916137486652
rCIP,0.4646616541353384,0.8338988374343921,0.9647947133362913,0.13168594041230727,0.6984224745578604,0.7487105938613274
WB,-0.5518796992481202,-0.7939741415138657,-0.9683158619251099,-0.06762250994145508,-0.9171204211365844,-0.8577747354867965
XB,-0.6721804511278194,0.7080983804772616,0.823948769783548,0.41641229806053914,0.47972452797913645,0.3596168994137085
SSE,-0.6105263157894737,-0.8429383912277189,-0.9612735647474728,-0.13168594041230727,-0.7760249717309561,-0.8017688249223665
RS,-0.6225563909774435,-0.7540494455933392,-0.6021164086879774,-0.20286752982436523,-0.31040998869238245,-0.8312456199562771
DH,0.512781954887218,0.7763563021174409,0.5422568826780615,0.36658518547209856,0.8536274689040517,0.7722920298884558
B,-0.35037593984962395,0.09036154825809203,0.8450756613164596,0.17439489405954206,0.8324631514932076,0.5689021441544733
BH,-0.6646616541353383,-0.7314505611100224,-0.7640892437736322,0.2526946424128058,-0.4656149830385736,-0.554163746637518
D,-0.18806839640047301,-0.8003016590395673,-0.8802871472046453,-0.24557648347160002,-0.7195867919687047,-0.7457629143579365
H,0.5428571428571428,0.8376653181816116,0.8521179584940968,0.20998568876557105,0.7478058818498304,0.8076641839291485
DBCV,-0.593984962406015,-0.8903960486426843,-0.8767659986158267,-0.17439489405954206,-0.8803035190049984,-0.766961651917404
I,0.4060150375939849,-0.22372895638483692,-0.9225409302704685,-0.17439489405954206,-0.6631486122064534,-0.21960212300263346
C,-0.14887218045112782,0.2651602446042512,0.39436864194768106,0.48759388747259713,0.5291079352711064,-0.9049376075410531
VIASCKDE,0.8999999999999998,-0.026315789473684213,0.942857142857143,-0.693103280083672,0.654437310920522,-0.28571428571428575
COP,-0.6947368421052631,-0.6726934614533986,-0.6373278945761631,-0.14592225829471883,-0.27513612634097534,-0.4067797714679653
Sym,0.5187969924812029,0.36459533633084534,-0.8873294443822826,-0.21710384770677682,-0.5432174802116693,0.17980844970685425
CS,0.5278195488721804,0.7849345877205389,0.6654970832867119,0.3238762318248638,0.8395179239634888,0.8518793764800143
SF,-0.6406015037593984,-0.7962340299621974,-0.6197221516320703,-0.20998568876557105,-0.31746476116266387,-0.6750186062765511
SD,0.4857142857142857,0.6433149116250866,0.5281722883227872,0.4947120464138029,0.02821908988112568,0.7708181901367603
SDbw,0.5298245614035089,0.6314847942754919,0.5521576303742327,1.0,0.5645127977248884,0.7932560065119302
XB*,-0.1535567407112667,0.8247267830504601,0.8380333641388223,0.41641229806053914,0.5926008875036393,0.5132743362831858
S,0.3398496240601503,-0.18983062965986158,-0.8169064726059109,-0.2526946424128058,-0.8042440616120817,0.5600591056443001
DB,0.5067669172932331,0.8218460990432898,0.8098641754282738,0.3381125497072754,0.8254083790229261,0.7693443503850648
CH,0.5533834586466165,0.8082867683532997,0.8732448500270082,0.13168594041230727,0.9100656486663031,0.7899781069088022
AD-S,-0.45714285714285713,-0.8753301256538064,-0.8485968099052781,-0.772320245120829,-0.7266415644389861,-0.7870304274054112
AD-DB,0.5518796992481202,0.828625764388285,0.906866734809528,0.3381125497072754,0.7971892891418003,0.7870304274054112
AD-CH,0.46917293233082696,0.7653488878349977,0.8732448500270082,0.13168594041230727,0.9665038284285544,0.6514371702494227
AD-idea,0.19248120300751878,-0.15291911833711075,-0.3169033729936723,-0.5872481126494783,-0.6137652049144834,0.45394264352222213
