Metric,Correlation,P-value
cSIL,-0.9505669470237047,0.20100613706998413
GD43,0.757883068870796,0.4524674703900988
GD53,-0.1357653700394201,0.9133013350307493
PS,-0.5657681825859198,0.6171594189191453
WB,0.7126876134685306,0.49495544651758283
XB,0.9660424533536756,0.16637955628804568
SSE,0.2812042349635558,0.8185323293317599
RS,-0.7081697297241741,0.4990422893524373
DH,0.9943153533225306,0.0679129832191754
B,0.9449612157847466,0.2121982835633465
BH,0.12146500210154554,0.9224815605289044
D,-0.46564746819427566,0.6916429652390818
H,0.645044631446691,0.5536775348432289
DBCV,,
I,-0.9944572883270756,0.06705899896843732
C,0.8054118846555476,0.40388831084950605
VIASCKDE,,
COP,0.16611816599859094,0.8937533649099761
Sym,-0.9846000215144581,0.11187011948565555
CS,0.9945006991907424,0.066795635499201
SF,,
SD,0.5689700730664012,0.6146840333120278
SDbw,,
XB*,0.9920841595862642,0.08015498484290282
S,-0.8507525527270966,0.35229315847274817
DB,0.9559621795105808,0.1896334023471642
CH,0.47021491785234176,0.6883527975495515
AD-S,-0.702388013181705,0.5042343332419005
AD-DB,0.9073149619500255,0.27625670063480584
AD-CH,-1.0,1.0
AD-idea,0.6493258253062849,0.5501023193628146
