Metric,Correlation,P-value
cSIL,-0.7599673384189525,0.45042979332677363
GD43,0.9495681755941321,0.20304381413330952
GD53,0.2528335257450645,0.8372750087124615
PS,-0.8377547559903372,0.3677357626623557
WB,0.9265426748426697,0.24553179026079336
XB,0.9915040605833861,0.08304409996874283
SSE,-0.10654241037478639,0.9320440144114507
RS,-0.9241086131334042,0.249618633095648
DH,0.9596289479829381,0.18151067303761423
B,0.9982909131965345,0.037225372693443025
BH,-0.2667585022425406,0.8280947832143062
D,-0.09244017256942208,0.9410666214958711
H,0.8879531016307063,0.30425387858643926
DBCV,,
I,-0.9592507804465696,0.18236465728835105
C,0.5180557168089273,0.6533119671062957
VIASCKDE,,
COP,0.5300720964166878,0.6443297086531868
Sym,-0.8432372442947944,0.3612937757424452
CS,0.9591338076362753,0.18262802075758816
SF,,
SD,0.21184179379783794,0.8641076895688171
SDbw,,
XB*,0.8689592528930862,0.3295786410996926
S,-0.9869731964608535,0.10286950221595845
DB,0.9955929162829998,0.05979025390962408
CH,0.0975849695228821,0.937776453806341
AD-S,-0.9209613991945382,0.2548106769851111
AD-DB,0.6780155860325026,0.5256803568915953
AD-CH,-1.0,1.0
AD-idea,0.3097250612917851,0.7995259756196039
