,labels_x2_DBSCAN_params11,labels_x2_DBSCAN_params16,labels_x2_DBSCAN_params17,labels_x2_DBSCAN_params21,labels_x2_DBSCAN_params22,labels_x2_DBSCAN_params26,labels_x2_DBSCAN_params27,labels_x2_DBSCAN_params31,labels_x2_DBSCAN_params32,labels_x2_DBSCAN_params36,labels_x2_DBSCAN_params37,labels_x2_DBSCAN_params38,labels_x2_DBSCAN_params42,labels_x2_DBSCAN_params43,labels_x2_DBSCAN_params48
ARI,0.010633968308148771,0.518011048567297,0.3149971229561234,0.6545157177904033,0.5826946945369295,0.7482286481556275,0.7814198259565953,0.29823770853129317,0.39323238566131025,0.2153846153846154,0.3023807945671279,0.3252157083465972,0.2090548061351082,0.2799712849964106,0.19040478716119763
