,labels_r15_DBSCAN_params1,labels_r15_DBSCAN_params11,labels_r15_DBSCAN_params12,labels_r15_DBSCAN_params16,labels_r15_DBSCAN_params17,labels_r15_DBSCAN_params18,labels_r15_DBSCAN_params19,labels_r15_DBSCAN_params21,labels_r15_DBSCAN_params22,labels_r15_DBSCAN_params23,labels_r15_DBSCAN_params24,labels_r15_DBSCAN_params26,labels_r15_DBSCAN_params27,labels_r15_DBSCAN_params28,labels_r15_DBSCAN_params29,labels_r15_DBSCAN_params31,labels_r15_DBSCAN_params32,labels_r15_DBSCAN_params33,labels_r15_DBSCAN_params34,labels_r15_DBSCAN_params35,labels_r15_DBSCAN_params36,labels_r15_DBSCAN_params37,labels_r15_DBSCAN_params38,labels_r15_DBSCAN_params39,labels_r15_DBSCAN_params41,labels_r15_DBSCAN_params42,labels_r15_DBSCAN_params43,labels_r15_DBSCAN_params44,labels_r15_DBSCAN_params46,labels_r15_DBSCAN_params47,labels_r15_DBSCAN_params48,labels_r15_DBSCAN_params49,labels_r15_DBSCAN_params6
FMI,0.2513660529794664,0.21659356874440008,0.2024965664958221,0.8099083185941758,0.9349715268489363,0.817532176852108,0.3089159320856431,0.630228853495515,0.6460202800989943,0.9275008221420284,0.9553249783217947,0.45506004660670785,0.45506004660670785,0.45506004660670785,0.6456414900698362,0.45506004660670785,0.45506004660670785,0.45506004660670785,0.45506004660670785,0.30553156313736196,0.45506004660670785,0.45506004660670785,0.45506004660670785,0.45506004660670785,0.45506004660670785,0.45506004660670785,0.45506004660670785,0.45506004660670785,0.45506004660670785,0.45506004660670785,0.45506004660670785,0.45506004660670785,0.2154314191169737
