,labels_flame_SpectralClustering_params1,labels_flame_SpectralClustering_params10,labels_flame_SpectralClustering_params11,labels_flame_SpectralClustering_params12,labels_flame_SpectralClustering_params13,labels_flame_SpectralClustering_params14,labels_flame_SpectralClustering_params15,labels_flame_SpectralClustering_params16,labels_flame_SpectralClustering_params17,labels_flame_SpectralClustering_params18,labels_flame_SpectralClustering_params19,labels_flame_SpectralClustering_params2,labels_flame_SpectralClustering_params20,labels_flame_SpectralClustering_params21,labels_flame_SpectralClustering_params22,labels_flame_SpectralClustering_params23,labels_flame_SpectralClustering_params24,labels_flame_SpectralClustering_params25,labels_flame_SpectralClustering_params26,labels_flame_SpectralClustering_params27,labels_flame_SpectralClustering_params28,labels_flame_SpectralClustering_params29,labels_flame_SpectralClustering_params3,labels_flame_SpectralClustering_params30,labels_flame_SpectralClustering_params31,labels_flame_SpectralClustering_params32,labels_flame_SpectralClustering_params33,labels_flame_SpectralClustering_params34,labels_flame_SpectralClustering_params35,labels_flame_SpectralClustering_params36,labels_flame_SpectralClustering_params37,labels_flame_SpectralClustering_params38,labels_flame_SpectralClustering_params39,labels_flame_SpectralClustering_params4,labels_flame_SpectralClustering_params40,labels_flame_SpectralClustering_params41,labels_flame_SpectralClustering_params42,labels_flame_SpectralClustering_params43,labels_flame_SpectralClustering_params44,labels_flame_SpectralClustering_params45,labels_flame_SpectralClustering_params46,labels_flame_SpectralClustering_params47,labels_flame_SpectralClustering_params48,labels_flame_SpectralClustering_params5,labels_flame_SpectralClustering_params6,labels_flame_SpectralClustering_params7,labels_flame_SpectralClustering_params8,labels_flame_SpectralClustering_params9
AMI,0.8514497389827238,0.4249325862172428,0.44030450804149035,0.4249325862172428,0.645113966689065,0.6579894620128941,0.6983246131175505,0.7103374843171542,0.6741346247475685,0.7088982023805082,0.5038214170162373,0.8987265302391052,0.6267222218385311,0.5038214170162373,0.6267222218385311,0.5038214170162373,0.6267222218385311,0.5859538054286387,0.5722230043422194,0.5940067979325231,0.5986063289660833,0.6010722396870062,0.507915109087238,0.6116745463836355,0.5749354945285915,0.5047100715229501,0.5749354945285915,0.5047100715229501,0.5749354945285915,0.5047100715229501,0.5427554083358768,0.538557768397863,0.5553563090130145,0.5160155047146414,0.5500893402193466,0.5649020244537021,0.5154219033214603,0.46819642505436754,0.41043259950793726,0.46819642505436754,0.41043259950793726,0.46819642505436754,0.41043259950793726,0.48252519330567484,0.48252519330567484,0.44030450804149035,0.4249325862172428,0.44030450804149035
