,labels_s4_MeanShift_params1,labels_s4_MeanShift_params10,labels_s4_MeanShift_params11,labels_s4_MeanShift_params12,labels_s4_MeanShift_params13,labels_s4_MeanShift_params14,labels_s4_MeanShift_params15,labels_s4_MeanShift_params16,labels_s4_MeanShift_params17,labels_s4_MeanShift_params18,labels_s4_MeanShift_params19,labels_s4_MeanShift_params2,labels_s4_MeanShift_params20,labels_s4_MeanShift_params3,labels_s4_MeanShift_params4,labels_s4_MeanShift_params5,labels_s4_MeanShift_params6,labels_s4_MeanShift_params7,labels_s4_MeanShift_params8,labels_s4_MeanShift_params9
BARI,0.6690606128393964,0.20615319310179858,0.11714114973487597,0.11472832648424287,0.1888461515121559,0.20577024273460923,0.11653550421882969,0.20615319310179858,0.11822702138959677,0.014631228757264596,0.012645845030950073,0.659651207903575,0.012651513849802015,0.6356645233351818,0.5806231894681099,0.18934821506113547,0.1663503566126843,0.1888461515121559,0.20577024273460923,0.11653550421882969
