,labels_s3_DBSCAN_params1,labels_s3_DBSCAN_params10,labels_s3_DBSCAN_params11,labels_s3_DBSCAN_params12,labels_s3_DBSCAN_params13,labels_s3_DBSCAN_params14,labels_s3_DBSCAN_params15,labels_s3_DBSCAN_params16,labels_s3_DBSCAN_params17,labels_s3_DBSCAN_params18,labels_s3_DBSCAN_params19,labels_s3_DBSCAN_params20,labels_s3_DBSCAN_params5,labels_s3_DBSCAN_params6,labels_s3_DBSCAN_params9
ARI,1.2282847162166549e-05,0.010852007256336825,0.009189741464080643,0.0068520148409274406,0.16364820962138227,0.04387759659474619,0.026476989792931165,0.022121664916436266,0.00016016460311570475,0.08178449716290895,0.25530437999551,0.3212558998341098,0.005978666260834307,0.0017774634721269744,0.018560578285245825
