,labels_spiral_DBSCAN_params11,labels_spiral_DBSCAN_params16,labels_spiral_DBSCAN_params17,labels_spiral_DBSCAN_params21,labels_spiral_DBSCAN_params22,labels_spiral_DBSCAN_params23,labels_spiral_DBSCAN_params26,labels_spiral_DBSCAN_params27,labels_spiral_DBSCAN_params28,labels_spiral_DBSCAN_params31,labels_spiral_DBSCAN_params32,labels_spiral_DBSCAN_params33,labels_spiral_DBSCAN_params34,labels_spiral_DBSCAN_params36,labels_spiral_DBSCAN_params37,labels_spiral_DBSCAN_params38,labels_spiral_DBSCAN_params39,labels_spiral_DBSCAN_params41,labels_spiral_DBSCAN_params42,labels_spiral_DBSCAN_params43,labels_spiral_DBSCAN_params44
cSIL,,,,,,,0.08355202384992082,,,0.08355202384992082,0.08355202384992082,,,0.08355202384992082,0.08355202384992082,,,0.08355202384992082,0.08355202384992082,,
GD43,,,,,,,0.23163129940102986,,,0.23163129940102986,0.23163129940102986,,,0.23163129940102986,0.23163129940102986,,,0.23163129940102986,0.23163129940102986,,
GD53,,,,,,,0.4861246100943851,,,0.4861246100943851,0.4861246100943851,,,0.4861246100943851,0.4861246100943851,,,0.4861246100943851,0.4861246100943851,,
PS,,,,,,,2.7637837187748717,,,2.7637837187748717,2.7637837187748717,,,2.7637837187748717,2.7637837187748717,,,2.7637837187748717,2.7637837187748717,,
rCIP,,,,,,,0.968766780280337,,,0.968766780280337,0.968766780280337,,,0.968766780280337,0.968766780280337,,,0.968766780280337,0.968766780280337,,
WB,,,,,,,79.95315191360291,,,79.95315191360291,79.95315191360291,,,79.95315191360291,79.95315191360291,,,79.95315191360291,79.95315191360291,,
XB,,,,,,,9.676995795653529,,,9.676995795653529,9.676995795653529,,,9.676995795653529,9.676995795653529,,,9.676995795653529,9.676995795653529,,
SSE,171.49283518206482,229.66347609498433,171.53197138684965,263.2834578454533,189.45382966712182,174.60337392048953,144.64503834885625,168.29544811009765,174.59953219751762,144.64503834885625,144.64503834885625,180.6676915486516,175.45573969576805,144.64503834885625,144.64503834885625,180.16705688094177,176.32445740156717,144.64503834885625,144.64503834885625,163.01407923512045,179.02821009941863
RS,,,,,,,-1.8924297883415448,,,-1.8924297883415448,-1.8924297883415448,,,-1.8924297883415448,-1.8924297883415448,,,-1.8924297883415448,-1.8924297883415448,,
DH,0.26260289701536793,0.3576532664673843,0.3563297592408023,0.6515598784183687,0.5148111127286361,0.4990205024007413,0.9490068729450966,0.8142671869188127,0.43813320092184915,0.9490068729450966,0.9490068729450966,0.57816648569682,0.5245607000306122,0.9490068729450966,0.9490068729450966,0.7360714230935043,0.4789592627925309,0.9490068729450966,0.9490068729450966,0.8626548690609704,0.5392765994129107
B,0.20969383663688526,1.0872786703995299,0.321952806617647,1.9987432953778768,0.9833203965013427,0.24033306478015026,17.90699427814556,4.024281179861657,0.45715399671811585,17.90699427814556,17.90699427814556,1.0798961151185686,0.3120268750929963,17.90699427814556,17.90699427814556,2.6202357046714506,0.6108238293470218,17.90699427814556,17.90699427814556,5.7654098660186035,0.8782969365078985
BH,0.0146007830397724,3.5687861993601633,0.09059331554061403,35.85816150388113,2.051839166152008,0.05013083127471618,48.21501278295207,11.231762288271717,0.13957187064480106,48.21501278295207,48.21501278295207,1.4746228558200833,0.1292386651751126,48.21501278295207,48.21501278295207,6.49481364919828,0.33507998112778303,48.21501278295207,48.21501278295207,15.551192994569089,0.8758645350278501
D,1.1835200769004195,0.00547956886381135,0.6867042477378571,0.04278541617390756,0.23417177821969648,0.9684654658004422,0.07233294826461582,0.1647828446713928,0.6313744127772625,0.07233294826461582,0.07233294826461582,0.29851385468599906,0.7402362892616096,0.07233294826461582,0.07233294826461582,0.20280483631789942,0.49537624226075017,0.07233294826461582,0.07233294826461582,0.10530610234014433,0.38726021658461074
H,,,,,,,2.712614221718744,,,2.712614221718744,2.712614221718744,,,2.712614221718744,2.712614221718744,,,2.712614221718744,2.712614221718744,,
DBCV,0.13503162619588305,0.40810899844578996,0.18674802989290454,0.513918266876702,0.38368120369132136,0.11456727447945687,0.5118438175720549,0.5336202332621335,0.1921673058858015,0.5118438175720549,0.5118438175720549,0.3435243993739381,0.1415870290868321,0.5118438175720549,0.5118438175720549,0.4758551370498367,0.23990906311812926,0.5118438175720549,0.5118438175720549,0.5614332815749672,0.300337771097531
I,158.69757437710982,0.19123090426013759,31.24638441558095,0.003363221442583427,1.1558381360519203,231.8700374318447,0.006176879287583172,0.05219137365474232,23.650193088902302,0.006176879287583172,0.006176879287583172,1.427443554707237,78.75375889871873,0.006176879287583172,0.006176879287583172,0.14965803608774872,7.821294291581005,0.006176879287583172,0.006176879287583172,0.029086823891491566,2.496275515472295
C,0.6750466854133161,0.4491583329417713,0.6673882812933608,0.4557181638540708,0.5850296064811206,0.6638433508262099,0.45830544840135456,0.44750737824116016,0.6649095771361776,0.45830544840135456,0.45830544840135456,0.6172779839485781,0.6590093774757639,0.45830544840135456,0.45830544840135456,0.5120125247601349,0.6543566563395915,0.45830544840135456,0.45830544840135456,0.4091158775720382,0.6350541329997902
CDbw,0.6413221077603609,0.16251182200387093,0.5815596220801542,0.0,0.2076073555093976,0.47782763575882176,0.02100308901320998,0.07863139723851892,0.5606103000705407,0.02100308901320998,0.02100308901320998,0.3117332985701836,0.46141315882245226,0.02100308901320998,0.02100308901320998,0.12149485458064324,0.4434068662118945,0.02100308901320998,0.02100308901320998,0.06027217965535633,0.35285497629570794
VIASCKDE,0.4100230701619103,0.45208523805691514,0.4736654421417569,,0.47216408728192777,0.46860500836709473,0.4356263784740641,0.4492488009114734,0.4770412513524832,0.4356263784740641,0.4356263784740641,0.46962981572408313,0.4582025456172627,0.4356263784740641,0.4356263784740641,0.4615900039351456,0.4707087313997664,0.4356263784740641,0.4356263784740641,0.4186644766735756,0.4721994624685151
COP,0.30860537619275297,0.3328642621949422,0.301991360037089,0.3462795913948183,0.3123545511936479,0.302355589978884,0.3455684436559618,0.3434856117980045,0.30169294035830585,0.3455684436559618,0.3455684436559618,0.30609334868142346,0.3019624914993039,0.3455684436559618,0.3455684436559618,0.3343102449460249,0.30138232723538266,0.3455684436559618,0.3455684436559618,0.3521764620298069,0.3032881277798496
Sym,0.0036634166034629524,0.005750880901177828,0.004956496802343249,0.005828802291017554,0.007495801010937487,0.005836645571417386,0.0014976566259885054,0.003254420546741487,0.004761044489973165,0.0014976566259885054,0.0014976566259885054,0.0057811721407225,0.006387399995701033,0.0014976566259885054,0.0014976566259885054,0.004318352428129975,0.004960437286298786,0.0014976566259885054,0.0014976566259885054,0.002602654224993647,0.005288404836837479
CS,1.7020105075526375,2.7722151312773144,2.0072101659826473,2.6080727038514113,2.4851104112054974,2.464424887761229,6.619937087653025,5.493277320689879,2.2586839000661167,6.619937087653025,6.619937087653025,2.987332363486824,2.5530352091817865,6.619937087653025,6.619937087653025,4.249749001497899,2.4234223260015244,6.619937087653025,6.619937087653025,6.517017507738032,2.73894877044435
SF,0.35242048580309693,0.0942638918485379,0.3121530386535939,0.1323976400787188,0.17487427559551394,0.3623282492470029,0.13193423316146113,0.09811297761286009,0.3157634486500147,0.13193423316146113,0.13193423316146113,0.21482034128894079,0.3451556606491343,0.13193423316146113,0.13193423316146113,0.12907342608982597,0.2843838909974472,0.13193423316146113,0.13193423316146113,0.08160980265368745,0.24083524243838106
SD,41209.85960017346,72336.389016031,54447.97510306647,155811.6622773726,89062.02041130117,80724.36904270976,208856.2868891849,174971.58859306946,67903.07710007252,208856.2868891849,208856.2868891849,95579.89803930453,84260.04026126166,208856.2868891849,208856.2868891849,143561.78176545442,74621.2869697664,208856.2868891849,208856.2868891849,198078.11086920177,86354.55064992774
SDbw,1.7676066690850234,1.0285467294431816,1.8141451059997726,2.6961740595202857,1.6340104822579302,1.912062157503683,3.6346223043383525,1.997969071974923,2.3704367154113544,3.6346223043383525,3.6346223043383525,1.8027467489287414,2.085184276635912,3.6346223043383525,3.6346223043383525,1.9866676249178132,2.0038138045971023,3.6346223043383525,3.6346223043383525,2.001642781762917,1.771738897453816
XB*,16.19406918556645,44.970415470500164,13.293320564145604,9.401331115690688,8.760309501945507,7.003451097437314,9.862080963179588,20.376730672527643,8.587307603386533,9.862080963179588,9.862080963179588,8.920404394298158,6.6636689006718,9.862080963179588,9.862080963179588,11.355578925871729,7.771282647616459,9.862080963179588,9.862080963179588,41.016740548045874,7.882428579058741
S,-0.3473420695782713,-0.2224474446677811,-0.25560187719563554,-0.07873866892594626,-0.14536160522889258,-0.23962429486177897,0.0013703040062075832,-0.06912972109307337,-0.22617920508978712,0.0013703040062075832,0.0013703040062075832,-0.11361862706923886,-0.207138068180144,0.0013703040062075832,0.0013703040062075832,-0.08225251756715396,-0.17968388417565778,0.0013703040062075832,0.0013703040062075832,-0.05587606381321635,-0.13239059613362156
DB,2.67676432716821,3.2939658282052484,2.757352718766493,4.483973777647024,3.282897299455442,2.6762503790466527,5.871563489504272,6.112989676072167,2.9762114616215785,5.871563489504272,5.871563489504272,3.4613961937791737,2.7047141353522903,5.871563489504272,5.871563489504272,4.662735871281379,3.0473478146424284,5.871563489504272,5.871563489504272,7.673930051355752,3.2552720913659137
CH,1.3377516400397649,6.987374641552061,2.71457951372924,4.7526277924687514,7.554415444317679,2.830169541785149,5.797144814263939,8.589713705997266,3.33975803506898,5.797144814263939,5.797144814263939,7.531126289385416,3.827623625436809,5.797144814263939,5.797144814263939,9.43588169191772,4.5308104891739776,5.797144814263939,5.797144814263939,7.667131260559417,6.3368617070240205
AD-S,-0.36940610045691114,0.02258140602789533,-0.3053934048247814,0.6944830162310706,-0.08138667180896493,-0.08048172080970882,0.8279716488557238,0.26615642750736057,-0.27562765854165927,0.8279716488557238,0.8279716488557238,-0.08118872181987116,-0.02878653353869205,0.8279716488557238,0.8279716488557238,0.14946770864487982,-0.2130471923974465,0.8279716488557238,0.8279716488557238,0.35314098423881557,-0.14135354971796996
AD-DB,4.577577849513395,1.9308530338157464,3.74126918844878,0.45821553587080754,2.9232708679620862,0.7513798433780211,0.3421236373607484,2.5265711351023805,4.33407442237879,0.3421236373607484,0.3421236373607484,3.400842915164541,0.7506809502045844,0.3421236373607484,0.3421236373607484,2.759017859350747,3.8876143200707465,0.3421236373607484,0.3421236373607484,2.4625519722885727,3.5334268556636985
AD-CH,18.284268349124527,93.17190449622349,127.06934826383936,426.18468430989014,152.4802598681557,28.663579837243233,637.8282762342194,247.079344047257,41.10450623947443,637.8282762342194,637.8282762342194,188.24855479374915,37.38300925543509,637.8282762342194,637.8282762342194,125.77847724898632,50.53572122965756,637.8282762342194,637.8282762342194,272.99685876883655,182.50150144973554
AD-idea,1.7472069863963566,1.2235870998799823,2.4189168881326695,194.6663403122955,4.240760829433215,1.9235481535472345,196.62615509015356,36.35338990962671,4.556356069418939,196.62615509015356,196.62615509015356,10.91824832287138,2.158203016977082,196.62615509015356,196.62615509015356,25.318361085035864,6.035947807419439,196.62615509015356,196.62615509015356,48.41654978773765,8.696260868779634
