,labels_ring_DBSCAN_params1,labels_ring_DBSCAN_params11,labels_ring_DBSCAN_params12,labels_ring_DBSCAN_params13,labels_ring_DBSCAN_params16,labels_ring_DBSCAN_params17,labels_ring_DBSCAN_params18,labels_ring_DBSCAN_params21,labels_ring_DBSCAN_params22,labels_ring_DBSCAN_params23,labels_ring_DBSCAN_params26,labels_ring_DBSCAN_params27,labels_ring_DBSCAN_params28,labels_ring_DBSCAN_params29,labels_ring_DBSCAN_params31,labels_ring_DBSCAN_params32,labels_ring_DBSCAN_params33,labels_ring_DBSCAN_params34,labels_ring_DBSCAN_params36,labels_ring_DBSCAN_params37,labels_ring_DBSCAN_params38,labels_ring_DBSCAN_params39,labels_ring_DBSCAN_params41,labels_ring_DBSCAN_params42,labels_ring_DBSCAN_params43,labels_ring_DBSCAN_params44,labels_ring_DBSCAN_params46,labels_ring_DBSCAN_params47,labels_ring_DBSCAN_params48,labels_ring_DBSCAN_params49,labels_ring_DBSCAN_params50,labels_ring_DBSCAN_params51,labels_ring_DBSCAN_params52,labels_ring_DBSCAN_params53,labels_ring_DBSCAN_params54,labels_ring_DBSCAN_params55,labels_ring_DBSCAN_params6,labels_ring_DBSCAN_params7
B,0.020043359714297736,0.029842788985075364,0.07964219694885347,0.15103538446820086,0.4589537734954323,0.3985016057350319,0.07057808750021337,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,0.2205825109332894,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,0.12535612916758265,0.036943771303466426
BH,3.431968672662056e-05,0.24885037272078026,1.6317639594668172,0.020598652872474487,69.71819129376972,55.180256690839315,1.264757470582047,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,3.804791122868802,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,0.000602199238809126,0.0004974357140488195
D,1.339788571893991,0.07461295331641604,0.32784912973757346,0.3357570049017695,0.2267893414984005,0.035975558087207475,0.6980694375293653,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,1.8570666709788373,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.29702100621090805,0.6937776201149921
H,,,,,1.1846517865366777,1.2859543023469864,,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,,
DBCV,0.063296058272338,-0.05165665102804712,-0.23937051356397995,0.13876029780576796,0.23468272905194187,0.2502140482353135,0.6353574531156496,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.5575927825945449,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.2554979172108234,0.1397435354906185
I,4779.604407259149,0.03476067121633506,1.6677190422097268,2.5333985622217163,0.1968925145609013,0.1524032649488802,0.5268694077350371,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,3.859631642539792,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,31.21080633521982,84.48654457354262
C,0.6893352227103602,0.19335503177781163,0.4072660637510175,0.7505041003074129,0.13860156367130733,0.13978093666474437,0.21922840114451703,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.29104187012324134,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.7331819458101184,0.6586181703639374
CDbw,0.33103434792674846,0.1734430487314399,0.5040759354912928,0.16207735865137077,0.34657962712182544,0.6366245015663552,0.4442574621061789,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.32675931989006984,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.20545229705110718,0.233701895417969
VIASCKDE,0.48078852175904774,0.45262243045664496,0.47526486755430286,0.382006193406245,0.8141074607826,0.8110457854161661,0.7424042002179364,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.7999252218279382,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.3214553101821972,0.39998690659894853
COP,0.48668229865974133,0.42639319387252395,0.6017637098576245,0.48154309757937125,0.5136957866721088,0.5087740197124005,0.5228252478400357,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.5923943605001744,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.46369809963858755,0.48017000427090306
Sym,0.00239079426616654,0.001996679316818444,0.01825659383697628,0.0027668966987090086,0.003326788083105023,0.0029105485502570346,0.008994567217921075,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,0.028812781342098026,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,0.002708112457034402,0.001933396619471005
CS,2.049503570105596,0.8486418275404192,0.8390756920614194,2.157278628533369,1.43380776647489,1.319413877397785,0.8278934984261829,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,0.9902032715529601,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,0.6306987914559508,2.056164568212227
SF,0.4065503469744616,0.14220410143532702,0.2562632929221679,0.2815503124060019,0.19940441097358563,0.19843261013265356,0.18938171490281808,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.23639704577162213,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.264804269557267,0.36565807222144153
SD,2200173.3153238287,1116948.4412367786,7366915.062770176,4078737.198651395,21247353.99914605,16717399.127417075,5266424.314296886,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,16031728.276085826,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,944726.1718679586,1968374.7259072259
SDbw,1.3852154885697159,inf,0.4086593168714574,1.5960900089500345,1.0299633446259238,0.8189746708853372,0.3038255757040289,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,0.600392474758838,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,0.567225596385687,1.421849177140307
XB*,5191.068785549332,732.4297005105994,2378.8749084454953,513.5934405170973,4.346503855844891,4.346503855844891,1512.436335083341,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,86887.07520774452,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,2421.994776183235,1162.510490937632
S,-0.5029755877745705,-0.17088066917708067,-0.29535692342841474,-0.0888488717183134,0.4119730910982156,0.3599588407412152,0.164229675406004,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.15909060583455933,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,-0.3227658170334719,-0.3846419118478643
DB,3.103272199406132,1.9198902479318039,12.773428809140716,4.370968692383631,1.670730111798665,1.4694142167880362,7.121341353730663,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,142.2285186268449,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,3.5808608159490154,3.3825384934879916
CH,0.2949678140299044,14.880166499599362,9.321908592812111,2.0923269817573176,237.84499789204696,182.8029883614344,28.154058885953734,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,32.23226508023716,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,1.257669875598311,0.5302731787823203
AD-S,-0.16826275193103707,0.08403231010065002,-0.3229115141545498,0.040382635442248196,0.5605695788200166,0.5662893378197122,0.4756093482438284,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.46838445311868954,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,-0.26895320386323746,-0.0864089340531824
AD-DB,13.339783185213308,2.293379351331522,10.363598297777843,19.77091649082409,1.2518559953997728,1.2210657778640177,1.3431472031372287,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,1.3277872341541097,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,26.742445507559395,14.65472305501786
AD-CH,0.29524213744274364,16.029176396971334,18.397641844778075,2.179631092676394,3042.8927200229837,2308.185461050871,659.1698544968839,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,2139.3793751658827,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,2.095296722487199,0.544844736146609
AD-idea,2.2232536871684627,39691037.03478071,42.847368537131636,5.188576810038234,44.78821370565049,133.34852892828863,1731.6441369190866,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,14.598578990449107,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,3840.0542281770563,2.380988874110905
