,labels_olivetti_HDBSCAN_params1,labels_olivetti_HDBSCAN_params10,labels_olivetti_HDBSCAN_params11,labels_olivetti_HDBSCAN_params12,labels_olivetti_HDBSCAN_params13,labels_olivetti_HDBSCAN_params14,labels_olivetti_HDBSCAN_params15,labels_olivetti_HDBSCAN_params16,labels_olivetti_HDBSCAN_params17,labels_olivetti_HDBSCAN_params18,labels_olivetti_HDBSCAN_params19,labels_olivetti_HDBSCAN_params2,labels_olivetti_HDBSCAN_params20,labels_olivetti_HDBSCAN_params21,labels_olivetti_HDBSCAN_params22,labels_olivetti_HDBSCAN_params23,labels_olivetti_HDBSCAN_params24,labels_olivetti_HDBSCAN_params25,labels_olivetti_HDBSCAN_params26,labels_olivetti_HDBSCAN_params27,labels_olivetti_HDBSCAN_params28,labels_olivetti_HDBSCAN_params29,labels_olivetti_HDBSCAN_params3,labels_olivetti_HDBSCAN_params30,labels_olivetti_HDBSCAN_params31,labels_olivetti_HDBSCAN_params32,labels_olivetti_HDBSCAN_params33,labels_olivetti_HDBSCAN_params34,labels_olivetti_HDBSCAN_params35,labels_olivetti_HDBSCAN_params4,labels_olivetti_HDBSCAN_params43,labels_olivetti_HDBSCAN_params44,labels_olivetti_HDBSCAN_params45,labels_olivetti_HDBSCAN_params46,labels_olivetti_HDBSCAN_params47,labels_olivetti_HDBSCAN_params48,labels_olivetti_HDBSCAN_params49,labels_olivetti_HDBSCAN_params5,labels_olivetti_HDBSCAN_params6,labels_olivetti_HDBSCAN_params7,labels_olivetti_HDBSCAN_params8,labels_olivetti_HDBSCAN_params9
BH,1977.6888020833333,24176.231640625,24176.231640625,24176.231640625,24176.231640625,24176.231640625,2294.43115234375,2294.43115234375,2294.43115234375,2294.43115234375,2294.43115234375,1977.6888020833333,2294.43115234375,2294.43115234375,20455.833966936385,20455.833966936385,20455.833966936385,20455.833966936385,20455.833966936385,20455.833966936385,20455.833966936385,18152.022827148438,1977.6888020833333,18152.022827148438,18152.022827148438,18152.022827148438,18152.022827148438,18152.022827148438,18152.022827148438,1977.6888020833333,87284.7568359375,87284.7568359375,87284.7568359375,87284.7568359375,87284.7568359375,87284.7568359375,87284.7568359375,1977.6888020833333,1977.6888020833333,1977.6888020833333,24176.231640625,24176.231640625
D,0.5160901652437401,0.4350283805074261,0.4350283805074261,0.4350283805074261,0.4350283805074261,0.4350283805074261,0.6489551450332426,0.6489551450332426,0.6489551450332426,0.6489551450332426,0.6489551450332426,0.5160901652437401,0.6489551450332426,0.6489551450332426,0.36161827964638704,0.36161827964638704,0.36161827964638704,0.36161827964638704,0.36161827964638704,0.36161827964638704,0.36161827964638704,0.5377020389257277,0.5160901652437401,0.5377020389257277,0.5377020389257277,0.5377020389257277,0.5377020389257277,0.5377020389257277,0.5377020389257277,0.5160901652437401,0.41798252618099807,0.41798252618099807,0.41798252618099807,0.41798252618099807,0.41798252618099807,0.41798252618099807,0.41798252618099807,0.5160901652437401,0.5160901652437401,0.5160901652437401,0.4350283805074261,0.4350283805074261
H,9.006277219530162,1.3950786326366116,1.3950786326366116,1.3950786326366116,1.3950786326366116,1.3950786326366116,0.6163658638093477,0.6163658638093477,0.6163658638093477,0.6163658638093477,0.6163658638093477,9.006277219530162,0.6163658638093477,0.6163658638093477,2.5397862236997075,2.5397862236997075,2.5397862236997075,2.5397862236997075,2.5397862236997075,2.5397862236997075,2.5397862236997075,0.5579531892013685,9.006277219530162,0.5579531892013685,0.5579531892013685,0.5579531892013685,0.5579531892013685,0.5579531892013685,0.5579531892013685,9.006277219530162,1.0176815264981913,1.0176815264981913,1.0176815264981913,1.0176815264981913,1.0176815264981913,1.0176815264981913,1.0176815264981913,9.006277219530162,9.006277219530162,9.006277219530162,1.3950786326366116,1.3950786326366116
DBCV,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
I,12.044168463363189,97.07038510528582,97.07038510528582,97.07038510528582,97.07038510528582,97.07038510528582,220.73838547185346,220.73838547185346,220.73838547185346,220.73838547185346,220.73838547185346,12.044168463363189,220.73838547185346,220.73838547185346,63.73341885627761,63.73341885627761,63.73341885627761,63.73341885627761,63.73341885627761,63.73341885627761,63.73341885627761,256.2377126887932,12.044168463363189,256.2377126887932,256.2377126887932,256.2377126887932,256.2377126887932,256.2377126887932,256.2377126887932,12.044168463363189,136.23130374448436,136.23130374448436,136.23130374448436,136.23130374448436,136.23130374448436,136.23130374448436,136.23130374448436,12.044168463363189,12.044168463363189,12.044168463363189,97.07038510528582,97.07038510528582
C,0.030544012452062393,0.31369206017989926,0.31369206017989926,0.31369206017989926,0.31369206017989926,0.31369206017989926,0.07801272010991568,0.07801272010991568,0.07801272010991568,0.07801272010991568,0.07801272010991568,0.030544012452062393,0.07801272010991568,0.07801272010991568,0.27874584761006593,0.27874584761006593,0.27874584761006593,0.27874584761006593,0.27874584761006593,0.27874584761006593,0.27874584761006593,0.22159751446135068,0.030544012452062393,0.22159751446135068,0.22159751446135068,0.22159751446135068,0.22159751446135068,0.22159751446135068,0.22159751446135068,0.030544012452062393,0.3405198484858266,0.3405198484858266,0.3405198484858266,0.3405198484858266,0.3405198484858266,0.3405198484858266,0.3405198484858266,0.030544012452062393,0.030544012452062393,0.030544012452062393,0.31369206017989926,0.31369206017989926
VIASCKDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COP,0.4340189783557272,0.49277161557391735,0.49277161557391735,0.49277161557391735,0.49277161557391735,0.49277161557391735,0.4893624360531066,0.4893624360531066,0.4893624360531066,0.4893624360531066,0.4893624360531066,0.4340189783557272,0.4893624360531066,0.4893624360531066,0.46502767174748844,0.46502767174748844,0.46502767174748844,0.46502767174748844,0.46502767174748844,0.46502767174748844,0.46502767174748844,0.4006362918491318,0.4340189783557272,0.4006362918491318,0.4006362918491318,0.4006362918491318,0.4006362918491318,0.4006362918491318,0.4006362918491318,0.4340189783557272,0.48008851815641224,0.48008851815641224,0.48008851815641224,0.48008851815641224,0.48008851815641224,0.48008851815641224,0.48008851815641224,0.4340189783557272,0.4340189783557272,0.4340189783557272,0.49277161557391735,0.49277161557391735
Sym,3.0372007342875744e-05,7.581602427485722e-05,7.581602427485722e-05,7.581602427485722e-05,7.581602427485722e-05,7.581602427485722e-05,0.0024314146419836535,0.0024314146419836535,0.0024314146419836535,0.0024314146419836535,0.0024314146419836535,3.0372007342875744e-05,0.0024314146419836535,0.0024314146419836535,4.9054038327501514e-05,4.9054038327501514e-05,4.9054038327501514e-05,4.9054038327501514e-05,4.9054038327501514e-05,4.9054038327501514e-05,4.9054038327501514e-05,0.0003953303687101316,3.0372007342875744e-05,0.0003953303687101316,0.0003953303687101316,0.0003953303687101316,0.0003953303687101316,0.0003953303687101316,0.0003953303687101316,3.0372007342875744e-05,6.479470150020977e-05,6.479470150020977e-05,6.479470150020977e-05,6.479470150020977e-05,6.479470150020977e-05,6.479470150020977e-05,6.479470150020977e-05,3.0372007342875744e-05,3.0372007342875744e-05,3.0372007342875744e-05,7.581602427485722e-05,7.581602427485722e-05
CS,1.196217288609994,1.1450479154492825,1.1450479154492825,1.1450479154492825,1.1450479154492825,1.1450479154492825,1.205731876652315,1.205731876652315,1.205731876652315,1.205731876652315,1.205731876652315,1.196217288609994,1.205731876652315,1.205731876652315,1.3830167980240429,1.3830167980240429,1.3830167980240429,1.3830167980240429,1.3830167980240429,1.3830167980240429,1.3830167980240429,1.1923819633185793,1.196217288609994,1.1923819633185793,1.1923819633185793,1.1923819633185793,1.1923819633185793,1.1923819633185793,1.1923819633185793,1.196217288609994,1.873446045201257,1.873446045201257,1.873446045201257,1.873446045201257,1.873446045201257,1.873446045201257,1.873446045201257,1.196217288609994,1.196217288609994,1.196217288609994,1.1450479154492825,1.1450479154492825
SF,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.5094877287301642e-09,2.5094877287301642e-09,2.5094877287301642e-09,2.5094877287301642e-09,2.5094877287301642e-09,2.5094877287301642e-09,2.5094877287301642e-09,0.0,0.0,0.0,0.0,0.0
SD,0.03501011944148803,0.04395529582710739,0.04395529582710739,0.04395529582710739,0.04395529582710739,0.04395529582710739,0.01391609177569653,0.01391609177569653,0.01391609177569653,0.01391609177569653,0.01391609177569653,0.03501011944148803,0.01391609177569653,0.01391609177569653,0.04765228585059357,0.04765228585059357,0.04765228585059357,0.04765228585059357,0.04765228585059357,0.04765228585059357,0.04765228585059357,0.03003939397276907,0.03501011944148803,0.03003939397276907,0.03003939397276907,0.03003939397276907,0.03003939397276907,0.03003939397276907,0.03003939397276907,0.03501011944148803,0.05517443695709236,0.05517443695709236,0.05517443695709236,0.05517443695709236,0.05517443695709236,0.05517443695709236,0.05517443695709236,0.03501011944148803,0.03501011944148803,0.03501011944148803,0.04395529582710739,0.04395529582710739
SDbw,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
XB*,1.0251083739467364,1.1695403906163313,1.1695403906163313,1.1695403906163313,1.1695403906163313,1.1695403906163313,0.5018616738564906,0.5018616738564906,0.5018616738564906,0.5018616738564906,0.5018616738564906,1.0251083739467364,0.5018616738564906,0.5018616738564906,1.819933048309072,1.819933048309072,1.819933048309072,1.819933048309072,1.819933048309072,1.819933048309072,1.819933048309072,0.6022843655270006,1.0251083739467364,0.6022843655270006,0.6022843655270006,0.6022843655270006,0.6022843655270006,0.6022843655270006,0.6022843655270006,1.0251083739467364,1.3339533002587591,1.3339533002587591,1.3339533002587591,1.3339533002587591,1.3339533002587591,1.3339533002587591,1.3339533002587591,1.0251083739467364,1.0251083739467364,1.0251083739467364,1.1695403906163313,1.1695403906163313
S,0.25359591841697693,0.07209550589323044,0.07209550589323044,0.07209550589323044,0.07209550589323044,0.07209550589323044,0.2599039077758789,0.2599039077758789,0.2599039077758789,0.2599039077758789,0.2599039077758789,0.25359591841697693,0.2599039077758789,0.2599039077758789,0.07515949755907059,0.07515949755907059,0.07515949755907059,0.07515949755907059,0.07515949755907059,0.07515949755907059,0.07515949755907059,0.210031196475029,0.25359591841697693,0.210031196475029,0.210031196475029,0.210031196475029,0.210031196475029,0.210031196475029,0.210031196475029,0.25359591841697693,0.10539180785417557,0.10539180785417557,0.10539180785417557,0.10539180785417557,0.10539180785417557,0.10539180785417557,0.10539180785417557,0.25359591841697693,0.25359591841697693,0.25359591841697693,0.07209550589323044,0.07209550589323044
DB,1.337462704044076,1.4863964278718425,1.4863964278718425,1.4863964278718425,1.4863964278718425,1.4863964278718425,1.3128369698504387,1.3128369698504387,1.3128369698504387,1.3128369698504387,1.3128369698504387,1.337462704044076,1.3128369698504387,1.3128369698504387,1.6613477682545394,1.6613477682545394,1.6613477682545394,1.6613477682545394,1.6613477682545394,1.6613477682545394,1.6613477682545394,1.2301346027615447,1.337462704044076,1.2301346027615447,1.2301346027615447,1.2301346027615447,1.2301346027615447,1.2301346027615447,1.2301346027615447,1.337462704044076,2.039074240525421,2.039074240525421,2.039074240525421,2.039074240525421,2.039074240525421,2.039074240525421,2.039074240525421,1.337462704044076,1.337462704044076,1.337462704044076,1.4863964278718425,1.4863964278718425
CH,19.781664322324055,9.179272340877697,9.179272340877697,9.179272340877697,9.179272340877697,9.179272340877697,7.390805972872923,7.390805972872923,7.390805972872923,7.390805972872923,7.390805972872923,19.781664322324055,7.390805972872923,7.390805972872923,13.946966608839416,13.946966608839416,13.946966608839416,13.946966608839416,13.946966608839416,13.946966608839416,13.946966608839416,15.343808575241717,19.781664322324055,15.343808575241717,15.343808575241717,15.343808575241717,15.343808575241717,15.343808575241717,15.343808575241717,19.781664322324055,22.052870003588122,22.052870003588122,22.052870003588122,22.052870003588122,22.052870003588122,22.052870003588122,22.052870003588122,19.781664322324055,19.781664322324055,19.781664322324055,9.179272340877697,9.179272340877697
AD-S,0.36624703325586416,0.12829421078306158,0.12829421078306158,0.12829421078306158,0.12829421078306158,0.12829421078306158,0.2755722703612655,0.2755722703612655,0.2755722703612655,0.2755722703612655,0.2755722703612655,0.36624703325586416,0.2755722703612655,0.2755722703612655,0.10157088029025878,0.10157088029025878,0.10157088029025878,0.10157088029025878,0.10157088029025878,0.10157088029025878,0.10157088029025878,0.13373659803967167,0.36624703325586416,0.13373659803967167,0.13373659803967167,0.13373659803967167,0.13373659803967167,0.13373659803967167,0.13373659803967167,0.36624703325586416,0.05280127033158783,0.05280127033158783,0.05280127033158783,0.05280127033158783,0.05280127033158783,0.05280127033158783,0.05280127033158783,0.36624703325586416,0.36624703325586416,0.36624703325586416,0.12829421078306158,0.12829421078306158
AD-DB,1.303281345877348,1.41746909883895,1.41746909883895,1.41746909883895,1.41746909883895,1.41746909883895,1.4281000258838907,1.4281000258838907,1.4281000258838907,1.4281000258838907,1.4281000258838907,1.303281345877348,1.4281000258838907,1.4281000258838907,1.573333527302608,1.573333527302608,1.573333527302608,1.573333527302608,1.573333527302608,1.573333527302608,1.573333527302608,1.5283126360848636,1.303281345877348,1.5283126360848636,1.5283126360848636,1.5283126360848636,1.5283126360848636,1.5283126360848636,1.5283126360848636,1.303281345877348,1.818132012626248,1.818132012626248,1.818132012626248,1.818132012626248,1.818132012626248,1.818132012626248,1.818132012626248,1.303281345877348,1.303281345877348,1.303281345877348,1.41746909883895,1.41746909883895
AD-CH,13.553996532781891,8.865295312991009,8.865295312991009,8.865295312991009,8.865295312991009,8.865295312991009,7.3415162597067125,7.3415162597067125,7.3415162597067125,7.3415162597067125,7.3415162597067125,13.553996532781891,7.3415162597067125,7.3415162597067125,14.142516892807338,14.142516892807338,14.142516892807338,14.142516892807338,14.142516892807338,14.142516892807338,14.142516892807338,11.243782247857103,13.553996532781891,11.243782247857103,11.243782247857103,11.243782247857103,11.243782247857103,11.243782247857103,11.243782247857103,13.553996532781891,157.8159181486665,157.8159181486665,157.8159181486665,157.8159181486665,157.8159181486665,157.8159181486665,157.8159181486665,13.553996532781891,13.553996532781891,13.553996532781891,8.865295312991009,8.865295312991009
AD-idea,456666.3873274341,14.208515000909765,14.208515000909765,14.208515000909765,14.208515000909765,14.208515000909765,1.9542845005396619,1.9542845005396619,1.9542845005396619,1.9542845005396619,1.9542845005396619,456666.3873274341,1.9542845005396619,1.9542845005396619,16.125722719371208,16.125722719371208,16.125722719371208,16.125722719371208,16.125722719371208,16.125722719371208,16.125722719371208,1.786030050781299,456666.3873274341,1.786030050781299,1.786030050781299,1.786030050781299,1.786030050781299,1.786030050781299,1.786030050781299,456666.3873274341,1.2111154574886522,1.2111154574886522,1.2111154574886522,1.2111154574886522,1.2111154574886522,1.2111154574886522,1.2111154574886522,456666.3873274341,456666.3873274341,456666.3873274341,14.208515000909765,14.208515000909765
