,labels_mk1_KMeans_params1,labels_mk1_KMeans_params10,labels_mk1_KMeans_params11,labels_mk1_KMeans_params12,labels_mk1_KMeans_params13,labels_mk1_KMeans_params14,labels_mk1_KMeans_params15,labels_mk1_KMeans_params16,labels_mk1_KMeans_params17,labels_mk1_KMeans_params18,labels_mk1_KMeans_params19,labels_mk1_KMeans_params2,labels_mk1_KMeans_params20,labels_mk1_KMeans_params21,labels_mk1_KMeans_params22,labels_mk1_KMeans_params23,labels_mk1_KMeans_params24,labels_mk1_KMeans_params25,labels_mk1_KMeans_params26,labels_mk1_KMeans_params27,labels_mk1_KMeans_params28,labels_mk1_KMeans_params29,labels_mk1_KMeans_params3,labels_mk1_KMeans_params30,labels_mk1_KMeans_params31,labels_mk1_KMeans_params32,labels_mk1_KMeans_params33,labels_mk1_KMeans_params34,labels_mk1_KMeans_params35,labels_mk1_KMeans_params36,labels_mk1_KMeans_params37,labels_mk1_KMeans_params38,labels_mk1_KMeans_params39,labels_mk1_KMeans_params4,labels_mk1_KMeans_params40,labels_mk1_KMeans_params41,labels_mk1_KMeans_params42,labels_mk1_KMeans_params43,labels_mk1_KMeans_params44,labels_mk1_KMeans_params45,labels_mk1_KMeans_params46,labels_mk1_KMeans_params47,labels_mk1_KMeans_params48,labels_mk1_KMeans_params49,labels_mk1_KMeans_params5,labels_mk1_KMeans_params50,labels_mk1_KMeans_params51,labels_mk1_KMeans_params52,labels_mk1_KMeans_params53,labels_mk1_KMeans_params54,labels_mk1_KMeans_params55,labels_mk1_KMeans_params56,labels_mk1_KMeans_params57,labels_mk1_KMeans_params58,labels_mk1_KMeans_params59,labels_mk1_KMeans_params6,labels_mk1_KMeans_params60,labels_mk1_KMeans_params61,labels_mk1_KMeans_params62,labels_mk1_KMeans_params63,labels_mk1_KMeans_params64,labels_mk1_KMeans_params65,labels_mk1_KMeans_params66,labels_mk1_KMeans_params67,labels_mk1_KMeans_params68,labels_mk1_KMeans_params69,labels_mk1_KMeans_params7,labels_mk1_KMeans_params70,labels_mk1_KMeans_params71,labels_mk1_KMeans_params72,labels_mk1_KMeans_params8,labels_mk1_KMeans_params9
BARI,0.3983903420523139,0.3983903420523139,0.3983903420523139,0.3983903420523139,0.3983903420523139,0.3983903420523139,0.3983903420523139,0.3983903420523139,0.3983903420523139,0.3983903420523139,0.982046081596662,0.3983903420523139,0.982046081596662,0.982046081596662,0.982046081596662,0.982046081596662,0.982046081596662,0.982046081596662,0.982046081596662,0.982046081596662,0.982046081596662,0.982046081596662,0.3983903420523139,0.982046081596662,0.982046081596662,0.982046081596662,0.982046081596662,0.982046081596662,0.982046081596662,0.982046081596662,0.8320250536999058,0.8320250536999058,0.8320250536999058,0.3983903420523139,0.8320250536999058,0.8320250536999058,0.8320250536999058,0.8320250536999058,0.8320250536999058,0.8320250536999058,0.8320250536999058,0.8320250536999058,0.8320250536999058,0.8320250536999058,0.3983903420523139,0.8320250536999058,0.8320250536999058,0.8320250536999058,0.8320250536999058,0.8320250536999058,0.6707940141005286,0.6707940141005286,0.6499574711635535,0.6499574711635535,0.6499574711635535,0.3983903420523139,0.6499574711635535,0.6707940141005286,0.6707940141005286,0.6499574711635535,0.6499574711635535,0.6499574711635535,0.6499574711635535,0.6707940141005286,0.6707940141005286,0.6499574711635535,0.3983903420523139,0.6499574711635535,0.6499574711635535,0.6499574711635535,0.3983903420523139,0.3983903420523139
