,labels_statlog_DBSCAN_params11,labels_statlog_DBSCAN_params16,labels_statlog_DBSCAN_params21,labels_statlog_DBSCAN_params22,labels_statlog_DBSCAN_params26,labels_statlog_DBSCAN_params27,labels_statlog_DBSCAN_params31,labels_statlog_DBSCAN_params32,labels_statlog_DBSCAN_params33,labels_statlog_DBSCAN_params36,labels_statlog_DBSCAN_params37,labels_statlog_DBSCAN_params38,labels_statlog_DBSCAN_params39,labels_statlog_DBSCAN_params41,labels_statlog_DBSCAN_params42,labels_statlog_DBSCAN_params43,labels_statlog_DBSCAN_params44,labels_statlog_DBSCAN_params46,labels_statlog_DBSCAN_params47,labels_statlog_DBSCAN_params48,labels_statlog_DBSCAN_params49,labels_statlog_DBSCAN_params51,labels_statlog_DBSCAN_params52,labels_statlog_DBSCAN_params53,labels_statlog_DBSCAN_params54,labels_statlog_DBSCAN_params55
AMI,0.002681155689685037,0.01873703599898408,0.06868478677499419,0.019609067597713612,0.16967358596446347,0.09398746182065519,0.3312255042369941,0.27460559973649057,0.15117956974240934,0.44120414674359254,0.4155643568758527,0.2986542496116473,0.10496667014551464,0.527334613788593,0.5031629073270961,0.43163557793980245,0.2575487270828342,0.6204399263015992,0.5970072380178396,0.5296093695277432,0.3754312233080256,0.4879275882533788,0.4939195766713557,0.4904566045503733,0.4398239359992092,0.4703106487304402
