,labels_data3_MeanShift_params1,labels_data3_MeanShift_params10,labels_data3_MeanShift_params11,labels_data3_MeanShift_params12,labels_data3_MeanShift_params13,labels_data3_MeanShift_params14,labels_data3_MeanShift_params15,labels_data3_MeanShift_params16,labels_data3_MeanShift_params17,labels_data3_MeanShift_params18,labels_data3_MeanShift_params19,labels_data3_MeanShift_params2,labels_data3_MeanShift_params20,labels_data3_MeanShift_params21,labels_data3_MeanShift_params22,labels_data3_MeanShift_params24,labels_data3_MeanShift_params27,labels_data3_MeanShift_params28,labels_data3_MeanShift_params29,labels_data3_MeanShift_params3,labels_data3_MeanShift_params30,labels_data3_MeanShift_params4,labels_data3_MeanShift_params5,labels_data3_MeanShift_params6,labels_data3_MeanShift_params7,labels_data3_MeanShift_params8,labels_data3_MeanShift_params9
AMI,0.892912167627953,0.9755543715288383,1.0,1.0,0.9755543715288381,0.9522145767103612,0.9755543715288383,0.9755543715288383,1.0,1.0,1.0,0.7862522049550471,1.0,1.0,1.0,0.7332037453413733,1.0,1.0,0.7332037453413733,0.8936226664689554,0.7332037453413733,0.8373283157166891,0.9755543715288381,0.9755543715288381,0.9755543715288381,0.9522145767103612,0.9755543715288383
