,labels_ionosphere_MeanShift_params10,labels_ionosphere_MeanShift_params12,labels_ionosphere_MeanShift_params14,labels_ionosphere_MeanShift_params16,labels_ionosphere_MeanShift_params18,labels_ionosphere_MeanShift_params2,labels_ionosphere_MeanShift_params20,labels_ionosphere_MeanShift_params22,labels_ionosphere_MeanShift_params24,labels_ionosphere_MeanShift_params26,labels_ionosphere_MeanShift_params28,labels_ionosphere_MeanShift_params30,labels_ionosphere_MeanShift_params32,labels_ionosphere_MeanShift_params4,labels_ionosphere_MeanShift_params6,labels_ionosphere_MeanShift_params8
ARI_nn,0.33705923955754824,0.23284291051173212,0.34220377660351886,0.33705923955754824,0.19576390873552513,0.300662875196592,0.2054722488683784,0.24048308862130885,0.1946344339999418,0.19558042926476205,0.14736637048396017,0.18476242450252722,0.1421208366283623,0.31980218038171465,0.33252299082990466,0.34220377660351886
