,labels_ionosphere_KMeans_params1,labels_ionosphere_KMeans_params10,labels_ionosphere_KMeans_params11,labels_ionosphere_KMeans_params12,labels_ionosphere_KMeans_params13,labels_ionosphere_KMeans_params14,labels_ionosphere_KMeans_params15,labels_ionosphere_KMeans_params16,labels_ionosphere_KMeans_params17,labels_ionosphere_KMeans_params18,labels_ionosphere_KMeans_params19,labels_ionosphere_KMeans_params2,labels_ionosphere_KMeans_params20,labels_ionosphere_KMeans_params21,labels_ionosphere_KMeans_params22,labels_ionosphere_KMeans_params23,labels_ionosphere_KMeans_params24,labels_ionosphere_KMeans_params25,labels_ionosphere_KMeans_params26,labels_ionosphere_KMeans_params27,labels_ionosphere_KMeans_params28,labels_ionosphere_KMeans_params29,labels_ionosphere_KMeans_params3,labels_ionosphere_KMeans_params30,labels_ionosphere_KMeans_params31,labels_ionosphere_KMeans_params32,labels_ionosphere_KMeans_params33,labels_ionosphere_KMeans_params34,labels_ionosphere_KMeans_params35,labels_ionosphere_KMeans_params36,labels_ionosphere_KMeans_params37,labels_ionosphere_KMeans_params38,labels_ionosphere_KMeans_params39,labels_ionosphere_KMeans_params4,labels_ionosphere_KMeans_params40,labels_ionosphere_KMeans_params41,labels_ionosphere_KMeans_params42,labels_ionosphere_KMeans_params43,labels_ionosphere_KMeans_params44,labels_ionosphere_KMeans_params45,labels_ionosphere_KMeans_params46,labels_ionosphere_KMeans_params47,labels_ionosphere_KMeans_params48,labels_ionosphere_KMeans_params49,labels_ionosphere_KMeans_params5,labels_ionosphere_KMeans_params50,labels_ionosphere_KMeans_params51,labels_ionosphere_KMeans_params52,labels_ionosphere_KMeans_params53,labels_ionosphere_KMeans_params54,labels_ionosphere_KMeans_params6,labels_ionosphere_KMeans_params7,labels_ionosphere_KMeans_params8,labels_ionosphere_KMeans_params9
CS,2.0490087097491427,2.0490087097491427,2.0490087097491427,2.0490087097491427,2.0490087097491427,2.0490087097491427,2.0490087097491427,2.0490087097491427,2.0490087097491427,2.0490087097491427,2.2548183355264952,2.0490087097491427,2.2548183355264952,2.2548183355264952,2.2548183355264952,2.2548183355264952,2.2548183355264952,2.2548183355264952,2.2548183355264952,2.2548183355264952,2.2548183355264952,2.2548183355264952,2.0490087097491427,2.2548183355264952,2.2548183355264952,2.2548183355264952,2.2548183355264952,2.2548183355264952,2.2548183355264952,2.2548183355264952,2.0391867259487806,2.0391867259487806,2.0391867259487806,2.0490087097491427,2.0391867259487806,2.0391867259487806,2.0391867259487806,2.0391867259487806,2.0391867259487806,2.0391867259487806,2.0391867259487806,2.0391867259487806,2.0391867259487806,2.0391867259487806,2.0490087097491427,2.0391867259487806,2.0391867259487806,2.0391867259487806,2.0391867259487806,2.0391867259487806,2.0490087097491427,2.0490087097491427,2.0490087097491427,2.0490087097491427
SF,0.028074397678599428,0.028074397678599428,0.028074397678599428,0.028074397678599428,0.028074397678599428,0.028074397678599428,0.028074397678599428,0.028074397678599428,0.028074397678599428,0.028074397678599428,0.003096784581852252,0.028074397678599428,0.003096784581852252,0.003096784581852252,0.003096784581852252,0.003096784581852252,0.003096784581852252,0.003096784581852252,0.003096784581852252,0.003096784581852252,0.003096784581852252,0.003096784581852252,0.028074397678599428,0.003096784581852252,0.003096784581852252,0.003096784581852252,0.003096784581852252,0.003096784581852252,0.003096784581852252,0.003096784581852252,0.0004630730405583705,0.0004630730405583705,0.0004630730405583705,0.028074397678599428,0.0004630730405583705,0.0004630730405583705,0.0004630730405583705,0.0004630730405583705,0.0004630730405583705,0.0004630730405583705,0.0004630730405583705,0.0004630730405583705,0.0004630730405583705,0.0004630730405583705,0.028074397678599428,0.0004630730405583705,0.0004630730405583705,0.0004630730405583705,0.0004630730405583705,0.0004630730405583705,0.028074397678599428,0.028074397678599428,0.028074397678599428,0.028074397678599428
SD,477.38576957532155,477.38576957532155,477.38576957532155,477.38576957532155,477.38576957532155,477.38576957532155,477.38576957532155,477.38576957532155,477.38576957532155,477.38576957532155,449.4887953784157,477.38576957532155,449.4887953784157,449.4887953784157,449.4887953784157,449.4887953784157,449.4887953784157,449.4887953784157,449.4887953784157,449.4887953784157,449.4887953784157,449.4887953784157,477.38576957532155,449.4887953784157,449.4887953784157,449.4887953784157,449.4887953784157,449.4887953784157,449.4887953784157,449.4887953784157,418.81221234200257,418.81221234200257,418.81221234200257,477.38576957532155,418.81221234200257,418.81221234200257,418.81221234200257,418.81221234200257,418.81221234200257,418.81221234200257,418.81221234200257,418.81221234200257,418.81221234200257,418.81221234200257,477.38576957532155,418.81221234200257,418.81221234200257,418.81221234200257,418.81221234200257,418.81221234200257,477.38576957532155,477.38576957532155,477.38576957532155,477.38576957532155
SDbw,0.9491537084774084,0.9491537084774084,0.9491537084774084,0.9491537084774084,0.9491537084774084,0.9491537084774084,0.9491537084774084,0.9491537084774084,0.9491537084774084,0.9491537084774084,0.8233946979947131,0.9491537084774084,0.8233946979947131,0.8233946979947131,0.8233946979947131,0.8233946979947131,0.8233946979947131,0.8233946979947131,0.8233946979947131,0.8233946979947131,0.8233946979947131,0.8233946979947131,0.9491537084774084,0.8233946979947131,0.8233946979947131,0.8233946979947131,0.8233946979947131,0.8233946979947131,0.8233946979947131,0.8233946979947131,0.73220015951781,0.73220015951781,0.73220015951781,0.9491537084774084,0.73220015951781,0.73220015951781,0.73220015951781,0.73220015951781,0.73220015951781,0.73220015951781,0.73220015951781,0.73220015951781,0.73220015951781,0.73220015951781,0.9491537084774084,0.73220015951781,0.73220015951781,0.73220015951781,0.73220015951781,0.73220015951781,0.9491537084774084,0.9491537084774084,0.9491537084774084,0.9491537084774084
XB*,1.1614366298585979,1.1614366298585979,1.1614366298585979,1.1614366298585979,1.1614366298585979,1.1614366298585979,1.1614366298585979,1.1614366298585979,1.1614366298585979,1.1614366298585979,1.5766146251223232,1.1614366298585979,1.5766146251223232,1.5766146251223232,1.5766146251223232,1.5766146251223232,1.5766146251223232,1.5766146251223232,1.5766146251223232,1.5766146251223232,1.5766146251223232,1.5766146251223232,1.1614366298585979,1.5766146251223232,1.5766146251223232,1.5766146251223232,1.5766146251223232,1.5766146251223232,1.5766146251223232,1.5766146251223232,1.4437642286525612,1.4437642286525612,1.4437642286525612,1.1614366298585979,1.4437642286525612,1.4437642286525612,1.4437642286525612,1.4437642286525612,1.4437642286525612,1.4437642286525612,1.4437642286525612,1.4437642286525612,1.4437642286525612,1.4437642286525612,1.1614366298585979,1.4437642286525612,1.4437642286525612,1.4437642286525612,1.4437642286525612,1.4437642286525612,1.1614366298585979,1.1614366298585979,1.1614366298585979,1.1614366298585979
S,0.2939564207614441,0.2939564207614441,0.2939564207614441,0.2939564207614441,0.2939564207614441,0.2939564207614441,0.2939564207614441,0.2939564207614441,0.2939564207614441,0.2939564207614441,0.29642157534887953,0.2939564207614441,0.29642157534887953,0.29642157534887953,0.29642157534887953,0.29642157534887953,0.29642157534887953,0.29642157534887953,0.29642157534887953,0.29642157534887953,0.29642157534887953,0.29642157534887953,0.2939564207614441,0.29642157534887953,0.29642157534887953,0.29642157534887953,0.29642157534887953,0.29642157534887953,0.29642157534887953,0.29642157534887953,0.306550682542902,0.306550682542902,0.306550682542902,0.2939564207614441,0.306550682542902,0.306550682542902,0.306550682542902,0.306550682542902,0.306550682542902,0.306550682542902,0.306550682542902,0.306550682542902,0.306550682542902,0.306550682542902,0.2939564207614441,0.306550682542902,0.306550682542902,0.306550682542902,0.306550682542902,0.306550682542902,0.2939564207614441,0.2939564207614441,0.2939564207614441,0.2939564207614441
DB,1.5363028792507714,1.5363028792507714,1.5363028792507714,1.5363028792507714,1.5363028792507714,1.5363028792507714,1.5363028792507714,1.5363028792507714,1.5363028792507714,1.5363028792507714,1.8414724014853927,1.5363028792507714,1.8414724014853927,1.8414724014853927,1.8414724014853927,1.8414724014853927,1.8414724014853927,1.8414724014853927,1.8414724014853927,1.8414724014853927,1.8414724014853927,1.8414724014853927,1.5363028792507714,1.8414724014853927,1.8414724014853927,1.8414724014853927,1.8414724014853927,1.8414724014853927,1.8414724014853927,1.8414724014853927,1.7444716613486968,1.7444716613486968,1.7444716613486968,1.5363028792507714,1.7444716613486968,1.7444716613486968,1.7444716613486968,1.7444716613486968,1.7444716613486968,1.7444716613486968,1.7444716613486968,1.7444716613486968,1.7444716613486968,1.7444716613486968,1.5363028792507714,1.7444716613486968,1.7444716613486968,1.7444716613486968,1.7444716613486968,1.7444716613486968,1.5363028792507714,1.5363028792507714,1.5363028792507714,1.5363028792507714
CH,114.58632227076123,114.58632227076123,114.58632227076123,114.58632227076123,114.58632227076123,114.58632227076123,114.58632227076123,114.58632227076123,114.58632227076123,114.58632227076123,80.33426157600992,114.58632227076123,80.33426157600992,80.33426157600992,80.33426157600992,80.33426157600992,80.33426157600992,80.33426157600992,80.33426157600992,80.33426157600992,80.33426157600992,80.33426157600992,114.58632227076123,80.33426157600992,80.33426157600992,80.33426157600992,80.33426157600992,80.33426157600992,80.33426157600992,80.33426157600992,68.93533221052212,68.93533221052212,68.93533221052212,114.58632227076123,68.93533221052212,68.93533221052212,68.93533221052212,68.93533221052212,68.93533221052212,68.93533221052212,68.93533221052212,68.93533221052212,68.93533221052212,68.93533221052212,114.58632227076123,68.93533221052212,68.93533221052212,68.93533221052212,68.93533221052212,68.93533221052212,114.58632227076123,114.58632227076123,114.58632227076123,114.58632227076123
AD-S,0.10944597424936765,0.10944597424936765,0.10944597424936765,0.10944597424936765,0.10944597424936765,0.10944597424936765,0.10944597424936765,0.10944597424936765,0.10944597424936765,0.10944597424936765,0.1454425082534292,0.10944597424936765,0.1454425082534292,0.1454425082534292,0.1454425082534292,0.1454425082534292,0.1454425082534292,0.1454425082534292,0.1454425082534292,0.1454425082534292,0.1454425082534292,0.1454425082534292,0.10944597424936765,0.1454425082534292,0.1454425082534292,0.1454425082534292,0.1454425082534292,0.1454425082534292,0.1454425082534292,0.1454425082534292,0.14910852747867406,0.14910852747867406,0.14910852747867406,0.10944597424936765,0.14910852747867406,0.14910852747867406,0.14910852747867406,0.14910852747867406,0.14910852747867406,0.14910852747867406,0.14910852747867406,0.14910852747867406,0.14910852747867406,0.14910852747867406,0.10944597424936765,0.14910852747867406,0.14910852747867406,0.14910852747867406,0.14910852747867406,0.14910852747867406,0.10944597424936765,0.10944597424936765,0.10944597424936765,0.10944597424936765
AD-DB,4.479086521584636,4.479086521584636,4.479086521584636,4.479086521584636,4.479086521584636,4.479086521584636,4.479086521584636,4.479086521584636,4.479086521584636,4.479086521584636,4.221648600098674,4.479086521584636,4.221648600098674,4.221648600098674,4.221648600098674,4.221648600098674,4.221648600098674,4.221648600098674,4.221648600098674,4.221648600098674,4.221648600098674,4.221648600098674,4.479086521584636,4.221648600098674,4.221648600098674,4.221648600098674,4.221648600098674,4.221648600098674,4.221648600098674,4.221648600098674,4.4621992868776,4.4621992868776,4.4621992868776,4.479086521584636,4.4621992868776,4.4621992868776,4.4621992868776,4.4621992868776,4.4621992868776,4.4621992868776,4.4621992868776,4.4621992868776,4.4621992868776,4.4621992868776,4.479086521584636,4.4621992868776,4.4621992868776,4.4621992868776,4.4621992868776,4.4621992868776,4.479086521584636,4.479086521584636,4.479086521584636,4.479086521584636
AD-CH,144.25789749088486,144.25789749088486,144.25789749088486,144.25789749088486,144.25789749088486,144.25789749088486,144.25789749088486,144.25789749088486,144.25789749088486,144.25789749088486,80.77609916930706,144.25789749088486,80.77609916930706,80.77609916930706,80.77609916930706,80.77609916930706,80.77609916930706,80.77609916930706,80.77609916930706,80.77609916930706,80.77609916930706,80.77609916930706,144.25789749088486,80.77609916930706,80.77609916930706,80.77609916930706,80.77609916930706,80.77609916930706,80.77609916930706,80.77609916930706,55.56198692855896,55.56198692855896,55.56198692855896,144.25789749088486,55.56198692855896,55.56198692855896,55.56198692855896,55.56198692855896,55.56198692855896,55.56198692855896,55.56198692855896,55.56198692855896,55.56198692855896,55.56198692855896,144.25789749088486,55.56198692855896,55.56198692855896,55.56198692855896,55.56198692855896,55.56198692855896,144.25789749088486,144.25789749088486,144.25789749088486,144.25789749088486
AD-idea,1.1271653196216023,1.1271653196216023,1.1271653196216023,1.1271653196216023,1.1271653196216023,1.1271653196216023,1.1271653196216023,1.1271653196216023,1.1271653196216023,1.1271653196216023,1.4617453138999594,1.1271653196216023,1.4617453138999594,1.4617453138999594,1.4617453138999594,1.4617453138999594,1.4617453138999594,1.4617453138999594,1.4617453138999594,1.4617453138999594,1.4617453138999594,1.4617453138999594,1.1271653196216023,1.4617453138999594,1.4617453138999594,1.4617453138999594,1.4617453138999594,1.4617453138999594,1.4617453138999594,1.4617453138999594,1.6331975476705325,1.6331975476705325,1.6331975476705325,1.1271653196216023,1.6331975476705325,1.6331975476705325,1.6331975476705325,1.6331975476705325,1.6331975476705325,1.6331975476705325,1.6331975476705325,1.6331975476705325,1.6331975476705325,1.6331975476705325,1.1271653196216023,1.6331975476705325,1.6331975476705325,1.6331975476705325,1.6331975476705325,1.6331975476705325,1.1271653196216023,1.1271653196216023,1.1271653196216023,1.1271653196216023
