,labels_parabolic_DBSCAN_params11,labels_parabolic_DBSCAN_params12,labels_parabolic_DBSCAN_params16,labels_parabolic_DBSCAN_params17,labels_parabolic_DBSCAN_params18,labels_parabolic_DBSCAN_params19,labels_parabolic_DBSCAN_params21,labels_parabolic_DBSCAN_params23,labels_parabolic_DBSCAN_params24,labels_parabolic_DBSCAN_params28,labels_parabolic_DBSCAN_params29,labels_parabolic_DBSCAN_params30,labels_parabolic_DBSCAN_params35,labels_parabolic_DBSCAN_params40,labels_parabolic_DBSCAN_params6
BARI_nn,0.0063645897416276034,0.08690787577695804,0.5249161043177435,0.5137687752675789,0.445742294967765,0.27230364410262803,-0.00020771921386110242,0.7020082007196766,0.8922312267429884,0.9597622545238167,0.7257856669987817,1.0,1.0,0.813206842018878,0.020523280470210375
