,labels_mk2_MeanShift_params1,labels_mk2_MeanShift_params10,labels_mk2_MeanShift_params11,labels_mk2_MeanShift_params12,labels_mk2_MeanShift_params13,labels_mk2_MeanShift_params14,labels_mk2_MeanShift_params15,labels_mk2_MeanShift_params16,labels_mk2_MeanShift_params18,labels_mk2_MeanShift_params19,labels_mk2_MeanShift_params2,labels_mk2_MeanShift_params20,labels_mk2_MeanShift_params26,labels_mk2_MeanShift_params3,labels_mk2_MeanShift_params4,labels_mk2_MeanShift_params5,labels_mk2_MeanShift_params6,labels_mk2_MeanShift_params7,labels_mk2_MeanShift_params8,labels_mk2_MeanShift_params9
VMI,0.01796757320354251,0.005341196049697033,0.009423277601717735,0.005099274694700188,0.008658598417684198,0.013852382630811708,0.005342941019100004,0.005341196049697033,0.005956384015257576,0.005995018790696713,0.01777167939939132,0.005995018790696713,0.003347301419846535,0.008724181374844686,0.013961771871931811,0.005893051013439142,0.005893585856761974,0.008658598417684198,0.013852382630811708,0.005342941019100004
