,labels_x1_SpectralClustering_params1,labels_x1_SpectralClustering_params10,labels_x1_SpectralClustering_params11,labels_x1_SpectralClustering_params12,labels_x1_SpectralClustering_params13,labels_x1_SpectralClustering_params14,labels_x1_SpectralClustering_params15,labels_x1_SpectralClustering_params16,labels_x1_SpectralClustering_params17,labels_x1_SpectralClustering_params18,labels_x1_SpectralClustering_params19,labels_x1_SpectralClustering_params2,labels_x1_SpectralClustering_params20,labels_x1_SpectralClustering_params21,labels_x1_SpectralClustering_params22,labels_x1_SpectralClustering_params23,labels_x1_SpectralClustering_params24,labels_x1_SpectralClustering_params25,labels_x1_SpectralClustering_params26,labels_x1_SpectralClustering_params27,labels_x1_SpectralClustering_params28,labels_x1_SpectralClustering_params29,labels_x1_SpectralClustering_params3,labels_x1_SpectralClustering_params30,labels_x1_SpectralClustering_params31,labels_x1_SpectralClustering_params32,labels_x1_SpectralClustering_params33,labels_x1_SpectralClustering_params34,labels_x1_SpectralClustering_params35,labels_x1_SpectralClustering_params36,labels_x1_SpectralClustering_params37,labels_x1_SpectralClustering_params38,labels_x1_SpectralClustering_params39,labels_x1_SpectralClustering_params4,labels_x1_SpectralClustering_params40,labels_x1_SpectralClustering_params41,labels_x1_SpectralClustering_params42,labels_x1_SpectralClustering_params43,labels_x1_SpectralClustering_params44,labels_x1_SpectralClustering_params45,labels_x1_SpectralClustering_params46,labels_x1_SpectralClustering_params47,labels_x1_SpectralClustering_params48,labels_x1_SpectralClustering_params5,labels_x1_SpectralClustering_params6,labels_x1_SpectralClustering_params7,labels_x1_SpectralClustering_params8,labels_x1_SpectralClustering_params9
B,0.13863805257067732,0.13944822448341376,0.13944822448341376,0.13944822448341376,0.04028428066493812,0.04028428066493812,0.04028428066493812,0.04028428066493812,0.04028428066493812,0.04028428066493812,0.04028428066493812,0.13863805257067732,0.04028428066493812,0.04028428066493812,0.04028428066493812,0.04028428066493812,0.04028428066493812,0.03934060720123036,0.03810255381111988,0.036898632988562885,0.03733797333204972,0.036898632988562885,0.19131992078852209,0.036898632988562885,0.03777298437111444,0.1004732979640293,0.03777298437111444,0.1004732979640293,0.03777298437111444,0.1004732979640293,0.037954663916555845,0.12257696965417372,0.034282888031008,0.19131992078852209,0.034111647294214835,0.03630037084988109,0.03481114729200158,0.05197423286568015,0.0849308540274627,0.05197423286568015,0.0849308540274627,0.05197423286568015,0.0849308540274627,0.19131992078852209,0.19131992078852209,0.13944822448341376,0.13944822448341376,0.13944822448341376
BH,9.965983506675437,9.792856161518056,9.792856161518056,9.792856161518056,1.7563651743377564,1.7563651743377564,1.7563651743377564,1.7563651743377564,1.7563651743377564,1.7563651743377564,1.7563651743377564,9.965983506675437,1.7563651743377564,1.7563651743377564,1.7563651743377564,1.7563651743377564,1.7563651743377564,1.166277338449142,1.143549625550927,1.1055323094561422,1.1126691690572332,1.1055323094561422,17.166934396680144,1.1055323094561422,1.125970986667534,2.2707031674063103,1.125970986667534,2.2707031674063103,1.125970986667534,2.2707031674063103,0.7267738595565026,2.2935646685404585,0.7893015174202785,17.166934396680144,0.7854858084270774,0.670687407938501,0.7877150988084999,0.9896602960396617,1.4753443926585803,0.9896602960396617,1.4753443926585803,0.9896602960396617,1.4753443926585803,17.166934396680144,17.166934396680144,9.792856161518056,9.792856161518056,9.792856161518056
D,0.414776931669621,0.5882587153345756,0.5882587153345756,0.5882587153345756,0.744986231296572,0.744986231296572,0.744986231296572,0.7118159371796717,0.744986231296572,0.7118159371796717,0.744986231296572,0.414776931669621,0.7118159371796717,0.744986231296572,0.7118159371796717,0.744986231296572,0.7118159371796717,0.08884098295288057,0.17949646413340026,0.18041698750295035,0.13195065030317105,0.18041698750295035,0.7358144638479023,0.18041698750295035,0.1599043573410473,0.11925963863513084,0.1599043573410473,0.11925963863513084,0.1599043573410473,0.11925963863513084,0.16789725644682674,0.13523253021099768,0.15140676681869775,0.7358144638479023,0.18964600376048357,0.21116890928042534,0.1937193026309882,0.17312016663667276,0.16222409777792257,0.17312016663667276,0.16222409777792257,0.17312016663667276,0.16222409777792257,0.7358144638479023,0.7358144638479023,0.5882587153345756,0.5882587153345756,0.5882587153345756
H,0.11494883411669232,0.12113126591698747,0.12113126591698747,0.12113126591698747,0.11842598902974627,0.11842598902974627,0.11842598902974627,0.11842598902974627,0.11842598902974627,0.11842598902974627,0.11842598902974627,0.11494883411669232,0.11842598902974627,0.11842598902974627,0.11842598902974627,0.11842598902974627,0.11842598902974627,0.8704592745574081,0.8010676132620196,0.6571673680794892,0.6892545954127564,0.6571673680794892,0.13868913727024065,0.6571673680794892,0.7063489257993327,0.7490808524571186,0.7063489257993327,0.7490808524571186,0.7063489257993327,0.7490808524571186,1.0425818596701837,0.8466144701247205,0.6244466335448491,0.13868913727024065,0.6397258255522813,1.1394205308492205,0.6758823261369096,0.9015165546172261,1.1697692012780974,0.9015165546172261,1.1697692012780974,0.9015165546172261,1.1697692012780974,0.13868913727024065,0.13868913727024065,0.12113126591698747,0.12113126591698747,0.12113126591698747
DBCV,0.6159688816401091,-0.02967232029371174,-0.02967232029371174,-0.02967232029371174,0.8450448571690441,0.8450448571690441,0.8450448571690441,0.8450448571690441,0.8450448571690441,0.8450448571690441,0.8450448571690441,0.6159688816401091,0.8450448571690441,0.8450448571690441,0.8450448571690441,0.8450448571690441,0.8450448571690441,0.28007834029871964,0.37307037122577336,0.1333611860185921,0.20961865908520394,0.1333611860185921,0.5956036226422669,0.1333611860185921,0.23450697608135565,0.022093459006914153,0.23450697608135565,0.022093459006914153,0.23450697608135565,0.022093459006914153,0.07254829848873649,-0.6083388302307742,0.4286823905565123,0.5956036226422669,0.25065579411568345,-0.1305444454959271,0.2778229842074292,-0.15349554616663869,-0.3814287172011615,-0.15349554616663869,-0.3814287172011615,-0.15349554616663869,-0.3814287172011615,0.5956036226422669,0.5956036226422669,-0.02967232029371174,-0.02967232029371174,-0.02967232029371174
I,2.8068577265578547,2.776904779785613,2.776904779785613,2.776904779785613,8.968504656412035,8.968504656412035,8.968504656412035,8.968504656412035,8.968504656412035,8.968504656412035,8.968504656412035,2.8068577265578547,8.968504656412035,8.968504656412035,8.968504656412035,8.968504656412035,8.968504656412035,6.4105353231357975,6.6564638486576815,6.602795347312094,6.516186941985344,6.602795347312094,1.7444687399030128,6.602795347312094,6.218405157236365,3.8808695935296345,6.218405157236365,3.8808695935296345,6.218405157236365,3.8808695935296345,5.229023348105598,1.1965056638635967,5.117392357910569,1.7444687399030128,5.115809489607824,5.341796213349728,4.972270205323211,4.089524742326747,3.3228081242613383,4.089524742326747,3.3228081242613383,4.089524742326747,3.3228081242613383,1.7444687399030128,1.7444687399030128,2.776904779785613,2.776904779785613,2.776904779785613
C,0.03658446650274184,0.03513645680004511,0.03513645680004511,0.03513645680004511,0.002459031824672656,0.002459031824672656,0.002459031824672656,0.002459031824672656,0.002459031824672656,0.002459031824672656,0.002459031824672656,0.03658446650274184,0.002459031824672656,0.002459031824672656,0.002459031824672656,0.002459031824672656,0.002459031824672656,0.03083294163085077,0.029312440377828628,0.02762671594422317,0.028281910683671946,0.02762671594422317,0.12412250449124322,0.02762671594422317,0.028885848293641353,0.043274336755358335,0.028885848293641353,0.043274336755358335,0.028885848293641353,0.043274336755358335,0.020506058562270776,0.1208506214906391,0.03250553355680096,0.12412250449124322,0.032937670065995066,0.020363696201926063,0.03160057156481412,0.03172496007892014,0.04468686526272524,0.03172496007892014,0.04468686526272524,0.03172496007892014,0.04468686526272524,0.12412250449124322,0.12412250449124322,0.03513645680004511,0.03513645680004511,0.03513645680004511
CDbw,0.197674229373737,0.06044872366248336,0.06044872366248336,0.06044872366248336,0.2256276315621977,0.2256276315621977,0.2256276315621977,1.4916849533539944,0.2256276315621977,1.4916849533539944,0.2256276315621977,0.197674229373737,1.4916849533539944,0.2256276315621977,1.4916849533539944,0.2256276315621977,1.4916849533539944,1.1127477629943325,1.2464481277465527,0.9357005309602514,0.9337771434531353,0.9357005309602514,0.2541034495616103,0.9357005309602514,1.4864776177187864,1.721851336609931,1.4864776177187864,1.721851336609931,1.4864776177187864,1.721851336609931,0.40240160597254215,0.6601703148482241,0.5874159028442794,0.2541034495616103,1.3061504657822092,0.84055822936296,0.7982606326513665,0.8806831410168358,0.6171506224476249,0.8806831410168358,0.6171506224476249,0.8806831410168358,0.6171506224476249,0.2541034495616103,0.2541034495616103,0.06044872366248336,0.06044872366248336,0.06044872366248336
VIASCKDE,0.4884263582223251,0.48110975535130635,0.48110975535130635,0.48110975535130635,0.5725118494263874,0.5725118494263874,0.5725118494263874,0.5725118494263874,0.5725118494263874,0.5725118494263874,0.5725118494263874,0.4884263582223251,0.5725118494263874,0.5725118494263874,0.5725118494263874,0.5725118494263874,0.5725118494263874,0.5220685301595727,0.5286740278933184,0.5247737105898858,0.4949909841920738,0.5247737105898858,0.5178066797090575,0.5247737105898858,0.4967734346619577,0.4865072165105956,0.4967734346619577,0.4865072165105956,0.4967734346619577,0.4865072165105956,0.495130144225122,0.4250476823420661,0.4760002892636765,0.5178066797090575,0.4978950370238694,0.46834211794956865,0.49023878800033,0.48103105968431986,0.4752125673922856,0.48103105968431986,0.4752125673922856,0.48103105968431986,0.4752125673922856,0.5178066797090575,0.5178066797090575,0.48110975535130635,0.48110975535130635,0.48110975535130635
COP,0.30460453096940804,0.3000441513298104,0.3000441513298104,0.3000441513298104,0.20809618191163484,0.20809618191163484,0.20809618191163484,0.20809618191163484,0.20809618191163484,0.20809618191163484,0.20809618191163484,0.30460453096940804,0.20809618191163484,0.20809618191163484,0.20809618191163484,0.20809618191163484,0.20809618191163484,0.20867634593065285,0.20820610460279754,0.19990107638167257,0.20038783850840527,0.19990107638167257,0.308830275423335,0.19990107638167257,0.20134567020535782,0.2166571723459508,0.20134567020535782,0.2166571723459508,0.20134567020535782,0.2166571723459508,0.19142494819624972,0.31300176749231795,0.20031760400812124,0.308830275423335,0.20013204613429103,0.1862552613093547,0.20034830382051577,0.19403330584346212,0.20540483006853488,0.19403330584346212,0.20540483006853488,0.19403330584346212,0.20540483006853488,0.308830275423335,0.308830275423335,0.3000441513298104,0.3000441513298104,0.3000441513298104
Sym,0.20033948310144448,0.17678084102528924,0.17678084102528924,0.17678084102528924,0.4701048460358776,0.4701048460358776,0.4701048460358776,0.4701048460358776,0.4701048460358776,0.4701048460358776,0.4701048460358776,0.20033948310144448,0.4701048460358776,0.4701048460358776,0.4701048460358776,0.4701048460358776,0.4701048460358776,0.388593102852504,0.4000878064637679,0.433275531544361,0.42352831233936344,0.433275531544361,0.17855514554822088,0.433275531544361,0.3970068145414426,0.17223270467910287,0.3970068145414426,0.17223270467910287,0.3970068145414426,0.17223270467910287,0.34461719172112026,0.15866291445512765,0.3641178371929448,0.17855514554822088,0.3627236470559257,0.36773834483009316,0.3405213357257204,0.21875850785432502,0.1184731066989347,0.21875850785432502,0.1184731066989347,0.21875850785432502,0.1184731066989347,0.17855514554822088,0.17855514554822088,0.17678084102528924,0.17678084102528924,0.17678084102528924
CS,0.5872097835237975,0.6599888890761327,0.6599888890761327,0.6599888890761327,0.5034509649946578,0.5034509649946578,0.5034509649946578,0.5034509649946579,0.5034509649946578,0.5034509649946579,0.5034509649946578,0.5872097835237975,0.5034509649946579,0.5034509649946578,0.5034509649946579,0.5034509649946578,0.5034509649946579,0.8003255598204517,0.7926518792908548,0.7708168829033892,0.7801079089906273,0.7708168829033892,0.5753800438127671,0.7708168829033892,0.7792781129668306,0.926703699298939,0.7792781129668306,0.926703699298939,0.7792781129668306,0.926703699298939,0.9977730073788215,1.0396379545333596,0.7038498550938447,0.5753800438127671,0.7113291472598279,1.097180441374679,0.7738888052316728,0.9868075913508324,1.2499030451285247,0.9868075913508324,1.2499030451285247,0.9868075913508324,1.2499030451285247,0.5753800438127671,0.5753800438127671,0.6599888890761327,0.6599888890761327,0.6599888890761327
SF,0.4948183380314495,0.4883442127618808,0.4883442127618808,0.4883442127618808,0.5303645382540405,0.5303645382540405,0.5303645382540405,0.5303645382540405,0.5303645382540405,0.5303645382540405,0.5303645382540405,0.4948183380314495,0.5303645382540405,0.5303645382540405,0.5303645382540405,0.5303645382540405,0.5303645382540405,0.46476546380396966,0.46647452275180556,0.47522817453326616,0.4737399439066654,0.47522817453326616,0.4737020404413559,0.47522817453326616,0.47306093635980195,0.3927289511868647,0.47306093635980195,0.3927289511868647,0.47306093635980195,0.3927289511868647,0.4264539722265409,0.35437171190143213,0.44186775212521134,0.4737020404413559,0.44167848042889646,0.42168432916664833,0.43470845899257726,0.3831332077658365,0.3438774325527183,0.3831332077658365,0.3438774325527183,0.3831332077658365,0.3438774325527183,0.4737020404413559,0.4737020404413559,0.4883442127618808,0.4883442127618808,0.4883442127618808
SD,20998.12969553973,21707.620489561818,21707.620489561818,21707.620489561818,5792.1132777586545,5792.1132777586545,5792.1132777586545,5792.113277758654,5792.1132777586545,5792.113277758654,5792.1132777586545,20998.12969553973,5792.113277758654,5792.1132777586545,5792.113277758654,5792.1132777586545,5792.113277758654,5256.834405487475,5101.0154246707825,4888.682348952203,4962.937620166212,4888.682348952203,27596.826519045277,4888.682348952203,4884.4460059643925,11998.399247283909,4884.4460059643925,11998.399247283909,4884.4460059643925,11998.399247283909,4442.419787702667,7997.962799658775,3767.725171013969,27596.826519045277,3784.0989192069374,4524.716503091843,4011.3851585156985,6505.7631546752045,10173.700997436603,6505.7631546752045,10173.700997436603,6505.7631546752045,10173.700997436603,27596.826519045277,27596.826519045277,21707.620489561818,21707.620489561818,21707.620489561818
SDbw,0.7195118196867243,0.8262531764879206,0.8262531764879206,0.8262531764879206,0.1876556526914152,0.1876556526914152,0.1876556526914152,0.1876556526914152,0.1876556526914152,0.1876556526914152,0.1876556526914152,0.7195118196867243,0.1876556526914152,0.1876556526914152,0.1876556526914152,0.1876556526914152,0.1876556526914152,0.4152275930016697,0.3942451947576267,0.384267142270805,0.41433037887517726,0.384267142270805,1.3834235830589776,0.384267142270805,0.3927455793746327,0.5118101314326069,0.3927455793746327,0.5118101314326069,0.3927455793746327,0.5118101314326069,0.28289674885209215,0.7378457144279326,0.4736067176977913,1.3834235830589776,0.49854982379158375,0.3630207831698562,0.49224902125305264,0.45573959129572955,0.507595241991831,0.45573959129572955,0.507595241991831,0.45573959129572955,0.507595241991831,1.3834235830589776,1.3834235830589776,0.8262531764879206,0.8262531764879206,0.8262531764879206
XB*,0.10646632536135418,0.0993981681431898,0.0993981681431898,0.0993981681431898,0.07884625706098959,0.07884625706098959,0.07884625706098959,0.07884625706098959,0.07884625706098959,0.07884625706098959,0.07884625706098959,0.10646632536135418,0.07884625706098959,0.07884625706098959,0.07884625706098959,0.07884625706098959,0.07884625706098959,1.395725210678135,1.2053635378546776,0.9809830169052859,1.0283853171592479,0.9809830169052859,0.155364466771065,0.9809830169052859,1.0734520769879732,1.1414803650314571,1.0734520769879732,1.1414803650314571,1.0734520769879732,1.1414803650314571,0.5895038692558402,2.395055035194578,0.870881968636274,0.155364466771065,0.9055939023804502,0.6407603412895468,0.7200651674566069,1.7708632347140691,1.589149024614365,1.7708632347140691,1.589149024614365,1.7708632347140691,1.589149024614365,0.155364466771065,0.155364466771065,0.0993981681431898,0.0993981681431898,0.0993981681431898
S,0.6722497161661184,0.6660357268377195,0.6660357268377195,0.6660357268377195,0.7327978734142281,0.7327978734142281,0.7327978734142281,0.7327978734142281,0.7327978734142281,0.7327978734142281,0.7327978734142281,0.6722497161661184,0.7327978734142281,0.7327978734142281,0.7327978734142281,0.7327978734142281,0.7327978734142281,0.5159576081909293,0.5296151780925898,0.5562162612862923,0.5499890801137639,0.5562162612862923,0.550763285679637,0.5562162612862923,0.5411465506248552,0.5138519168081402,0.5411465506248552,0.5138519168081402,0.5411465506248552,0.5138519168081402,0.42901367683626357,0.3295675640730175,0.5512939178509971,0.550763285679637,0.5541159751101354,0.46346285438591095,0.5469110710999147,0.4550305236266407,0.39836997758963594,0.4550305236266407,0.39836997758963594,0.4550305236266407,0.39836997758963594,0.550763285679637,0.550763285679637,0.6660357268377195,0.6660357268377195,0.6660357268377195
DB,0.43488800755382884,0.4501775242631805,0.4501775242631805,0.4501775242631805,0.36547732282820505,0.36547732282820505,0.36547732282820505,0.36547732282820505,0.36547732282820505,0.36547732282820505,0.36547732282820505,0.43488800755382884,0.36547732282820505,0.36547732282820505,0.36547732282820505,0.36547732282820505,0.36547732282820505,0.9129686288570524,0.8526528669106717,0.7346350447225802,0.7574550393812522,0.7346350447225802,0.43045120050266855,0.7346350447225802,0.7730348343810725,0.9298319274188199,0.7730348343810725,0.9298319274188199,0.7730348343810725,0.9298319274188199,0.9136266232665665,0.8374001081218083,0.6681310774632299,0.43045120050266855,0.6626478068982419,0.9611281401888692,0.6902683867727428,0.840402782700506,0.9447987646416813,0.840402782700506,0.9447987646416813,0.840402782700506,0.9447987646416813,0.43045120050266855,0.43045120050266855,0.4501775242631805,0.4501775242631805,0.4501775242631805
