,labels_data7_MeanShift_params1,labels_data7_MeanShift_params10,labels_data7_MeanShift_params11,labels_data7_MeanShift_params12,labels_data7_MeanShift_params13,labels_data7_MeanShift_params14,labels_data7_MeanShift_params15,labels_data7_MeanShift_params16,labels_data7_MeanShift_params17,labels_data7_MeanShift_params18,labels_data7_MeanShift_params19,labels_data7_MeanShift_params2,labels_data7_MeanShift_params20,labels_data7_MeanShift_params3,labels_data7_MeanShift_params4,labels_data7_MeanShift_params5,labels_data7_MeanShift_params6,labels_data7_MeanShift_params7,labels_data7_MeanShift_params8,labels_data7_MeanShift_params9
ARI,0.09943625097501141,-0.0015326115239089671,-0.00143962979316688,-0.001378813992598117,0.14982925209928397,0.14922785483161063,-0.001287675663156094,-0.0015326115239089671,0.011195759802911499,-0.001469533509855255,0.14415061307654964,0.07945591401488471,0.13844074775913234,0.12091221957965487,0.1027455049523558,0.13681766053930303,0.14332725365650592,0.14982925209928397,0.14922785483161063,-0.001287675663156094
