,labels_s1_MeanShift_params1,labels_s1_MeanShift_params10,labels_s1_MeanShift_params11,labels_s1_MeanShift_params12,labels_s1_MeanShift_params13,labels_s1_MeanShift_params14,labels_s1_MeanShift_params15,labels_s1_MeanShift_params16,labels_s1_MeanShift_params17,labels_s1_MeanShift_params18,labels_s1_MeanShift_params2,labels_s1_MeanShift_params3,labels_s1_MeanShift_params4,labels_s1_MeanShift_params5,labels_s1_MeanShift_params6,labels_s1_MeanShift_params7,labels_s1_MeanShift_params8,labels_s1_MeanShift_params9
FMI,0.9868869222597833,0.46329208493825463,0.46340023494984345,0.46435118827095795,0.5967271033053655,0.6096550960951338,0.4633633813835028,0.46329208493825463,0.3526908947639652,0.3526051692696725,0.9868869222597833,0.9864778792273672,0.9864778792273672,0.6336489300540673,0.6517479537619074,0.5967271033053655,0.6096550960951338,0.4633633813835028
