,labels_trajectories_MeanShift_params1,labels_trajectories_MeanShift_params10,labels_trajectories_MeanShift_params11,labels_trajectories_MeanShift_params12,labels_trajectories_MeanShift_params13,labels_trajectories_MeanShift_params14,labels_trajectories_MeanShift_params15,labels_trajectories_MeanShift_params16,labels_trajectories_MeanShift_params17,labels_trajectories_MeanShift_params18,labels_trajectories_MeanShift_params19,labels_trajectories_MeanShift_params2,labels_trajectories_MeanShift_params20,labels_trajectories_MeanShift_params27,labels_trajectories_MeanShift_params28,labels_trajectories_MeanShift_params29,labels_trajectories_MeanShift_params3,labels_trajectories_MeanShift_params30,labels_trajectories_MeanShift_params4,labels_trajectories_MeanShift_params5,labels_trajectories_MeanShift_params6,labels_trajectories_MeanShift_params7,labels_trajectories_MeanShift_params8,labels_trajectories_MeanShift_params9
FMI,0.6537424047745973,0.9320007145974943,0.9332995833422814,0.9332580788204006,0.930492191775141,0.930492191775141,0.9320007145974943,0.9320007145974943,0.9914614961906916,0.9914614961906916,0.9904718657588826,0.6540055541257309,0.9906715672855149,0.9914614961906916,0.9916583757154203,0.9997999599919992,0.9176180518906885,0.7682330502143015,0.9163296917821754,0.9307026473684706,0.9304906866334216,0.930492191775141,0.930492191775141,0.9320007145974943
