,labels_trajectories_MeanShift_params1,labels_trajectories_MeanShift_params10,labels_trajectories_MeanShift_params11,labels_trajectories_MeanShift_params12,labels_trajectories_MeanShift_params13,labels_trajectories_MeanShift_params14,labels_trajectories_MeanShift_params15,labels_trajectories_MeanShift_params16,labels_trajectories_MeanShift_params17,labels_trajectories_MeanShift_params18,labels_trajectories_MeanShift_params19,labels_trajectories_MeanShift_params2,labels_trajectories_MeanShift_params20,labels_trajectories_MeanShift_params27,labels_trajectories_MeanShift_params28,labels_trajectories_MeanShift_params29,labels_trajectories_MeanShift_params3,labels_trajectories_MeanShift_params30,labels_trajectories_MeanShift_params4,labels_trajectories_MeanShift_params5,labels_trajectories_MeanShift_params6,labels_trajectories_MeanShift_params7,labels_trajectories_MeanShift_params8,labels_trajectories_MeanShift_params9
ARI,0.5301852787321435,0.9086670902365831,0.9103007559306259,0.9102444497775586,0.906645945283536,0.906645945283536,0.9086670902365831,0.9086670902365831,0.9886162197776625,0.9886162197776625,0.9872967703298272,0.5304697810597674,0.9875630205843832,0.9886162197776625,0.9888787171659557,0.9997333066577764,0.8888375812539938,0.6562312959541087,0.8870810824990298,0.9069196316623936,0.9066439058764345,0.906645945283536,0.906645945283536,0.9086670902365831
