,labels_s1_MeanShift_params1,labels_s1_MeanShift_params10,labels_s1_MeanShift_params11,labels_s1_MeanShift_params12,labels_s1_MeanShift_params13,labels_s1_MeanShift_params14,labels_s1_MeanShift_params15,labels_s1_MeanShift_params16,labels_s1_MeanShift_params17,labels_s1_MeanShift_params18,labels_s1_MeanShift_params2,labels_s1_MeanShift_params3,labels_s1_MeanShift_params4,labels_s1_MeanShift_params5,labels_s1_MeanShift_params6,labels_s1_MeanShift_params7,labels_s1_MeanShift_params8,labels_s1_MeanShift_params9
ARI_nn,0.9859508568996629,0.3188791720212921,0.3180416879452376,0.31922194167584683,0.5023117037687941,0.5312829637971691,0.3188430809847119,0.3188791720212921,0.1242585296666937,0.12419635418128108,0.9859508568996629,0.9855126247960787,0.9855126247960787,0.563324308694341,0.5828142808698875,0.5023117037687941,0.5312829637971691,0.3188430809847119
