,labels_dense_DBSCAN_params1,labels_dense_DBSCAN_params11,labels_dense_DBSCAN_params12,labels_dense_DBSCAN_params16,labels_dense_DBSCAN_params21,labels_dense_DBSCAN_params22,labels_dense_DBSCAN_params26,labels_dense_DBSCAN_params27,labels_dense_DBSCAN_params31,labels_dense_DBSCAN_params32,labels_dense_DBSCAN_params36,labels_dense_DBSCAN_params37,labels_dense_DBSCAN_params38,labels_dense_DBSCAN_params41,labels_dense_DBSCAN_params42,labels_dense_DBSCAN_params43,labels_dense_DBSCAN_params46,labels_dense_DBSCAN_params49,labels_dense_DBSCAN_params55,labels_dense_DBSCAN_params6,labels_dense_DBSCAN_params7
B,0.005384000882387417,0.0025498088359827698,0.23906024636518056,0.00397704121938401,0.0033177564859082414,0.0024281189501538488,0.00661031874046813,0.0019214754766822579,0.06774661064824825,0.01709795680651326,0.07401592828815871,0.12038850524643535,0.05558912031615377,0.08993113568718002,0.18297049899456183,0.13357084076369008,0.20695569923557522,0.04799687184866621,0.11823678088590714,0.0509713884600997,0.08104308869506793
BH,2.6041143862261673e-05,0.023723478637673705,0.04617059988370051,0.08320028976743489,0.04033162337391558,0.16532917435411582,0.06047483187469889,0.11828830603358331,2.025354108563518,0.29388090025245533,4.641345471868607,3.8389917477218307,1.7054898390372106,8.543841359419899,11.994141521339207,8.503765290260242,45.61580446991471,3.485301903330979,8.824131092520677,0.0005213277390459336,0.00044428748946706055
D,1.010316472566595,0.3756244312892765,0.5892404006137014,0.7693624199611746,0.4621862528818367,4.880515674361066,0.35566095153994426,1.7867095519120642,0.1803122231646261,0.3258604753947126,0.22904511597163246,0.1904966316290471,0.5581601547970219,0.212130961611959,0.21224220242406655,0.22788712602426037,0.7361183424570177,0.8404946310006775,0.6921890124289053,0.3779886617564773,0.6066982008426756
H,0.10952645218220408,0.3210094743664569,0.19763142539404005,0.04380454914052373,0.31010338937125176,0.0031237330710855915,0.7292889370991016,0.024112155723933985,0.7357749794691373,0.8929227804671113,0.32739315284046205,0.48361016389637823,0.17286286745451052,0.21056143406441544,0.16248337211901717,0.13533223458059007,0.17187351086425176,0.06882052214969925,0.13434499114627052,0.8572288989603736,0.3553093268814669
DBCV,0.9650427867892977,0.2879338967030429,0.23894665549928165,0.9920475271306012,0.979447131889921,0.9980002217589843,0.9463092456262062,0.9955018998098686,0.5457596740215501,0.8558803188686269,0.6040074958386868,0.5512362752557249,0.9127223680475366,0.743471243964015,0.8574570226331518,0.5621196704928294,0.3436880258802996,0.9766546769772247,-0.47319945479255815,0.41603034476582323,0.6096430568789757
I,0.07708838617053293,1.0095113923446093,0.002088327114149183,1.2916122910163947,2.730993977178804,2.4812571947179887,2.128114312470739,8.250676665629628,1.681699126011313,2.6533407434289216,2.408415857292367,1.4406622131450821,4.565957177776503,3.095258125079852,2.287029911519283,2.9714291549856093,0.6251221856087094,6.8549145208089115,2.07636388099524,0.003201452720838551,0.002215675014228193
C,0.0007053430062518208,0.029179957815932512,0.19090964988834755,0.0002233560638517906,0.00015945025471383832,0.0,0.000561831688130612,-3.711813799466551e-17,0.029534818168490892,0.002638837589211646,0.03773086396568459,0.03478513737244682,0.00493631212183531,0.055818602390396384,0.053600091017118975,0.03596918142166845,0.1858306242589341,0.0014818906595283326,0.031002183943352895,0.026319502275340134,0.012696036619044044
CDbw,145.84343489406348,45.886874805325725,1.1154382141973,31.34400645662942,16.34828982746666,20.097796775437654,10.580658368735978,10.665938631705318,1.888015442405549,2.1060825817818065,1.3221163805600564,0.912035772429554,1.2185889119378301,1.2170764405872279,0.21999196833874685,0.25763121503271186,0.9348764059156544,0.45633889847106285,0.0691128000524253,5.344824693135604,4.341712764458985
VIASCKDE,0.3751249423279193,0.579320816172424,0.5983690484612648,0.7703296468332381,0.7033573536242971,0.8000144669618897,0.6757654288325899,0.7757003918009467,0.6020676704294576,0.629148661304816,0.6280795994016861,0.6432068222405689,0.7104557925377173,0.6034474251311943,0.6128563889124615,0.6524618920513597,0.5162980038501184,0.7126530728220767,0.625686491517631,0.3612702206870623,0.3877885863321565
COP,0.3127438683785671,0.3375052079342464,0.33040215590800504,0.2608586435221571,0.29352005792495794,0.27375277682082494,0.2773299114578141,0.26102721743957596,0.28887908641819837,0.27692847416651206,0.18140959025969294,0.17551183631662062,0.1533471391506849,0.16425372278198494,0.16308249234472022,0.15443867742215683,0.3171686676630339,0.13846982758504792,0.19976188513169588,0.4341050978591553,0.4167430618766457
Sym,232.48618793174717,14.819531449305087,2.0061526219237926,3.5101179649877543,1.2827394256254903,7.096485736733068,0.6111892056641638,5.71266367615408,0.1273828566092382,0.2945875021728888,0.1369172658803392,0.11910560262903924,0.34618149727407044,0.14171391384276816,0.12829795966410396,0.1665672956424195,0.025955409948328765,0.3435863209902828,0.06251533465749477,6.419282582087899,19.983205024251898
CS,0.18539772506831076,0.12949665224187418,0.7485983881083349,0.2267169401997044,0.32190719079173885,0.10506111088800402,0.4901292395645855,0.17999144884951462,0.592513620211085,0.713979593727276,0.5396196174587099,0.7704272881274785,0.6018490036642128,0.6232761932591102,0.7688590541899617,0.7139360929557668,0.6326594641060779,0.5059479610511468,0.7540932390134929,0.5838267399158944,0.6639682958683164
SF,0.6275989449216616,0.6110411847616817,0.6164344986406352,0.5939411625395961,0.4962749974377485,0.6148648932779222,0.43171894157214663,0.6010370172259447,0.3658244624856273,0.38155318975117614,0.422668085168314,0.4241040686684405,0.5109856534078953,0.4570636599025121,0.506216866903425,0.5216574247051331,0.387769750938037,0.5622357367379288,0.4921983954191018,0.6086427192035323,0.6219952951543334
SD,36251.678934463394,81357.01521709582,1051508.1782432655,84356.73549578937,14295.940048215954,220189.69282331824,21592.87700863746,73951.49815596273,136698.8621183072,68497.03641860108,201458.48757551346,194832.74847582402,144511.93415798567,310867.47719809384,426787.2989449022,368778.0260907051,753110.8526160426,192636.33332507187,389176.16113901546,137139.7072780959,203859.10193400565
SDbw,1.1384553340277503,0.6740232077125256,1.5226828359847882,0.22576103087336857,0.08165869654653062,0.03340680313035359,0.18113469438846574,0.017774759435344137,0.29863851302220085,0.41732472264231624,0.3782882989379862,0.5611756294487884,0.3281950946332767,0.4391555045045421,0.5278592863739767,0.46143872913920975,1.3086713929755187,0.20911534769437434,0.5244300788491808,1.481623754892614,1.8013855420634817
XB*,0.06350761757115019,0.4556903388794706,0.2141037628819448,0.07020154406621876,0.12663444889131706,0.0022290976853985723,0.683227525222939,0.01454257961211581,1.2915474598202157,0.33376359512685494,0.3870108070893306,0.8853285960718357,0.19497836095859386,0.24589360862796592,0.1873746708519688,0.15047802321905338,0.2017472613430382,0.06720475776971792,0.08451421276550623,0.37606038395520347,0.1626033565062161
S,0.773017837138288,0.40541753546971043,0.40796120841755745,0.8801265237558935,0.8390946042044785,0.9420779660638964,0.7839961197898884,0.9325202550375449,0.5310202230966007,0.7025458861826309,0.5652934330276382,0.5728382367532476,0.7583762885134381,0.6073168454622601,0.6883227065610694,0.7319319834977509,0.41770690455428133,0.8354019849427965,0.6923089616398224,0.5016843686710156,0.572786188954196
DB,0.25383805836614437,0.43443737543883476,0.5485797444555213,0.1729999894219864,0.2998804220310528,0.06625641809767217,0.467870844635342,0.15023069134257905,0.8310656832788968,0.6816587427666109,0.6014076322178148,0.6878468883358313,0.4285006232074153,0.5082963450919123,0.44377260725184303,0.40199404878368267,0.47900213134600955,0.2914165091052361,0.4487476182886898,0.6195472232981142,0.5695739512607016
CH,571.8220870930743,1227.4102582290407,27.05081591228316,1003.9597211079117,1491.2293531500352,2156.775610330581,1110.5797927915337,3051.2655662503207,224.3847575163604,845.3222376005147,260.99013956666175,278.3290962317572,925.8023382618868,275.5917933045755,523.9920506037743,644.4159871700087,14.715386166461327,1300.0847262868867,551.0140262626572,90.27432428329726,77.39474194691974
AD-S,0.8139780194849182,0.4594912792263043,0.45660354514104445,0.9602008984076659,0.9184393188220674,0.9849594939936949,0.8659420442690631,0.9767775802759291,0.6943297297786041,0.7222574232819243,0.6812049969938855,0.6535512456377737,0.8070044777632528,0.718490775594568,0.7224941400034205,0.7701764110057686,0.4347996913732947,0.8725680392045158,0.6210417724533915,0.4983778599511736,0.5164720556595961
AD-DB,0.3484839325035609,0.9115537005456508,0.9181194765583631,0.17748787875463107,0.41767379481512873,0.03914893412789372,0.7046728396011971,0.1548392590426442,0.8952793632299132,1.1935799935548033,0.8382951071984097,1.0627652092037518,0.6836124759045096,0.5641119715381092,0.5822826011038547,0.5130749256051955,0.7548715155011363,0.329548783625387,0.7287807945112085,0.9318811964367851,0.9505656636753828
AD-CH,28.44605805211118,140.75684633229767,10.751091971467272,160.85920413881536,93.09448014648748,424.3715566087233,195.0324668706172,400.36668346035844,192.13220398509594,199.63127673842513,213.45479594558955,216.1328378234165,540.6387535173666,311.3422321756841,615.9160165609399,582.2151871112001,5.25423805396106,885.4962582865511,495.87991846993384,12.758548192372462,16.467166371376656
AD-idea,176.16268810277006,354.1758717941886,4.982415792474197,1407.4910998299908,163157.6745121401,788.7397041704326,1719.2656532664441,1816.076716157208,77.91779153566259,225.6687981133922,93.0293558764014,39.48139121015846,145.74637097609246,51.383464098474654,28.031319164483243,33.930362767222405,3.256845170439173,68.49087168041285,7.410992341099898,22.414666424413184,6.6139807273373705
