,labels_smile_MeanShift_params1,labels_smile_MeanShift_params10,labels_smile_MeanShift_params11,labels_smile_MeanShift_params12,labels_smile_MeanShift_params13,labels_smile_MeanShift_params14,labels_smile_MeanShift_params15,labels_smile_MeanShift_params16,labels_smile_MeanShift_params17,labels_smile_MeanShift_params18,labels_smile_MeanShift_params19,labels_smile_MeanShift_params2,labels_smile_MeanShift_params20,labels_smile_MeanShift_params21,labels_smile_MeanShift_params22,labels_smile_MeanShift_params23,labels_smile_MeanShift_params24,labels_smile_MeanShift_params25,labels_smile_MeanShift_params26,labels_smile_MeanShift_params27,labels_smile_MeanShift_params28,labels_smile_MeanShift_params29,labels_smile_MeanShift_params3,labels_smile_MeanShift_params30,labels_smile_MeanShift_params31,labels_smile_MeanShift_params32,labels_smile_MeanShift_params4,labels_smile_MeanShift_params5,labels_smile_MeanShift_params6,labels_smile_MeanShift_params7,labels_smile_MeanShift_params8,labels_smile_MeanShift_params9
VMI,0.6102373035766234,0.7344866519564532,0.7956807307014726,0.7777230374465889,0.684285363574602,0.6762061122733383,0.7535360189758694,0.7344866519564532,0.7526293423147765,0.9151412606341904,0.7746994723545383,0.6043022431849855,0.7666858126933124,0.7692688417903234,0.7646393816423274,0.7185307889527184,0.7185307889527184,0.7937199816664853,0.8347400312500588,0.7185307889527184,0.7185307889527184,0.7185307889527184,0.601908017546108,0.7185307889527184,0.6565787673419708,0.6565787673419708,0.6039789298799079,0.6970130667240956,0.6896724954738149,0.684285363574602,0.6762061122733383,0.7535360189758694
