,labels_wingnut_DBSCAN_params11,labels_wingnut_DBSCAN_params16,labels_wingnut_DBSCAN_params17,labels_wingnut_DBSCAN_params18,labels_wingnut_DBSCAN_params21,labels_wingnut_DBSCAN_params22,labels_wingnut_DBSCAN_params23,labels_wingnut_DBSCAN_params26,labels_wingnut_DBSCAN_params27,labels_wingnut_DBSCAN_params28,labels_wingnut_DBSCAN_params29,labels_wingnut_DBSCAN_params34,labels_wingnut_DBSCAN_params35,labels_wingnut_DBSCAN_params40,labels_wingnut_DBSCAN_params6
ARI,0.00027837778470115167,0.0423685326046673,0.026177963274027237,0.00031109336489167056,0.5433379854935395,0.4699781173790521,0.08303778466743716,0.6541599233438758,0.6381760855141766,0.509965495934364,0.06695711906430304,0.5241511571734543,0.009331622268579472,0.31385981417772224,1.1705467038380276e-05
