,labels_smile_DBSCAN_params1,labels_smile_DBSCAN_params11,labels_smile_DBSCAN_params12,labels_smile_DBSCAN_params13,labels_smile_DBSCAN_params14,labels_smile_DBSCAN_params15,labels_smile_DBSCAN_params16,labels_smile_DBSCAN_params17,labels_smile_DBSCAN_params18,labels_smile_DBSCAN_params19,labels_smile_DBSCAN_params2,labels_smile_DBSCAN_params20,labels_smile_DBSCAN_params21,labels_smile_DBSCAN_params22,labels_smile_DBSCAN_params23,labels_smile_DBSCAN_params24,labels_smile_DBSCAN_params25,labels_smile_DBSCAN_params26,labels_smile_DBSCAN_params27,labels_smile_DBSCAN_params28,labels_smile_DBSCAN_params29,labels_smile_DBSCAN_params30,labels_smile_DBSCAN_params31,labels_smile_DBSCAN_params32,labels_smile_DBSCAN_params33,labels_smile_DBSCAN_params34,labels_smile_DBSCAN_params35,labels_smile_DBSCAN_params36,labels_smile_DBSCAN_params37,labels_smile_DBSCAN_params38,labels_smile_DBSCAN_params39,labels_smile_DBSCAN_params40,labels_smile_DBSCAN_params41,labels_smile_DBSCAN_params42,labels_smile_DBSCAN_params43,labels_smile_DBSCAN_params44,labels_smile_DBSCAN_params45,labels_smile_DBSCAN_params46,labels_smile_DBSCAN_params47,labels_smile_DBSCAN_params48,labels_smile_DBSCAN_params49,labels_smile_DBSCAN_params50,labels_smile_DBSCAN_params51,labels_smile_DBSCAN_params52,labels_smile_DBSCAN_params53,labels_smile_DBSCAN_params54,labels_smile_DBSCAN_params55,labels_smile_DBSCAN_params6,labels_smile_DBSCAN_params7,labels_smile_DBSCAN_params8,labels_smile_DBSCAN_params9
cSIL,0.932529210096588,0.9631843732367875,0.9168702458724342,0.9450212569790084,0.9964404507082685,0.9994322250340774,0.9425825179314457,0.9467079382347238,0.9388754353664559,0.8981248797948783,0.9436011236836348,0.9992925495771413,0.9242041484920617,0.9274431257949896,0.9407882838665786,0.8981248797948783,0.959829487975758,0.820571836524917,0.8890710338015685,0.9410470836743401,0.8981248797948783,0.8981248797948783,0.3586216674842513,0.3586216674842513,0.8638440232153812,0.8981248797948783,0.8981248797948783,0.8233627483714215,0.8233627483714215,0.8235333716382442,0.9048415246192449,0.8959439132072559,0.6100993183750613,0.6100993183750613,0.6100993183750613,0.852744498143964,0.8838089827774545,0.6100993183750613,0.6100993183750613,0.6100993183750613,0.6100993183750613,0.6572763807399328,0.8294512681794484,0.8294512681794484,0.8294512681794484,0.8294512681794484,0.8296021421165253,0.9322152653233942,0.9331394014663076,0.961930311277639,0.9997741242625948
GD43,19.95662059015901,0.1240361792511316,0.8619845774809451,2.581008735399536,228.0834085677956,1143.0970579696102,0.4074264867045298,0.4054101294139857,1.3292547687175231,2.120217763623266,52.896641129447836,922.1382225426527,0.4329046124293517,0.8210159714708261,1.3400133912693968,2.120217763623266,5.220835369775569,0.7542608412552458,0.7920005137407156,0.8351125964654895,2.120217763623266,2.120217763623266,0.5795617199408332,0.5795617199408332,0.7835520255482981,2.120217763623266,2.120217763623266,2.120217763623266,2.120217763623266,2.120217763623266,1.0391252753084617,2.120217763623266,0.8028127965559511,0.8028127965559511,0.8028127965559511,1.9928404053032434,2.120217763623266,0.8028127965559511,0.8028127965559511,0.8028127965559511,0.8028127965559511,1.405338235085234,1.548126330245764,1.548126330245764,1.548126330245764,1.548126330245764,1.5524058838617134,0.8232512301518579,3.3110673968922373,29.59931769240477,2417.0276146023875
GD53,0.0004518250072751757,0.00015865039430937,0.0012126347034943777,0.007583546973791301,0.2161779668796553,0.4708731740077085,0.00028923657769407683,0.0012781648434977387,0.001384881370898632,0.001384881370898632,0.015977426774350156,0.47435825427075856,0.0005490384914425009,0.0013389729998364364,0.001384881370898632,0.001384881370898632,0.004662335551604334,0.0013405506043407643,0.001384881370898632,0.001384881370898632,0.001384881370898632,0.001384881370898632,0.0009882787451628203,0.0009882787451628203,0.001384881370898632,0.001384881370898632,0.001384881370898632,0.2646296321902231,0.2646296321902231,0.2646296321902231,0.002287130450054776,0.003995039162602001,0.15785559081129094,0.15785559081129094,0.15785559081129094,0.00771675365003056,0.028920747014126957,0.15785559081129094,0.15785559081129094,0.15785559081129094,0.15785559081129094,0.28116179611238795,0.3437647191729162,0.3437647191729162,0.3437647191729162,0.3437647191729162,0.3439625413886721,0.00042484185584635225,0.0033468433184643334,0.01750051592304694,0.35724271476453495
PS,-73.82898945805033,-16.42862589851086,-0.973554494897934,-3.299214265825225,-0.24697214630596498,2.7627273476099994,-23.19968676689652,-17.927754307208126,-2.725129359054455,0.48949951764364225,-35.89311119596674,2.8042973454656663,-15.665934493240359,-14.259980712048673,-3.330932080938891,0.48949951764364225,-0.07608351062497978,-8.431452633588176,-8.238548092267308,-5.770424991638562,0.48949951764364225,0.48949951764364225,-2.4139141648841065,-2.4139141648841065,-7.479208934963056,0.48949951764364225,0.48949951764364225,0.7888474084394301,0.7888474084394301,0.7861256236478574,-4.091115523473509,0.518146396753594,1.2579018244676607,1.2579018244676607,1.2579018244676607,-2.040226277367754,0.6129037117663434,1.2579018244676607,1.2579018244676607,1.2579018244676607,1.2579018244676607,1.083007179480383,1.9633687222225316,1.9633687222225316,1.9633687222225316,1.9633687222225316,1.9613687222225316,-16.915208794393212,-13.260058207821897,-11.729051287522806,2.3108667482013683
rCIP,16628.62176015895,10.468391187890333,0.0019107987825537592,60.532717412369976,1.2469273731812105e-12,0.0,7.464734297416677,12.09355078059747,0.0019108111485410032,0.0019107987738963223,4192.422687720689,1.623783941589383e-303,1.7576563061098573,1.822483101805903,0.0019108145222072217,0.0019107987738963223,0.04862350467649822,0.7054298756145002,0.727170648680216,0.001910879643664249,0.0019107987738963223,0.0019107987738963223,2.5087565347713285,2.5087565347713285,0.8392650133689026,0.0019107987738963223,0.0019107987738963223,0.02346771860036766,0.02346771860036766,0.023051902478091094,1.2969787258785257,0.0019107987744977474,0.027203949386561822,0.027203949386561822,0.027203949386561822,0.0685841110118974,0.0019108006684535612,0.027203949386561822,0.027203949386561822,0.027203949386561822,0.027203949386561822,0.001974354444036052,0.009177637556603321,0.009177637556603321,0.009177637556603321,0.009177637556603321,0.009175807157543897,1721.246704135405,2001.34106838939,2319.4147723379433,0.0
WB,0.013673084693859404,4.413570497588353,1.413842358736328,0.17710929062824105,0.006013280143136141,0.004652848667883009,4.021021923214035,3.471633698829442,1.7145829197322764,1.132455082375025,0.0032806065879165225,0.005798017423459245,3.007518878926396,2.742898853296921,1.7451620720697045,1.132455082375025,0.2596044478350986,2.119700816722144,2.0907672415740413,1.9502960239508649,1.132455082375025,1.132455082375025,1.3813197752819706,1.3813197752819706,1.9400240320772377,1.132455082375025,1.132455082375025,0.9779796128861508,0.9779796128861508,0.9774841737815221,1.6067127114584545,1.1185617343311698,1.7880065833269816,1.7880065833269816,1.7880065833269816,1.3406740663131536,1.0766640795047135,1.7880065833269816,1.7880065833269816,1.7880065833269816,1.7880065833269816,1.5643279581306424,1.5698631709497342,1.5698631709497342,1.5698631709497342,1.5698631709497342,1.568015026315923,0.16387456114772114,0.061179125591033015,0.00839500362212655,0.0019130523612411624
XB,1.0299011910362283,69.1229234230255,1.5328017075257145,0.49375347036351,0.011325259567362578,0.0005692215951434157,5.664206990696816,5.960968680320765,0.6216595352855445,0.25400780436806664,0.2642776024060613,0.0007095579207749503,5.072572165886582,1.4153420871399132,0.5959045955193945,0.25400780436806664,0.09342104136252585,1.7573163442952016,1.571946578503405,1.4603611623507116,0.25400780436806664,0.25400780436806664,2.1570989526047413,2.1570989526047413,1.61085906512458,0.25400780436806664,0.25400780436806664,0.33227007595582,0.33227007595582,0.3321306763469144,0.9589321133395522,0.25266855476902583,0.6315807977870044,0.6315807977870044,0.6315807977870044,0.3077177148284507,0.25209576386914995,0.6315807977870044,0.6315807977870044,0.6315807977870044,0.6315807977870044,0.4367490131095739,0.19623289636871677,0.19623289636871677,0.19623289636871677,0.19623289636871677,0.19600168189501951,7.051222151276696,1.1798482372073633,0.5909837180454542,0.00023288206594984867
SSE,0.04262023315655557,68.65375681680443,68.64542859878418,5.288087244491175,0.1323699314192774,0.08730592157598116,69.24939688290212,68.91823807136421,68.68227400547008,68.65153798846832,0.011054773369824616,0.11594864112803469,71.01520268369606,69.90713989848254,68.8368616720317,68.65153798846832,11.582950386563327,75.13553041762908,73.80747257360096,69.27096036305082,68.65153798846832,68.65153798846832,106.92714606683347,106.92714606683347,73.80652451146483,68.65153798846832,68.65153798846832,112.25467952974029,112.25467952974029,112.09537694762449,70.9693461953569,69.14319420613383,213.37431560386665,213.37431560386665,213.37431560386665,91.84379588657987,72.22285027908733,213.37431560386665,213.37431560386665,213.37431560386665,213.37431560386665,125.27791039956597,251.2684710534923,251.2684710534923,251.2684710534923,251.2684710534923,250.21735453747573,2.07593097158518,0.7527022481221445,0.08449585507272164,0.018658789631314888
RS,0.9946283626136971,0.6947162592914956,0.6438510722932158,0.914112059881515,0.9946976069730215,0.9953570341011732,0.6713430498977486,0.6973667781641436,0.663744962365856,0.6445815721490732,0.997773441314338,0.9942131666301092,0.5676105475913347,0.6242308258513416,0.6635524432897634,0.6445815721490732,0.8857067111536804,0.36644835800630177,0.42555930324817687,0.6510105264424344,0.6445815721490732,0.6445815721490732,0.08820142670291331,0.08820142670291331,0.41844035243347355,0.6445815721490732,0.6445815721490732,0.37720649031678,0.37720649031678,0.3776343204128906,0.5880964861683088,0.634319758814959,0.12589537746698143,0.12589537746698143,0.12589537746698143,0.39046898586679435,0.5844469360284771,0.12589537746698143,0.12589537746698143,0.12589537746698143,0.12589537746698143,0.18073657509081395,0.12049112485614683,0.12049112485614683,0.12049112485614683,0.12049112485614683,0.12067278891609258,0.9508976188550253,0.9694127227586438,0.9961018096368899,0.9981375839133274
DH,0.0063900014285030865,0.028463972071774507,0.10498367408461827,0.06173837538328703,0.02127541838805423,0.02879909274155741,0.04724882212702489,0.04485496221442356,0.08170307743376434,0.12524403615929303,0.005457547050776593,0.031765827699849605,0.07320804557836388,0.07013656435076596,0.08549236131588482,0.12524403615929303,0.07499059111338816,0.12730944900730093,0.12413714549877994,0.0854773949101573,0.12524403615929303,0.12524403615929303,0.2405476593908544,0.2405476593908544,0.12875677485828022,0.12524403615929303,0.12524403615929303,0.26908955633047693,0.26908955633047693,0.26881796418678033,0.11287426906483376,0.13490836715644589,0.35221916940995346,0.35221916940995346,0.35221916940995346,0.18129531465212706,0.17099293742114377,0.35221916940995346,0.35221916940995346,0.35221916940995346,0.35221916940995346,0.32512241003592496,0.4657392165028522,0.4657392165028522,0.4657392165028522,0.4657392165028522,0.4656530630447699,0.028224541184879312,0.02672198623700123,0.011516716031716664,0.018080772627947838
