,labels_flame_MeanShift_params1,labels_flame_MeanShift_params10,labels_flame_MeanShift_params11,labels_flame_MeanShift_params12,labels_flame_MeanShift_params13,labels_flame_MeanShift_params14,labels_flame_MeanShift_params15,labels_flame_MeanShift_params16,labels_flame_MeanShift_params17,labels_flame_MeanShift_params18,labels_flame_MeanShift_params19,labels_flame_MeanShift_params2,labels_flame_MeanShift_params20,labels_flame_MeanShift_params21,labels_flame_MeanShift_params22,labels_flame_MeanShift_params23,labels_flame_MeanShift_params24,labels_flame_MeanShift_params25,labels_flame_MeanShift_params26,labels_flame_MeanShift_params27,labels_flame_MeanShift_params28,labels_flame_MeanShift_params29,labels_flame_MeanShift_params3,labels_flame_MeanShift_params30,labels_flame_MeanShift_params4,labels_flame_MeanShift_params5,labels_flame_MeanShift_params6,labels_flame_MeanShift_params7,labels_flame_MeanShift_params8,labels_flame_MeanShift_params9
ARI_nn,0.07820350231395537,0.2740382409224125,0.3133207249059081,0.3092338772378692,0.07766230699677275,0.07924022921488975,0.29537377741135495,0.2740382409224125,0.4262791731101208,0.4262791731101208,0.4158575055087487,0.06482733690357875,0.4445525129334118,0.39718046180384603,0.3269573123378811,0.464850658651929,0.464850658651929,0.06568873780668046,0.059625629241872015,0.5116028944737071,0.5116028944737071,0.5115246802441571,0.07114000129648514,0.5115246802441571,0.06502748414225915,0.19245145761099733,0.18483099292657015,0.07766230699677275,0.07924022921488975,0.29537377741135495
