,labels_data1_MeanShift_params1,labels_data1_MeanShift_params10,labels_data1_MeanShift_params11,labels_data1_MeanShift_params12,labels_data1_MeanShift_params13,labels_data1_MeanShift_params14,labels_data1_MeanShift_params15,labels_data1_MeanShift_params16,labels_data1_MeanShift_params17,labels_data1_MeanShift_params18,labels_data1_MeanShift_params19,labels_data1_MeanShift_params2,labels_data1_MeanShift_params20,labels_data1_MeanShift_params21,labels_data1_MeanShift_params22,labels_data1_MeanShift_params27,labels_data1_MeanShift_params28,labels_data1_MeanShift_params29,labels_data1_MeanShift_params3,labels_data1_MeanShift_params30,labels_data1_MeanShift_params4,labels_data1_MeanShift_params5,labels_data1_MeanShift_params6,labels_data1_MeanShift_params7,labels_data1_MeanShift_params8,labels_data1_MeanShift_params9
FMI,0.515548141565668,0.9492596404299968,0.9845888473524678,0.9845888473524678,0.9511951651063202,0.9029848540850217,0.9492596404299968,0.9492596404299968,1.0,1.0,1.0,0.5131565011328375,1.0,0.7741304659676883,1.0,1.0,1.0,1.0,0.49251791764402364,1.0,0.48609101745283534,0.9531520656779217,0.9226118677112137,0.9511951651063202,0.9029848540850217,0.9492596404299968
