,labels_yeast_HDBSCAN_params1,labels_yeast_HDBSCAN_params10,labels_yeast_HDBSCAN_params11,labels_yeast_HDBSCAN_params12,labels_yeast_HDBSCAN_params13,labels_yeast_HDBSCAN_params14,labels_yeast_HDBSCAN_params15,labels_yeast_HDBSCAN_params16,labels_yeast_HDBSCAN_params17,labels_yeast_HDBSCAN_params18,labels_yeast_HDBSCAN_params19,labels_yeast_HDBSCAN_params2,labels_yeast_HDBSCAN_params20,labels_yeast_HDBSCAN_params21,labels_yeast_HDBSCAN_params22,labels_yeast_HDBSCAN_params23,labels_yeast_HDBSCAN_params24,labels_yeast_HDBSCAN_params25,labels_yeast_HDBSCAN_params26,labels_yeast_HDBSCAN_params27,labels_yeast_HDBSCAN_params28,labels_yeast_HDBSCAN_params29,labels_yeast_HDBSCAN_params3,labels_yeast_HDBSCAN_params30,labels_yeast_HDBSCAN_params31,labels_yeast_HDBSCAN_params32,labels_yeast_HDBSCAN_params33,labels_yeast_HDBSCAN_params34,labels_yeast_HDBSCAN_params35,labels_yeast_HDBSCAN_params36,labels_yeast_HDBSCAN_params37,labels_yeast_HDBSCAN_params38,labels_yeast_HDBSCAN_params39,labels_yeast_HDBSCAN_params4,labels_yeast_HDBSCAN_params40,labels_yeast_HDBSCAN_params41,labels_yeast_HDBSCAN_params42,labels_yeast_HDBSCAN_params5,labels_yeast_HDBSCAN_params6,labels_yeast_HDBSCAN_params7,labels_yeast_HDBSCAN_params8,labels_yeast_HDBSCAN_params9
B,0.10235216554556265,0.10235216554556265,0.10235216554556265,0.10235216554556265,0.10235216554556265,0.10235216554556265,0.2630562086549088,0.2630562086549088,0.2630562086549088,0.2630562086549088,0.2630562086549088,0.10235216554556265,0.2630562086549088,0.2630562086549088,0.10235216554556265,0.10235216554556265,0.10235216554556265,0.10235216554556265,0.10235216554556265,0.10235216554556265,0.10235216554556265,0.10235216554556265,0.10235216554556265,0.10235216554556265,0.10235216554556265,0.10235216554556265,0.10235216554556265,0.10235216554556265,0.10235216554556265,0.2630562086549088,0.2630562086549088,0.2630562086549088,0.2630562086549088,0.10235216554556265,0.2630562086549088,0.2630562086549088,0.2630562086549088,0.10235216554556265,0.10235216554556265,0.10235216554556265,0.10235216554556265,0.10235216554556265
BH,176.51711912632683,176.51711912632683,176.51711912632683,176.51711912632683,176.51711912632683,176.51711912632683,12.313875677485003,12.313875677485003,12.313875677485003,12.313875677485003,12.313875677485003,176.51711912632683,12.313875677485003,12.313875677485003,176.51711912632683,176.51711912632683,176.51711912632683,176.51711912632683,176.51711912632683,176.51711912632683,176.51711912632683,176.51711912632683,176.51711912632683,176.51711912632683,176.51711912632683,176.51711912632683,176.51711912632683,176.51711912632683,176.51711912632683,12.313875677485003,12.313875677485003,12.313875677485003,12.313875677485003,176.51711912632683,12.313875677485003,12.313875677485003,12.313875677485003,176.51711912632683,176.51711912632683,176.51711912632683,176.51711912632683,176.51711912632683
D,0.6566486413230656,0.6566486413230656,0.6566486413230656,0.6566486413230656,0.6566486413230656,0.6566486413230656,0.2757552406547434,0.2757552406547434,0.2757552406547434,0.2757552406547434,0.2757552406547434,0.6566486413230656,0.2757552406547434,0.2757552406547434,0.6566486413230656,0.6566486413230656,0.6566486413230656,0.6566486413230656,0.6566486413230656,0.6566486413230656,0.6566486413230656,0.6566486413230656,0.6566486413230656,0.6566486413230656,0.6566486413230656,0.6566486413230656,0.6566486413230656,0.6566486413230656,0.6566486413230656,0.2757552406547434,0.2757552406547434,0.2757552406547434,0.2757552406547434,0.6566486413230656,0.2757552406547434,0.2757552406547434,0.2757552406547434,0.6566486413230656,0.6566486413230656,0.6566486413230656,0.6566486413230656,0.6566486413230656
H,0.2994171673261656,0.2994171673261656,0.2994171673261656,0.2994171673261656,0.2994171673261656,0.2994171673261656,0.26663811834255946,0.26663811834255946,0.26663811834255946,0.26663811834255946,0.26663811834255946,0.2994171673261656,0.26663811834255946,0.26663811834255946,0.2994171673261656,0.2994171673261656,0.2994171673261656,0.2994171673261656,0.2994171673261656,0.2994171673261656,0.2994171673261656,0.2994171673261656,0.2994171673261656,0.2994171673261656,0.2994171673261656,0.2994171673261656,0.2994171673261656,0.2994171673261656,0.2994171673261656,0.26663811834255946,0.26663811834255946,0.26663811834255946,0.26663811834255946,0.2994171673261656,0.26663811834255946,0.26663811834255946,0.26663811834255946,0.2994171673261656,0.2994171673261656,0.2994171673261656,0.2994171673261656,0.2994171673261656
DBCV,0.5885556571892733,0.5885556571892733,0.5885556571892733,0.5885556571892733,0.5885556571892733,0.5885556571892733,0.5181606391119612,0.5181606391119612,0.5181606391119612,0.5181606391119612,0.5181606391119612,0.5885556571892733,0.5181606391119612,0.5181606391119612,0.5885556571892733,0.5885556571892733,0.5885556571892733,0.5885556571892733,0.5885556571892733,0.5885556571892733,0.5885556571892733,0.5885556571892733,0.5885556571892733,0.5885556571892733,0.5885556571892733,0.5885556571892733,0.5885556571892733,0.5885556571892733,0.5885556571892733,0.5181606391119612,0.5181606391119612,0.5181606391119612,0.5181606391119612,0.5885556571892733,0.5181606391119612,0.5181606391119612,0.5181606391119612,0.5885556571892733,0.5885556571892733,0.5885556571892733,0.5885556571892733,0.5885556571892733
I,0.8927703269591731,0.8927703269591731,0.8927703269591731,0.8927703269591731,0.8927703269591731,0.8927703269591731,0.0903520697464454,0.0903520697464454,0.0903520697464454,0.0903520697464454,0.0903520697464454,0.8927703269591731,0.0903520697464454,0.0903520697464454,0.8927703269591731,0.8927703269591731,0.8927703269591731,0.8927703269591731,0.8927703269591731,0.8927703269591731,0.8927703269591731,0.8927703269591731,0.8927703269591731,0.8927703269591731,0.8927703269591731,0.8927703269591731,0.8927703269591731,0.8927703269591731,0.8927703269591731,0.0903520697464454,0.0903520697464454,0.0903520697464454,0.0903520697464454,0.8927703269591731,0.0903520697464454,0.0903520697464454,0.0903520697464454,0.8927703269591731,0.8927703269591731,0.8927703269591731,0.8927703269591731,0.8927703269591731
C,0.03991186831164124,0.03991186831164124,0.03991186831164124,0.03991186831164124,0.03991186831164124,0.03991186831164124,0.13823176964337466,0.13823176964337466,0.13823176964337466,0.13823176964337466,0.13823176964337466,0.03991186831164124,0.13823176964337466,0.13823176964337466,0.03991186831164124,0.03991186831164124,0.03991186831164124,0.03991186831164124,0.03991186831164124,0.03991186831164124,0.03991186831164124,0.03991186831164124,0.03991186831164124,0.03991186831164124,0.03991186831164124,0.03991186831164124,0.03991186831164124,0.03991186831164124,0.03991186831164124,0.13823176964337466,0.13823176964337466,0.13823176964337466,0.13823176964337466,0.03991186831164124,0.13823176964337466,0.13823176964337466,0.13823176964337466,0.03991186831164124,0.03991186831164124,0.03991186831164124,0.03991186831164124,0.03991186831164124
VIASCKDE,0.07834287069431002,0.07834287069431002,0.07834287069431002,0.07834287069431002,0.07834287069431002,0.07834287069431002,0.1790284172030481,0.1790284172030481,0.1790284172030481,0.1790284172030481,0.1790284172030481,0.07834287069431002,0.1790284172030481,0.1790284172030481,0.07834287069431002,0.07834287069431002,0.07834287069431002,0.07834287069431002,0.07834287069431002,0.07834287069431002,0.07834287069431002,0.07834287069431002,0.07834287069431002,0.07834287069431002,0.07834287069431002,0.07834287069431002,0.07834287069431002,0.07834287069431002,0.07834287069431002,0.1790284172030481,0.1790284172030481,0.1790284172030481,0.1790284172030481,0.07834287069431002,0.1790284172030481,0.1790284172030481,0.1790284172030481,0.07834287069431002,0.07834287069431002,0.07834287069431002,0.07834287069431002,0.07834287069431002
COP,0.2882409727778253,0.2882409727778253,0.2882409727778253,0.2882409727778253,0.2882409727778253,0.2882409727778253,0.30864789992830743,0.30864789992830743,0.30864789992830743,0.30864789992830743,0.30864789992830743,0.2882409727778253,0.30864789992830743,0.30864789992830743,0.2882409727778253,0.2882409727778253,0.2882409727778253,0.2882409727778253,0.2882409727778253,0.2882409727778253,0.2882409727778253,0.2882409727778253,0.2882409727778253,0.2882409727778253,0.2882409727778253,0.2882409727778253,0.2882409727778253,0.2882409727778253,0.2882409727778253,0.30864789992830743,0.30864789992830743,0.30864789992830743,0.30864789992830743,0.2882409727778253,0.30864789992830743,0.30864789992830743,0.30864789992830743,0.2882409727778253,0.2882409727778253,0.2882409727778253,0.2882409727778253,0.2882409727778253
Sym,0.0035486639304561783,0.0035486639304561783,0.0035486639304561783,0.0035486639304561783,0.0035486639304561783,0.0035486639304561783,0.02522340274105081,0.02522340274105081,0.02522340274105081,0.02522340274105081,0.02522340274105081,0.0035486639304561783,0.02522340274105081,0.02522340274105081,0.0035486639304561783,0.0035486639304561783,0.0035486639304561783,0.0035486639304561783,0.0035486639304561783,0.0035486639304561783,0.0035486639304561783,0.0035486639304561783,0.0035486639304561783,0.0035486639304561783,0.0035486639304561783,0.0035486639304561783,0.0035486639304561783,0.0035486639304561783,0.0035486639304561783,0.02522340274105081,0.02522340274105081,0.02522340274105081,0.02522340274105081,0.0035486639304561783,0.02522340274105081,0.02522340274105081,0.02522340274105081,0.0035486639304561783,0.0035486639304561783,0.0035486639304561783,0.0035486639304561783,0.0035486639304561783
CS,0.8422607189348705,0.8422607189348705,0.8422607189348705,0.8422607189348705,0.8422607189348705,0.8422607189348705,0.8603548409496548,0.8603548409496548,0.8603548409496548,0.8603548409496548,0.8603548409496548,0.8422607189348705,0.8603548409496548,0.8603548409496548,0.8422607189348705,0.8422607189348705,0.8422607189348705,0.8422607189348705,0.8422607189348705,0.8422607189348705,0.8422607189348705,0.8422607189348705,0.8422607189348705,0.8422607189348705,0.8422607189348705,0.8422607189348705,0.8422607189348705,0.8422607189348705,0.8422607189348705,0.8603548409496548,0.8603548409496548,0.8603548409496548,0.8603548409496548,0.8422607189348705,0.8603548409496548,0.8603548409496548,0.8603548409496548,0.8422607189348705,0.8422607189348705,0.8422607189348705,0.8422607189348705,0.8422607189348705
SF,0.15998593003937644,0.15998593003937644,0.15998593003937644,0.15998593003937644,0.15998593003937644,0.15998593003937644,0.48414657120603033,0.48414657120603033,0.48414657120603033,0.48414657120603033,0.48414657120603033,0.15998593003937644,0.48414657120603033,0.48414657120603033,0.15998593003937644,0.15998593003937644,0.15998593003937644,0.15998593003937644,0.15998593003937644,0.15998593003937644,0.15998593003937644,0.15998593003937644,0.15998593003937644,0.15998593003937644,0.15998593003937644,0.15998593003937644,0.15998593003937644,0.15998593003937644,0.15998593003937644,0.48414657120603033,0.48414657120603033,0.48414657120603033,0.48414657120603033,0.15998593003937644,0.48414657120603033,0.48414657120603033,0.48414657120603033,0.15998593003937644,0.15998593003937644,0.15998593003937644,0.15998593003937644,0.15998593003937644
SD,27137.936463309925,27137.936463309925,27137.936463309925,27137.936463309925,27137.936463309925,27137.936463309925,4520.145453319373,4520.145453319373,4520.145453319373,4520.145453319373,4520.145453319373,27137.936463309925,4520.145453319373,4520.145453319373,27137.936463309925,27137.936463309925,27137.936463309925,27137.936463309925,27137.936463309925,27137.936463309925,27137.936463309925,27137.936463309925,27137.936463309925,27137.936463309925,27137.936463309925,27137.936463309925,27137.936463309925,27137.936463309925,27137.936463309925,4520.145453319373,4520.145453319373,4520.145453319373,4520.145453319373,27137.936463309925,4520.145453319373,4520.145453319373,4520.145453319373,27137.936463309925,27137.936463309925,27137.936463309925,27137.936463309925,27137.936463309925
SDbw,1.133969042074795,1.133969042074795,1.133969042074795,1.133969042074795,1.133969042074795,1.133969042074795,0.9476749202613965,0.9476749202613965,0.9476749202613965,0.9476749202613965,0.9476749202613965,1.133969042074795,0.9476749202613965,0.9476749202613965,1.133969042074795,1.133969042074795,1.133969042074795,1.133969042074795,1.133969042074795,1.133969042074795,1.133969042074795,1.133969042074795,1.133969042074795,1.133969042074795,1.133969042074795,1.133969042074795,1.133969042074795,1.133969042074795,1.133969042074795,0.9476749202613965,0.9476749202613965,0.9476749202613965,0.9476749202613965,1.133969042074795,0.9476749202613965,0.9476749202613965,0.9476749202613965,1.133969042074795,1.133969042074795,1.133969042074795,1.133969042074795,1.133969042074795
XB*,0.15156116242013773,0.15156116242013773,0.15156116242013773,0.15156116242013773,0.15156116242013773,0.15156116242013773,0.24905434035327886,0.24905434035327886,0.24905434035327886,0.24905434035327886,0.24905434035327886,0.15156116242013773,0.24905434035327886,0.24905434035327886,0.15156116242013773,0.15156116242013773,0.15156116242013773,0.15156116242013773,0.15156116242013773,0.15156116242013773,0.15156116242013773,0.15156116242013773,0.15156116242013773,0.15156116242013773,0.15156116242013773,0.15156116242013773,0.15156116242013773,0.15156116242013773,0.15156116242013773,0.24905434035327886,0.24905434035327886,0.24905434035327886,0.24905434035327886,0.15156116242013773,0.24905434035327886,0.24905434035327886,0.24905434035327886,0.15156116242013773,0.15156116242013773,0.15156116242013773,0.15156116242013773,0.15156116242013773
S,0.5950435675084756,0.5950435675084756,0.5950435675084756,0.5950435675084756,0.5950435675084756,0.5950435675084756,0.40134785801994177,0.40134785801994177,0.40134785801994177,0.40134785801994177,0.40134785801994177,0.5950435675084756,0.40134785801994177,0.40134785801994177,0.5950435675084756,0.5950435675084756,0.5950435675084756,0.5950435675084756,0.5950435675084756,0.5950435675084756,0.5950435675084756,0.5950435675084756,0.5950435675084756,0.5950435675084756,0.5950435675084756,0.5950435675084756,0.5950435675084756,0.5950435675084756,0.5950435675084756,0.40134785801994177,0.40134785801994177,0.40134785801994177,0.40134785801994177,0.5950435675084756,0.40134785801994177,0.40134785801994177,0.40134785801994177,0.5950435675084756,0.5950435675084756,0.5950435675084756,0.5950435675084756,0.5950435675084756
DB,0.6119815046858553,0.6119815046858553,0.6119815046858553,0.6119815046858553,0.6119815046858553,0.6119815046858553,0.7390361719996925,0.7390361719996925,0.7390361719996925,0.7390361719996925,0.7390361719996925,0.6119815046858553,0.7390361719996925,0.7390361719996925,0.6119815046858553,0.6119815046858553,0.6119815046858553,0.6119815046858553,0.6119815046858553,0.6119815046858553,0.6119815046858553,0.6119815046858553,0.6119815046858553,0.6119815046858553,0.6119815046858553,0.6119815046858553,0.6119815046858553,0.6119815046858553,0.6119815046858553,0.7390361719996925,0.7390361719996925,0.7390361719996925,0.7390361719996925,0.6119815046858553,0.7390361719996925,0.7390361719996925,0.7390361719996925,0.6119815046858553,0.6119815046858553,0.6119815046858553,0.6119815046858553,0.6119815046858553
CH,142.46885520165125,142.46885520165125,142.46885520165125,142.46885520165125,142.46885520165125,142.46885520165125,47.33913924291276,47.33913924291276,47.33913924291276,47.33913924291276,47.33913924291276,142.46885520165125,47.33913924291276,47.33913924291276,142.46885520165125,142.46885520165125,142.46885520165125,142.46885520165125,142.46885520165125,142.46885520165125,142.46885520165125,142.46885520165125,142.46885520165125,142.46885520165125,142.46885520165125,142.46885520165125,142.46885520165125,142.46885520165125,142.46885520165125,47.33913924291276,47.33913924291276,47.33913924291276,47.33913924291276,142.46885520165125,47.33913924291276,47.33913924291276,47.33913924291276,142.46885520165125,142.46885520165125,142.46885520165125,142.46885520165125,142.46885520165125
AD-S,0.8534943673748401,0.8534943673748401,0.8534943673748401,0.8534943673748401,0.8534943673748401,0.8534943673748401,0.31355212561157325,0.31355212561157325,0.31355212561157325,0.31355212561157325,0.31355212561157325,0.8534943673748401,0.31355212561157325,0.31355212561157325,0.8534943673748401,0.8534943673748401,0.8534943673748401,0.8534943673748401,0.8534943673748401,0.8534943673748401,0.8534943673748401,0.8534943673748401,0.8534943673748401,0.8534943673748401,0.8534943673748401,0.8534943673748401,0.8534943673748401,0.8534943673748401,0.8534943673748401,0.31355212561157325,0.31355212561157325,0.31355212561157325,0.31355212561157325,0.8534943673748401,0.31355212561157325,0.31355212561157325,0.31355212561157325,0.8534943673748401,0.8534943673748401,0.8534943673748401,0.8534943673748401,0.8534943673748401
AD-DB,0.4983861806528315,0.4983861806528315,0.4983861806528315,0.4983861806528315,0.4983861806528315,0.4983861806528315,1.4518365026750395,1.4518365026750395,1.4518365026750395,1.4518365026750395,1.4518365026750395,0.4983861806528315,1.4518365026750395,1.4518365026750395,0.4983861806528315,0.4983861806528315,0.4983861806528315,0.4983861806528315,0.4983861806528315,0.4983861806528315,0.4983861806528315,0.4983861806528315,0.4983861806528315,0.4983861806528315,0.4983861806528315,0.4983861806528315,0.4983861806528315,0.4983861806528315,0.4983861806528315,1.4518365026750395,1.4518365026750395,1.4518365026750395,1.4518365026750395,0.4983861806528315,1.4518365026750395,1.4518365026750395,1.4518365026750395,0.4983861806528315,0.4983861806528315,0.4983861806528315,0.4983861806528315,0.4983861806528315
AD-CH,127.94165770608058,127.94165770608058,127.94165770608058,127.94165770608058,127.94165770608058,127.94165770608058,17.36695652415372,17.36695652415372,17.36695652415372,17.36695652415372,17.36695652415372,127.94165770608058,17.36695652415372,17.36695652415372,127.94165770608058,127.94165770608058,127.94165770608058,127.94165770608058,127.94165770608058,127.94165770608058,127.94165770608058,127.94165770608058,127.94165770608058,127.94165770608058,127.94165770608058,127.94165770608058,127.94165770608058,127.94165770608058,127.94165770608058,17.36695652415372,17.36695652415372,17.36695652415372,17.36695652415372,127.94165770608058,17.36695652415372,17.36695652415372,17.36695652415372,127.94165770608058,127.94165770608058,127.94165770608058,127.94165770608058,127.94165770608058
AD-idea,80.36122250325602,80.36122250325602,80.36122250325602,80.36122250325602,80.36122250325602,80.36122250325602,1.912275093693695,1.912275093693695,1.912275093693695,1.912275093693695,1.912275093693695,80.36122250325602,1.912275093693695,1.912275093693695,80.36122250325602,80.36122250325602,80.36122250325602,80.36122250325602,80.36122250325602,80.36122250325602,80.36122250325602,80.36122250325602,80.36122250325602,80.36122250325602,80.36122250325602,80.36122250325602,80.36122250325602,80.36122250325602,80.36122250325602,1.912275093693695,1.912275093693695,1.912275093693695,1.912275093693695,80.36122250325602,1.912275093693695,1.912275093693695,1.912275093693695,80.36122250325602,80.36122250325602,80.36122250325602,80.36122250325602,80.36122250325602
