,labels_ring_SpectralClustering_params1,labels_ring_SpectralClustering_params10,labels_ring_SpectralClustering_params11,labels_ring_SpectralClustering_params12,labels_ring_SpectralClustering_params13,labels_ring_SpectralClustering_params14,labels_ring_SpectralClustering_params15,labels_ring_SpectralClustering_params16,labels_ring_SpectralClustering_params17,labels_ring_SpectralClustering_params18,labels_ring_SpectralClustering_params19,labels_ring_SpectralClustering_params2,labels_ring_SpectralClustering_params20,labels_ring_SpectralClustering_params21,labels_ring_SpectralClustering_params22,labels_ring_SpectralClustering_params23,labels_ring_SpectralClustering_params24,labels_ring_SpectralClustering_params25,labels_ring_SpectralClustering_params26,labels_ring_SpectralClustering_params27,labels_ring_SpectralClustering_params28,labels_ring_SpectralClustering_params29,labels_ring_SpectralClustering_params3,labels_ring_SpectralClustering_params30,labels_ring_SpectralClustering_params31,labels_ring_SpectralClustering_params32,labels_ring_SpectralClustering_params33,labels_ring_SpectralClustering_params34,labels_ring_SpectralClustering_params35,labels_ring_SpectralClustering_params36,labels_ring_SpectralClustering_params4,labels_ring_SpectralClustering_params5,labels_ring_SpectralClustering_params6,labels_ring_SpectralClustering_params7,labels_ring_SpectralClustering_params8,labels_ring_SpectralClustering_params9
B,0.5114349866714039,0.6462461313169784,0.6235890174444972,0.6462461313169784,0.4845992779842811,0.4790856981271316,0.7915802367423249,0.7915802367423249,0.7936816701081671,0.7936816701081671,0.37092448829464053,0.7648979171341865,0.3523737349345606,0.37092448829464053,0.3523737349345606,0.37092448829464053,0.3523737349345606,0.3166999019402855,0.32126885244539904,0.2608173662967711,0.2624128500550352,0.26030215218482833,314876.7108533533,0.26151473618406745,0.2614405851569538,0.2614022548182464,0.2614405851569538,0.2614022548182464,0.2614405851569538,0.2614022548182464,314876.7108533533,314876.7108533533,314876.7108533533,0.6235890174444972,0.6462461313169784,0.6235890174444972
BH,232.85244328969702,173.31001984491283,172.88347772716315,173.31001984491283,111.71009148430888,144.3176024555023,97.7024884196248,97.7024884196248,97.77395261852182,97.77395261852182,80.59585313886652,183.89596250728383,81.81212113429827,80.59585313886652,81.81212113429827,80.59585313886652,81.81212113429827,65.41782180523721,52.13990213456783,40.920063602417784,41.087447648206165,40.86213619328729,239.32830938921433,40.987605351549774,40.978468387789405,40.976578653612066,40.978468387789405,40.976578653612066,40.978468387789405,40.976578653612066,239.32830938921433,239.32830938921433,239.32830938921433,172.88347772716315,173.31001984491283,172.88347772716315
D,0.46571734734033665,0.5012460938560283,0.2432531505177317,0.5012460938560283,0.21590620067484498,0.44942040279480205,0.19893140052598593,0.4542385607505764,0.1928545483665059,0.45365381426807044,0.32864240690421354,0.4311490604223502,0.443422880392786,0.32864240690421354,0.443422880392786,0.32864240690421354,0.443422880392786,0.26644505125305673,0.27115056221741146,0.3249335134766395,0.5199453069461923,0.33081369844900543,0.06926510789231037,0.5219869453291022,0.32649593917352815,0.5203276778005047,0.32649593917352815,0.5203276778005047,0.32649593917352815,0.5203276778005047,0.445902004073732,0.06926510789231037,0.445902004073732,0.2432531505177317,0.5012460938560283,0.2432531505177317
H,0.3373316367560624,0.6325880477976515,0.6148014042816712,0.6325880477976515,0.6838782750455293,0.36113261315323236,1.287689599561698,1.287689599561698,1.2866970161250912,1.2866970161250912,0.7210736248443413,0.7265972947141816,0.6301045480920432,0.7210736248443413,0.6301045480920432,0.7210736248443413,0.6301045480920432,0.6161614947057783,1.0146257160133587,1.0021320419620785,1.006370910754354,1.0000379969214046,1.9999155734468559,1.0040040577680398,1.003341275317736,1.003355351452048,1.003341275317736,1.003355351452048,1.003341275317736,1.003355351452048,1.9999155734468559,1.9999155734468559,1.9999155734468559,0.6148014042816712,0.6325880477976515,0.6148014042816712
DBCV,-0.9691336740323314,-0.9320550319628199,-0.9328127167820829,-0.9320550319628199,-0.8900260471502833,-0.9383804024297419,0.3852810351472712,0.3852810351472712,0.25502477317327965,0.25502477317327965,-0.8255016477329352,-0.9932407746190963,-0.7024604948075106,-0.8255016477329352,-0.7024604948075106,-0.8255016477329352,-0.7024604948075106,-0.8343438602701292,-0.8943981542419822,0.37707547079927756,0.37322803623054346,0.4397391452165348,0.9815473275191354,0.07641304610548108,0.244551184200488,0.1513813304218455,0.244551184200488,0.1513813304218455,0.244551184200488,0.1513813304218455,0.9815473275191354,0.9815473275191354,0.9815473275191354,-0.9328127167820829,-0.9320550319628199,-0.9328127167820829
I,0.2453597337677407,0.2657663847225998,0.2740526639624568,0.2657663847225998,0.1945206876492105,0.4521386763301106,0.2761560976972899,0.2761560976972899,0.2755458589115982,0.2755458589115982,0.3933169344877744,0.22664271640643882,0.36239097340327137,0.3933169344877744,0.36239097340327137,0.3933169344877744,0.36239097340327137,0.27480362528294805,0.4098885451090275,0.33789624833246457,0.3360270751312928,0.33840464200431386,7.615922904348193e-07,0.33689155720956504,0.33830473400262495,0.3392080760969773,0.33830473400262495,0.3392080760969773,0.33830473400262495,0.3392080760969773,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,0.2740526639624568,0.2657663847225998,0.2740526639624568
C,0.4301511266557196,0.1692393837642447,0.1697184152925812,0.1692393837642447,0.1586045443479814,0.40471948388716805,0.11129821154009928,0.11129821154009928,0.11129107597092666,0.11129107597092666,0.1040166029089144,0.18939130858853584,0.11367490812157398,0.1040166029089144,0.11367490812157398,0.1040166029089144,0.11367490812157398,0.14218310894063949,0.08012683215174388,0.040071461536491396,0.040418200506929444,0.039907713823694145,0.34586624667519816,0.04020209660378251,0.04022742169742628,0.040233583949928334,0.04022742169742628,0.040233583949928334,0.04022742169742628,0.040233583949928334,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.1697184152925812,0.1692393837642447,0.1697184152925812
CDbw,0.6854417468313033,0.0021038121197850135,0.004833096647739465,0.0021038121197850135,0.8917475434696498,0.673870415576158,0.14289320231084673,0.14289320231084676,0.1502798894403562,0.1506109814623987,0.10467400500896887,0.010600417458997811,0.12433655656881366,0.10467400500896887,0.12433655656881366,0.10467400500896887,0.12433655656881366,0.6633525337374266,0.2363700518741188,0.26714829926317396,0.2511463372424616,0.26029473888949556,0.21817118620677506,0.2510696863456009,0.25828967355453236,0.2599177650840664,0.25828967355453236,0.2599177650840664,0.25828967355453236,0.2599177650840664,0.08157152218587281,0.21817118620677506,0.08157152218587281,0.004833096647739465,0.0021038121197850135,0.004833096647739465
VIASCKDE,0.6388915528574906,0.6905350167388756,0.6791089012987463,0.6905350167388756,0.6956780320851694,0.6457560204743801,0.7956810145869573,0.7956810145869573,0.7950960777359269,0.7950960777359269,0.7379499114653008,0.685692686406434,0.7332902116661938,0.7379499114653008,0.7332902116661938,0.7379499114653008,0.7332902116661938,0.6768654142588147,0.7539984032024117,0.7879898881137484,0.7917334577594864,0.7905035917827915,0.837704968280551,0.7878950532922648,0.7752322099664342,0.7756519529939685,0.7752322099664342,0.7756519529939685,0.7752322099664342,0.7756519529939685,0.837704968280551,0.837704968280551,0.837704968280551,0.6791089012987463,0.6905350167388756,0.6791089012987463
COP,0.47826894530038255,0.4302357920821459,0.4297171791706472,0.4302357920821459,0.4412412601856434,0.4525940561265692,0.552475714512686,0.552475714512686,0.5540664342865387,0.5540664342865387,0.37395282746798025,0.4386741624375029,0.376089548068174,0.37395282746798025,0.376089548068174,0.37395282746798025,0.376089548068174,0.3862186281930635,0.378297143280399,0.45474019358171114,0.46189655827368103,0.4551934796223096,0.6377396862660121,0.4535511201767593,0.45370679967722843,0.45292674476579564,0.45370679967722843,0.45292674476579564,0.45370679967722843,0.45292674476579564,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.4297171791706472,0.4302357920821459,0.4297171791706472
Sym,0.04171858736209592,0.004015291861145087,0.004124816353187766,0.004015291861145087,0.0030341273237869683,0.03502023079976734,0.003692883113184343,0.003692883113184343,0.0037026935027775995,0.0037026935027775995,0.0038345301907564007,0.003525035036027121,0.0038122612512042947,0.0038345301907564007,0.0038122612512042947,0.0038345301907564007,0.0038122612512042947,0.004201621708554656,0.004184437527946701,0.007371381719013628,0.007285982958996746,0.007329234981948417,9.347758445559583e-05,0.00728598626378066,0.007455824219768496,0.007396205165073705,0.007455824219768496,0.007396205165073705,0.007455824219768496,0.007396205165073705,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,0.004124816353187766,0.004015291861145087,0.004124816353187766
CS,0.8688674558361563,1.676455627676361,1.6381892925571544,1.676455627676361,1.1505795032519859,0.6943754684923813,2.154765597844534,2.154765597844534,2.1418393518704133,2.1418393518704133,1.404350122333206,1.9048044280812038,1.2928943288721337,1.404350122333206,1.2928943288721337,1.404350122333206,1.2928943288721337,1.0628767810995683,1.52314573176933,1.4020687407395336,1.4093118776044864,1.4017424289762874,685.2099149822265,1.413181320965422,1.399504032158568,1.3958338428363255,1.399504032158568,1.3958338428363255,1.399504032158568,1.3958338428363255,685.2099149822265,685.2099149822265,685.2099149822265,1.6381892925571544,1.676455627676361,1.6381892925571544
SF,0.4195864801126509,0.30625779092974414,0.30951129800588106,0.30625779092974414,0.282886823539069,0.39186517331644766,0.19551134386989244,0.19551134386989244,0.19532199680040285,0.19532199680040285,0.24215023503004773,0.2975174775017616,0.2538811984613947,0.24215023503004773,0.2538811984613947,0.24215023503004773,0.2538811984613947,0.2758109898444372,0.18841088128523698,0.18589409688424707,0.18518068323835157,0.1858937312011535,0.2710099683591034,0.18560229425524055,0.1856422213506167,0.18561593205200966,0.1856422213506167,0.18561593205200966,0.1856422213506167,0.18561593205200966,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.30951129800588106,0.30625779092974414,0.30951129800588106
SD,19195984.026453767,34804897.718251474,34196861.34904579,34804897.718251474,21625031.09978516,12777405.119025828,35844017.620295286,35844017.620295286,36862025.39693156,36862025.39693156,24428486.48008046,32990374.165775232,21657472.427060004,24428486.48008046,21657472.427060004,24428486.48008046,21657472.427060004,14383360.612602668,21362845.50632191,21168075.943977498,21251001.91797229,21139480.65710123,39356886.143192895,21230852.93359339,21204891.98102288,21202030.49782952,21204891.98102288,21202030.49782952,21204891.98102288,21202030.49782952,39356886.143192895,39356886.143192895,39356886.143192895,34196861.34904579,34804897.718251474,34196861.34904579
SDbw,1.154014850971613,1.8993415919828192,1.8836302290123215,1.8993415919828192,1.3739736512495324,0.5808285073817763,1.592858416042343,1.592858416042343,1.6191632502403714,1.6191632502403714,1.1458868166297587,1.8524551755047762,1.1573113906885613,1.1458868166297587,1.1573113906885613,1.1458868166297587,1.1573113906885613,0.9042686718266959,0.9795897768330158,0.820972707788783,0.8257821412307425,0.8192338209547321,1.9999987060257622,0.8215948351411275,0.8202573505771106,0.8198500770723014,0.8202573505771106,0.8198500770723014,0.8202573505771106,0.8198500770723014,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.8836302290123215,1.8993415919828192,1.8836302290123215
XB*,0.5033319265602301,0.519899607728446,0.4853756802418943,0.519899607728446,0.6567559753974783,0.5192515984038385,1.5783686930035017,1.5783686930035017,1.5028489817857225,1.5028489817857225,0.3535172500526138,0.6617862176092493,0.27469630055280064,0.3535172500526138,0.27469630055280064,0.3535172500526138,0.27469630055280064,0.8396014644678618,0.6511509478132014,0.48342921727610205,0.4835319280681172,0.4647688492998901,301919.69400796934,0.476999837147935,0.46425733414056436,0.47729853537939265,0.46425733414056436,0.47729853537939265,0.46425733414056436,0.47729853537939265,301919.69400796934,301919.69400796934,301919.69400796934,0.4853756802418943,0.519899607728446,0.4853756802418943
S,0.20996696723805247,0.4028993931076575,0.40411364746754164,0.4028993931076575,0.2769318578105672,0.0687775418831312,0.4026759094343752,0.4026759094343752,0.40248768615509717,0.40248768615509717,0.4374034842277733,0.3807658149035196,0.42912939648011356,0.4374034842277733,0.42912939648011356,0.4374034842277733,0.42912939648011356,0.31591255896793546,0.4516543181274908,0.5217471851959954,0.5209006926008961,0.5220935281041341,0.2677909412588699,0.5210727028327581,0.52120737173597,0.521150030633353,0.52120737173597,0.521150030633353,0.52120737173597,0.521150030633353,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.40411364746754164,0.4028993931076575,0.40411364746754164
DB,0.6351574819962589,1.1974978238398581,1.1693063331422302,1.1974978238398581,1.0601297520760564,0.6726762250067345,1.4772277659063315,1.4772277659063315,1.4661100137536094,1.4661100137536094,0.9624469151056282,1.3070810357796265,0.9004480878828288,0.9624469151056282,0.9004480878828288,0.9624469151056282,0.9004480878828288,0.7349896273715413,0.9796417916640126,0.8639341311947634,0.8663240908739019,0.8603531490492958,659.8609993962638,0.8635020634903626,0.8606798004856876,0.8631116143468361,0.8606798004856876,0.8631116143468361,0.8606798004856876,0.8631116143468361,659.8609993962638,659.8609993962638,659.8609993962638,1.1693063331422302,1.1974978238398581,1.1693063331422302
CH,27.757039226021607,380.16632309615227,383.5665669470568,380.16632309615227,213.49387911077818,52.62404875390529,315.5724218827263,315.5724218827263,314.9774062173478,314.9774062173478,488.360964604358,300.8323916895362,473.68969840874325,488.360964604358,473.68969840874325,488.360964604358,473.68969840874325,275.3048822859913,429.96081972497996,638.8822292370083,634.9270019153902,640.258581463052,0.001587923091056625,637.2823532891114,637.4984740492081,637.5431848196406,637.4984740492081,637.5431848196406,637.4984740492081,637.5431848196406,0.001587923091056625,0.001587923091056625,0.001587923091056625,383.5665669470568,380.16632309615227,383.5665669470568
AD-S,0.043887306268989734,0.4098703983626732,0.4016788241097655,0.4098703983626732,0.2800366508414125,0.0850609930757658,0.5333310601078723,0.5333310601078723,0.5322243335148259,0.5322243335148259,0.3763766770002817,0.3884982396280334,0.35359422955487657,0.3763766770002817,0.35359422955487657,0.3763766770002817,0.35359422955487657,0.2721035937999113,0.4438417752573533,0.5275715883738911,0.5476092591853681,0.5236567914944243,0.9399475292485931,0.5254574183805286,0.5102643600343265,0.5076780701974355,0.5102643600343265,0.5076780701974355,0.5102643600343265,0.5076780701974355,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.4016788241097655,0.4098703983626732,0.4016788241097655
AD-DB,0.5538942106084737,0.45790852856668074,0.46003962787164016,0.45790852856668074,1.0834453605671641,1.0696642091400823,1.2149617238246948,1.2149617238246948,1.2165614400186857,1.2165614400186857,1.2566589079249482,0.4681649886991863,1.2251578479174736,1.2566589079249482,1.2251578479174736,1.2566589079249482,1.2251578479174736,1.4153714258788042,1.4619123380927088,1.3865212904088364,1.321084711209105,1.3915194380037832,0.12010494150281426,1.3912952544307622,1.4265252687942638,1.4335353059608986,1.4265252687942638,1.4335353059608986,1.4265252687942638,1.4335353059608986,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.46003962787164016,0.45790852856668074,0.46003962787164016
AD-CH,27.528339497375168,750.9518081094923,727.5703070067171,750.9518081094923,482.84283642235545,96.16197966397337,4391.370489723118,4391.370489723118,4385.480778387394,4385.480778387394,880.8504688946074,690.571166434698,701.9343706759848,880.8504688946074,701.9343706759848,880.8504688946074,701.9343706759848,322.0062544530903,1283.2447325194835,2977.430242161923,3060.036910074849,2974.2849099918267,8309.399992311017,2967.387643346903,2909.853209710423,2900.9553111492764,2909.853209710423,2900.9553111492764,2909.853209710423,2900.9553111492764,8309.399992311017,8309.399992311017,8309.399992311017,727.5703070067171,750.9518081094923,727.5703070067171
AD-idea,26.700306621626336,23.64030454088108,23.149841294344252,23.64030454088108,4.082058976897756,2.731468599740356,29.66526191452294,29.66526191452294,29.374042956577075,29.37404295657707,3.7025139708664825,9.398788237946528,3.5242316970765137,3.7025139708664825,3.5242316970765137,3.7025139708664825,3.5242316970765137,4.300750497507705,2.1124747438242677,32.115718059978754,36.91908365020548,31.447808994464737,304.88139037298936,31.684249240520426,28.419309363095763,27.910518453932344,28.419309363095763,27.910518453932344,28.419309363095763,27.910518453932344,304.88139037298936,304.88139037298936,304.88139037298936,23.149841294344252,23.64030454088108,23.149841294344252
