,labels_ring_MeanShift_params1,labels_ring_MeanShift_params10,labels_ring_MeanShift_params11,labels_ring_MeanShift_params12,labels_ring_MeanShift_params13,labels_ring_MeanShift_params14,labels_ring_MeanShift_params15,labels_ring_MeanShift_params16,labels_ring_MeanShift_params17,labels_ring_MeanShift_params18,labels_ring_MeanShift_params19,labels_ring_MeanShift_params2,labels_ring_MeanShift_params20,labels_ring_MeanShift_params21,labels_ring_MeanShift_params22,labels_ring_MeanShift_params23,labels_ring_MeanShift_params24,labels_ring_MeanShift_params3,labels_ring_MeanShift_params4,labels_ring_MeanShift_params5,labels_ring_MeanShift_params6,labels_ring_MeanShift_params7,labels_ring_MeanShift_params8,labels_ring_MeanShift_params9
VMI,0.43402257602419286,0.5472904547281109,0.5891430866324772,0.5592830710941802,0.5284155351819287,0.5199350333403674,0.5884862546479303,0.5472904547281109,0.589563091998757,0.5596608388234434,0.5902082882878453,0.401746869539309,0.572554613079166,0.6105440998444928,0.5881988578533721,0.5884215108055855,0.5881988578533721,0.5074393896930989,0.4856528431339243,0.52855640213283,0.5201084689592238,0.5284155351819287,0.5199350333403674,0.5884862546479303
