,labels_fuzzyx_DBSCAN_params1,labels_fuzzyx_DBSCAN_params11,labels_fuzzyx_DBSCAN_params12,labels_fuzzyx_DBSCAN_params16,labels_fuzzyx_DBSCAN_params17,labels_fuzzyx_DBSCAN_params18,labels_fuzzyx_DBSCAN_params21,labels_fuzzyx_DBSCAN_params24,labels_fuzzyx_DBSCAN_params35,labels_fuzzyx_DBSCAN_params6
ARI,-0.0004855880207397845,0.017765455185830482,0.012368476639416854,0.024180644860802892,0.21089679966139496,0.15280837624322177,-0.0011213032576780026,0.18305052142195624,0.009698880775201861,0.004478743437756414
