,labels_parabolic_SpectralClustering_params1,labels_parabolic_SpectralClustering_params10,labels_parabolic_SpectralClustering_params11,labels_parabolic_SpectralClustering_params12,labels_parabolic_SpectralClustering_params13,labels_parabolic_SpectralClustering_params14,labels_parabolic_SpectralClustering_params15,labels_parabolic_SpectralClustering_params16,labels_parabolic_SpectralClustering_params17,labels_parabolic_SpectralClustering_params18,labels_parabolic_SpectralClustering_params19,labels_parabolic_SpectralClustering_params2,labels_parabolic_SpectralClustering_params20,labels_parabolic_SpectralClustering_params21,labels_parabolic_SpectralClustering_params22,labels_parabolic_SpectralClustering_params23,labels_parabolic_SpectralClustering_params24,labels_parabolic_SpectralClustering_params25,labels_parabolic_SpectralClustering_params26,labels_parabolic_SpectralClustering_params27,labels_parabolic_SpectralClustering_params28,labels_parabolic_SpectralClustering_params29,labels_parabolic_SpectralClustering_params3,labels_parabolic_SpectralClustering_params30,labels_parabolic_SpectralClustering_params31,labels_parabolic_SpectralClustering_params32,labels_parabolic_SpectralClustering_params33,labels_parabolic_SpectralClustering_params34,labels_parabolic_SpectralClustering_params35,labels_parabolic_SpectralClustering_params36,labels_parabolic_SpectralClustering_params4,labels_parabolic_SpectralClustering_params5,labels_parabolic_SpectralClustering_params6,labels_parabolic_SpectralClustering_params7,labels_parabolic_SpectralClustering_params8,labels_parabolic_SpectralClustering_params9
FMI,0.827730617582069,0.7929908992882241,0.7929908992882241,0.7929908992882241,0.7438349676501346,0.6656317454698639,0.7157642750220993,0.7141206354260017,0.6646542609672753,0.6717986829488765,0.6702318858780156,0.827730617582069,0.6194939294859338,0.6702318858780156,0.6194939294859338,0.6702318858780156,0.6194939294859338,0.6618786324487713,0.6390799905039093,0.6496626335311411,0.633850260671535,0.6498754089521181,0.8149163189037849,0.6282075963464959,0.5584482153948614,0.545950621595766,0.5584482153948614,0.545950621595766,0.5584482153948614,0.545950621595766,0.8165011921131288,0.8116978814937226,0.8116978814937226,0.7929908992882241,0.7929908992882241,0.7929908992882241
