,labels_zigzag_noisy_MeanShift_params1,labels_zigzag_noisy_MeanShift_params10,labels_zigzag_noisy_MeanShift_params11,labels_zigzag_noisy_MeanShift_params12,labels_zigzag_noisy_MeanShift_params13,labels_zigzag_noisy_MeanShift_params14,labels_zigzag_noisy_MeanShift_params15,labels_zigzag_noisy_MeanShift_params16,labels_zigzag_noisy_MeanShift_params17,labels_zigzag_noisy_MeanShift_params18,labels_zigzag_noisy_MeanShift_params19,labels_zigzag_noisy_MeanShift_params2,labels_zigzag_noisy_MeanShift_params20,labels_zigzag_noisy_MeanShift_params21,labels_zigzag_noisy_MeanShift_params22,labels_zigzag_noisy_MeanShift_params23,labels_zigzag_noisy_MeanShift_params24,labels_zigzag_noisy_MeanShift_params25,labels_zigzag_noisy_MeanShift_params26,labels_zigzag_noisy_MeanShift_params27,labels_zigzag_noisy_MeanShift_params28,labels_zigzag_noisy_MeanShift_params3,labels_zigzag_noisy_MeanShift_params4,labels_zigzag_noisy_MeanShift_params5,labels_zigzag_noisy_MeanShift_params6,labels_zigzag_noisy_MeanShift_params7,labels_zigzag_noisy_MeanShift_params8,labels_zigzag_noisy_MeanShift_params9
FMI,0.42779646335374955,0.46127017349644883,0.49996230045224305,0.4928951857105947,0.4711962784690047,0.46127017349644883,0.47090793719715723,0.46127017349644883,0.49881123021831203,0.496018150477719,0.4457219283965328,0.43061458434216054,0.4457219283965328,0.49881123021831203,0.47915708287638864,0.4840311629432196,0.5017214693817512,0.4613945798150891,0.456923079954911,0.4423855366655576,0.44405089741318404,0.4470144901284482,0.4420024001863459,0.4622581665832929,0.4579221467646794,0.4711962784690047,0.46127017349644883,0.47090793719715723
