,labels_unbalance_MeanShift_params1,labels_unbalance_MeanShift_params10,labels_unbalance_MeanShift_params11,labels_unbalance_MeanShift_params12,labels_unbalance_MeanShift_params13,labels_unbalance_MeanShift_params14,labels_unbalance_MeanShift_params15,labels_unbalance_MeanShift_params16,labels_unbalance_MeanShift_params17,labels_unbalance_MeanShift_params18,labels_unbalance_MeanShift_params19,labels_unbalance_MeanShift_params2,labels_unbalance_MeanShift_params20,labels_unbalance_MeanShift_params21,labels_unbalance_MeanShift_params22,labels_unbalance_MeanShift_params23,labels_unbalance_MeanShift_params24,labels_unbalance_MeanShift_params25,labels_unbalance_MeanShift_params26,labels_unbalance_MeanShift_params27,labels_unbalance_MeanShift_params28,labels_unbalance_MeanShift_params29,labels_unbalance_MeanShift_params3,labels_unbalance_MeanShift_params30,labels_unbalance_MeanShift_params31,labels_unbalance_MeanShift_params32,labels_unbalance_MeanShift_params33,labels_unbalance_MeanShift_params34,labels_unbalance_MeanShift_params35,labels_unbalance_MeanShift_params36,labels_unbalance_MeanShift_params37,labels_unbalance_MeanShift_params38,labels_unbalance_MeanShift_params39,labels_unbalance_MeanShift_params4,labels_unbalance_MeanShift_params40,labels_unbalance_MeanShift_params41,labels_unbalance_MeanShift_params42,labels_unbalance_MeanShift_params43,labels_unbalance_MeanShift_params44,labels_unbalance_MeanShift_params45,labels_unbalance_MeanShift_params46,labels_unbalance_MeanShift_params5,labels_unbalance_MeanShift_params6,labels_unbalance_MeanShift_params7,labels_unbalance_MeanShift_params8,labels_unbalance_MeanShift_params9
VMI,0.8436984721004641,0.9385007899743191,0.9382596355585151,0.938454095140069,0.931236271069628,0.9302688576223621,0.9384449238611776,0.9385007899743191,0.9510888194169894,0.9499646252595948,0.9986172899913056,0.8057298462694628,0.9931160708318933,0.4183248598195229,0.43788577836579257,0.43788577836579257,0.43788577836579257,0.43788577836579257,0.43788577836579257,1.0,1.0,0.3981008081588036,0.918513093594199,0.41813562526252057,0.3989810824502987,0.41813562526252057,0.3981008081588036,0.43788577836579257,0.3981008081588036,0.43788577836579257,0.3621789263591583,0.3621789263591583,0.3981008081588036,0.9047108186080447,0.3989810824502987,0.3989810824502987,0.3989810824502987,0.3989810824502987,0.3989810824502987,0.3989810824502987,0.3989810824502987,0.925397211431106,0.9258041335899678,0.931236271069628,0.9302688576223621,0.9384449238611776
