,labels_zigzag_outliers_DBSCAN_params1,labels_zigzag_outliers_DBSCAN_params11,labels_zigzag_outliers_DBSCAN_params12,labels_zigzag_outliers_DBSCAN_params16,labels_zigzag_outliers_DBSCAN_params17,labels_zigzag_outliers_DBSCAN_params18,labels_zigzag_outliers_DBSCAN_params19,labels_zigzag_outliers_DBSCAN_params21,labels_zigzag_outliers_DBSCAN_params22,labels_zigzag_outliers_DBSCAN_params23,labels_zigzag_outliers_DBSCAN_params24,labels_zigzag_outliers_DBSCAN_params26,labels_zigzag_outliers_DBSCAN_params27,labels_zigzag_outliers_DBSCAN_params28,labels_zigzag_outliers_DBSCAN_params29,labels_zigzag_outliers_DBSCAN_params31,labels_zigzag_outliers_DBSCAN_params32,labels_zigzag_outliers_DBSCAN_params33,labels_zigzag_outliers_DBSCAN_params34,labels_zigzag_outliers_DBSCAN_params35,labels_zigzag_outliers_DBSCAN_params36,labels_zigzag_outliers_DBSCAN_params37,labels_zigzag_outliers_DBSCAN_params38,labels_zigzag_outliers_DBSCAN_params39,labels_zigzag_outliers_DBSCAN_params40,labels_zigzag_outliers_DBSCAN_params41,labels_zigzag_outliers_DBSCAN_params42,labels_zigzag_outliers_DBSCAN_params43,labels_zigzag_outliers_DBSCAN_params44,labels_zigzag_outliers_DBSCAN_params45,labels_zigzag_outliers_DBSCAN_params46,labels_zigzag_outliers_DBSCAN_params47,labels_zigzag_outliers_DBSCAN_params48,labels_zigzag_outliers_DBSCAN_params49,labels_zigzag_outliers_DBSCAN_params50,labels_zigzag_outliers_DBSCAN_params51,labels_zigzag_outliers_DBSCAN_params52,labels_zigzag_outliers_DBSCAN_params53,labels_zigzag_outliers_DBSCAN_params6,labels_zigzag_outliers_DBSCAN_params7
Sym,0.1362653384527084,0.05314529139464479,0.09327456670619898,0.02590993417331122,0.020999220900675145,0.16263958136266887,0.07582648011794445,0.022956584977213416,0.06688273247607875,0.075025703793374,0.07873475264661317,0.2011618933430508,0.1669580166815087,0.053991347840868335,0.07873475264661317,0.2011618933430508,0.2011618933430508,0.2011618933430508,0.07873475264661317,0.07873475264661317,0.2011618933430508,0.2011618933430508,0.2011618933430508,0.048812267778024845,0.07873475264661317,0.2011618933430508,0.2011618933430508,0.2011618933430508,0.07931846802867824,0.07873475264661317,0.05313892858863745,0.05313892858863745,0.05313892858863745,0.015148670838964314,0.06815129486047249,0.27283739358600134,0.27283739358600134,0.27283739358600134,0.04026739561894715,0.13059387031026404
CS,0.5297273085358036,1.0854871116373463,0.9652544106133727,0.7478849611462695,0.7767813434358841,0.5343791072407197,1.6525273622016512,0.6205312398413357,0.8895546986903643,0.5690723624763337,1.7344177249876473,0.539106470018724,0.455134566818742,0.6753409094247586,1.7344177249876473,0.539106470018724,0.539106470018724,0.539106470018724,1.7344177249876473,1.7344177249876473,0.539106470018724,0.539106470018724,0.539106470018724,1.3922538139831173,1.7344177249876473,0.539106470018724,0.539106470018724,0.539106470018724,4.942584779172464,1.7344177249876473,0.5188258936644856,0.5188258936644856,0.5188258936644856,6.260821740248357,2.0376609951282005,0.4574291878633608,0.4574291878633608,0.4574291878633608,1.0641742204735998,0.7119794528265089
SF,0.43062022762104457,0.37059776253509535,0.4025026189267096,0.19823572202457052,0.290532928014398,0.40067511003740086,0.3820875086488623,0.3636563168415896,0.2170316361095681,0.3841359840621832,0.37114283421478245,0.39870470810640846,0.3977372201008904,0.3042620868712319,0.37114283421478245,0.39870470810640846,0.39870470810640846,0.39870470810640846,0.37114283421478245,0.37114283421478245,0.39870470810640846,0.39870470810640846,0.39870470810640846,0.25959074533530335,0.37114283421478245,0.39870470810640846,0.39870470810640846,0.39870470810640846,0.1446071736162361,0.37114283421478245,0.4352463089125548,0.4352463089125548,0.4352463089125548,0.15983597101550506,0.35656788901540293,0.4558747019045871,0.4558747019045871,0.4558747019045871,0.4293118579512305,0.43950539974476344
SD,781914.1683826821,313903.35883485596,446699.7565045059,243439.21003036996,347377.1895123743,888684.6459821183,1717808.6607204098,569041.0239545518,744660.4563819688,780986.9641125645,1834973.2935905287,900736.5745312786,742181.3365476493,545939.5631745853,1834973.2935905287,900736.5745312786,900736.5745312786,900736.5745312786,1834973.2935905287,1834973.2935905287,900736.5745312786,900736.5745312786,900736.5745312786,1615849.0738494997,1834973.2935905287,900736.5745312786,900736.5745312786,900736.5745312786,4582493.559972826,1834973.2935905287,915458.7727859431,915458.7727859431,915458.7727859431,5822175.493037018,1919163.127656388,1102940.326189443,1102940.326189443,1102940.326189443,310037.76352693775,919021.4813846871
SDbw,0.9807904995039385,0.4321657658008854,0.6404065245834744,0.23778330824981014,0.431479808139705,0.7274511762348108,2.1019468461933952,0.5844132217396218,0.4966771241536907,0.672488089641655,2.2418976792065237,0.7304677589211765,0.5374231160569897,0.4137817093385956,2.2418976792065237,0.7304677589211765,0.7304677589211765,0.7304677589211765,2.2418976792065237,2.2418976792065237,0.7304677589211765,0.7304677589211765,0.7304677589211765,1.63756106175989,2.2418976792065237,0.7304677589211765,0.7304677589211765,0.7304677589211765,2.6307624886802037,2.2418976792065237,0.532673606616359,0.532673606616359,0.532673606616359,2.5211219495135424,2.1685385509513893,0.5473971389390977,0.5473971389390977,0.5473971389390977,0.5788847407770449,1.0012283918489995
XB*,2.364190651249565,535.6549332537411,476.44996539970333,112.66827355776674,40.08218415981695,2.5012079840027095,3.3819890301202746,5.391798718126053,2.988266154670073,2.4232829218107907,3.4474383788606833,2.4071900025252653,2.4600916000386914,12.082071854003793,3.4474383788606833,2.4071900025252653,2.4071900025252653,2.4071900025252653,3.4474383788606833,3.4474383788606833,2.4071900025252653,2.4071900025252653,2.4071900025252653,4.711405208408523,3.4474383788606833,2.4071900025252653,2.4071900025252653,2.4071900025252653,1465.8033737713893,3.4474383788606833,1.2778524945024747,1.2778524945024747,1.2778524945024747,78.57770952796956,3.8130502372655615,0.23082858221145158,0.23082858221145158,0.23082858221145158,912.5067983440914,550.316269499882
S,-0.31001798710527445,-0.12116755658001002,-0.11720715992781103,0.5591696168619287,0.3324812541972576,0.2323338602805006,0.014524731522263551,0.3872937770308071,0.5511727224502371,0.2469853298137914,0.1126344472353868,0.24926578836922753,0.23136501554672317,0.3713320086073186,0.1126344472353868,0.24926578836922753,0.24926578836922753,0.24926578836922753,0.1126344472353868,0.1126344472353868,0.24926578836922753,0.24926578836922753,0.24926578836922753,0.2671292804498488,0.1126344472353868,0.24926578836922753,0.24926578836922753,0.24926578836922753,0.1487454935390078,0.1126344472353868,0.2603820042787818,0.2603820042787818,0.2603820042787818,0.1659961918576039,0.11473287654847604,0.3832034309692984,0.3832034309692984,0.3832034309692984,-0.4107519459386006,0.2523873980985606
DB,0.9567919152167187,3.4042127938432007,1.1177832867846167,2.108635454999434,1.531159758696418,1.1241864815825187,1.7199367469643274,1.2109026262334077,1.1917857683315831,1.112522124045958,1.785427855495722,1.1245156858439045,1.0266604817347735,1.249439311340079,1.785427855495722,1.1245156858439045,1.1245156858439045,1.1245156858439045,1.785427855495722,1.785427855495722,1.1245156858439045,1.1245156858439045,1.1245156858439045,2.1082981349121326,1.785427855495722,1.1245156858439045,1.1245156858439045,1.1245156858439045,30.090595691324054,1.785427855495722,0.7841793787266947,0.7841793787266947,0.7841793787266947,9.601646291811901,1.9477365155228232,0.4509557449399924,0.4509557449399924,0.4509557449399924,0.8990615779853122,0.4699844980116463
CH,7.994778855050026,18.099950599423245,26.21113128879091,118.2773345984859,36.58394738624028,64.18132246600727,18.512517536986646,137.81067198589818,266.1792437709732,57.95928127341544,22.780735385508866,65.37049145009371,54.129899092029206,61.832815906083695,22.780735385508866,65.37049145009371,65.37049145009371,65.37049145009371,22.780735385508866,22.780735385508866,65.37049145009371,65.37049145009371,65.37049145009371,24.62456547620712,22.780735385508866,65.37049145009371,65.37049145009371,65.37049145009371,15.156876456891649,22.780735385508866,70.67645077886809,70.67645077886809,70.67645077886809,13.44812239415232,22.204189819833616,73.3281212597079,73.3281212597079,73.3281212597079,11.44924839470645,20.972149396658516
AD-S,-0.18308993425431486,0.11895945787662612,0.5054288053862381,0.6514649132870449,0.517728019446347,0.8979094006821569,0.6999652521043684,0.5358202507250536,0.5218249788323918,0.47208050842873905,0.8144269988019122,0.9176420981950214,0.4731984234761577,0.5005969748676787,0.8144269988019122,0.9176420981950214,0.9176420981950214,0.9176420981950214,0.8144269988019122,0.8144269988019122,0.9176420981950214,0.9176420981950214,0.9176420981950214,0.40564397227041776,0.8144269988019122,0.9176420981950214,0.9176420981950214,0.9176420981950214,0.8382319054627346,0.8144269988019122,0.7453513288050141,0.7453513288050141,0.7453513288050141,0.665941986150475,0.78135290460799,0.573457000080393,0.573457000080393,0.573457000080393,-0.18379672698839575,0.4688318880714334
AD-DB,2.1216907037689126,1.7319701487065724,0.9728909109899944,1.8108545455478613,1.23267390835998,0.1546941743423568,0.44470995493754195,0.620787310137135,0.8993704374766673,0.6265881709080452,0.3917922733941233,0.1393170217418204,0.3974416186001441,1.0447561946314396,0.3917922733941233,0.1393170217418204,0.1393170217418204,0.1393170217418204,0.3917922733941233,0.3917922733941233,0.1393170217418204,0.1393170217418204,0.1393170217418204,3.2374501028272546,0.3917922733941233,0.1393170217418204,0.1393170217418204,0.1393170217418204,0.545125108399906,0.3917922733941233,0.3295430798841962,0.3295430798841962,0.3295430798841962,0.6243061097273221,0.45713149245203927,0.417358603535739,0.417358603535739,0.417358603535739,1.1173450384332677,0.46619135987404137
AD-CH,7.715468786765989,65.53524393397228,67.26090419309593,113.21462142913757,145.22370309201477,394.8537216498819,137.73013728734884,407.8852409648675,311.99357224436403,367.5362543301194,205.41969708415334,439.404818452051,380.1123693478025,238.37948803723978,205.41969708415334,439.404818452051,439.404818452051,439.404818452051,205.41969708415334,205.41969708415334,439.404818452051,439.404818452051,439.404818452051,113.07875083942537,205.41969708415334,439.404818452051,439.404818452051,439.404818452051,279.120352131945,205.41969708415334,130.2975043324584,130.2975043324584,130.2975043324584,159.3243074062183,227.88113750274542,52.670032523299746,52.670032523299746,52.670032523299746,12.541317707034523,17.58276406370654
AD-idea,2.554713012593658,754.7456921672189,12.777474773540268,4832180591.098406,1204432.8092269504,996.3074573259491,7.638763816530665,5979121.065019588,6138953.437099061,7430.643158317005,10.738670966706149,29987216.2971038,28141896.556898613,123067.6740802309,10.738670966706149,29987216.2971038,29987216.2971038,29987216.2971038,10.738670966706149,10.738670966706149,29987216.2971038,29987216.2971038,29987216.2971038,72.53062852346731,10.738670966706149,29987216.2971038,29987216.2971038,29987216.2971038,2405.087083706021,10.738670966706149,383720.2917732232,383720.2917732232,383720.2917732232,48.874058024782165,8.908410688352369,10375.417830710987,10375.417830710987,10375.417830710987,6.504463553822755,1.5002785579435969
