,labels_sonar_KMeans_params1,labels_sonar_KMeans_params10,labels_sonar_KMeans_params11,labels_sonar_KMeans_params12,labels_sonar_KMeans_params13,labels_sonar_KMeans_params14,labels_sonar_KMeans_params15,labels_sonar_KMeans_params16,labels_sonar_KMeans_params17,labels_sonar_KMeans_params18,labels_sonar_KMeans_params19,labels_sonar_KMeans_params2,labels_sonar_KMeans_params20,labels_sonar_KMeans_params21,labels_sonar_KMeans_params22,labels_sonar_KMeans_params23,labels_sonar_KMeans_params24,labels_sonar_KMeans_params25,labels_sonar_KMeans_params26,labels_sonar_KMeans_params27,labels_sonar_KMeans_params28,labels_sonar_KMeans_params29,labels_sonar_KMeans_params3,labels_sonar_KMeans_params30,labels_sonar_KMeans_params31,labels_sonar_KMeans_params32,labels_sonar_KMeans_params33,labels_sonar_KMeans_params34,labels_sonar_KMeans_params35,labels_sonar_KMeans_params36,labels_sonar_KMeans_params37,labels_sonar_KMeans_params38,labels_sonar_KMeans_params39,labels_sonar_KMeans_params4,labels_sonar_KMeans_params40,labels_sonar_KMeans_params41,labels_sonar_KMeans_params42,labels_sonar_KMeans_params43,labels_sonar_KMeans_params44,labels_sonar_KMeans_params45,labels_sonar_KMeans_params46,labels_sonar_KMeans_params47,labels_sonar_KMeans_params48,labels_sonar_KMeans_params49,labels_sonar_KMeans_params5,labels_sonar_KMeans_params50,labels_sonar_KMeans_params51,labels_sonar_KMeans_params52,labels_sonar_KMeans_params53,labels_sonar_KMeans_params54,labels_sonar_KMeans_params6,labels_sonar_KMeans_params7,labels_sonar_KMeans_params8,labels_sonar_KMeans_params9
cSIL,0.45300575824176553,0.45300575824176553,0.45300575824176553,0.45300575824176553,0.45300575824176553,0.45300575824176553,0.45300575824176553,0.45300575824176553,0.45300575824176553,0.45300575824176553,0.41618452991096017,0.45300575824176553,0.41618452991096017,0.41618452991096017,0.41618452991096017,0.41618452991096017,0.41618452991096017,0.41618452991096017,0.41618452991096017,0.41618452991096017,0.41618452991096017,0.41618452991096017,0.45300575824176553,0.41618452991096017,0.41618452991096017,0.41618452991096017,0.41618452991096017,0.41618452991096017,0.41618452991096017,0.41618452991096017,0.39688528644309273,0.39688528644309273,0.39688528644309273,0.45300575824176553,0.39688528644309273,0.39688528644309273,0.39688528644309273,0.39688528644309273,0.39688528644309273,0.39688528644309273,0.39688528644309273,0.39688528644309273,0.39688528644309273,0.39688528644309273,0.45300575824176553,0.39688528644309273,0.39688528644309273,0.39688528644309273,0.39688528644309273,0.39688528644309273,0.45300575824176553,0.45300575824176553,0.45300575824176553,0.45300575824176553
GD43,0.14545929321885478,0.14545929321885478,0.14545929321885478,0.14545929321885478,0.14545929321885478,0.14545929321885478,0.14545929321885478,0.14545929321885478,0.14545929321885478,0.14545929321885478,0.11897565725103694,0.14545929321885478,0.11897565725103694,0.11897565725103694,0.11897565725103694,0.11897565725103694,0.11897565725103694,0.11897565725103694,0.11897565725103694,0.11897565725103694,0.11897565725103694,0.11897565725103694,0.14545929321885478,0.11897565725103694,0.11897565725103694,0.11897565725103694,0.11897565725103694,0.11897565725103694,0.11897565725103694,0.11897565725103694,0.10612610768326017,0.10612610768326017,0.10612610768326017,0.14545929321885478,0.10612610768326017,0.10612610768326017,0.10612610768326017,0.10612610768326017,0.10612610768326017,0.10612610768326017,0.10612610768326017,0.10612610768326017,0.10612610768326017,0.10612610768326017,0.14545929321885478,0.10612610768326017,0.10612610768326017,0.10612610768326017,0.10612610768326017,0.10612610768326017,0.14545929321885478,0.14545929321885478,0.14545929321885478,0.14545929321885478
GD53,0.46636804427926437,0.46636804427926437,0.46636804427926437,0.46636804427926437,0.46636804427926437,0.46636804427926437,0.46636804427926437,0.46636804427926437,0.46636804427926437,0.46636804427926437,0.27804006240424134,0.46636804427926437,0.27804006240424134,0.27804006240424134,0.27804006240424134,0.27804006240424134,0.27804006240424134,0.27804006240424134,0.27804006240424134,0.27804006240424134,0.27804006240424134,0.27804006240424134,0.46636804427926437,0.27804006240424134,0.27804006240424134,0.27804006240424134,0.27804006240424134,0.27804006240424134,0.27804006240424134,0.27804006240424134,0.2355475724934022,0.2355475724934022,0.2355475724934022,0.46636804427926437,0.2355475724934022,0.2355475724934022,0.2355475724934022,0.2355475724934022,0.2355475724934022,0.2355475724934022,0.2355475724934022,0.2355475724934022,0.2355475724934022,0.2355475724934022,0.46636804427926437,0.2355475724934022,0.2355475724934022,0.2355475724934022,0.2355475724934022,0.2355475724934022,0.46636804427926437,0.46636804427926437,0.46636804427926437,0.46636804427926437
PS,1.8542778131316224,1.8542778131316224,1.8542778131316224,1.8542778131316224,1.8542778131316224,1.8542778131316224,1.8542778131316224,1.8542778131316224,1.8542778131316224,1.8542778131316224,2.2828897368022156,1.8542778131316224,2.2828897368022156,2.2828897368022156,2.2828897368022156,2.2828897368022156,2.2828897368022156,2.2828897368022156,2.2828897368022156,2.2828897368022156,2.2828897368022156,2.2828897368022156,1.8542778131316224,2.2828897368022156,2.2828897368022156,2.2828897368022156,2.2828897368022156,2.2828897368022156,2.2828897368022156,2.2828897368022156,2.234089123241313,2.234089123241313,2.234089123241313,1.8542778131316224,2.234089123241313,2.234089123241313,2.234089123241313,2.234089123241313,2.234089123241313,2.234089123241313,2.234089123241313,2.234089123241313,2.234089123241313,2.234089123241313,1.8542778131316224,2.234089123241313,2.234089123241313,2.234089123241313,2.234089123241313,2.234089123241313,1.8542778131316224,1.8542778131316224,1.8542778131316224,1.8542778131316224
rCIP,2.100901092103664e-30,2.100901092103664e-30,2.100901092103664e-30,2.100901092103664e-30,2.100901092103664e-30,2.100901092103664e-30,2.100901092103664e-30,2.100901092103664e-30,2.100901092103664e-30,2.100901092103664e-30,6.661067736083827e-30,2.100901092103664e-30,6.661067736083827e-30,6.661067736083827e-30,6.661067736083827e-30,6.661067736083827e-30,6.661067736083827e-30,6.661067736083827e-30,6.661067736083827e-30,6.661067736083827e-30,6.661067736083827e-30,6.661067736083827e-30,2.100901092103664e-30,6.661067736083827e-30,6.661067736083827e-30,6.661067736083827e-30,6.661067736083827e-30,6.661067736083827e-30,6.661067736083827e-30,6.661067736083827e-30,1.5823872006595868e-29,1.5823872006595868e-29,1.5823872006595868e-29,2.100901092103664e-30,1.5823872006595868e-29,1.5823872006595868e-29,1.5823872006595868e-29,1.5823872006595868e-29,1.5823872006595868e-29,1.5823872006595868e-29,1.5823872006595868e-29,1.5823872006595868e-29,1.5823872006595868e-29,1.5823872006595868e-29,2.100901092103664e-30,1.5823872006595868e-29,1.5823872006595868e-29,1.5823872006595868e-29,1.5823872006595868e-29,1.5823872006595868e-29,2.100901092103664e-30,2.100901092103664e-30,2.100901092103664e-30,2.100901092103664e-30
WB,9.629303195528406,9.629303195528406,9.629303195528406,9.629303195528406,9.629303195528406,9.629303195528406,9.629303195528406,9.629303195528406,9.629303195528406,9.629303195528406,7.36552065723167,9.629303195528406,7.36552065723167,7.36552065723167,7.36552065723167,7.36552065723167,7.36552065723167,7.36552065723167,7.36552065723167,7.36552065723167,7.36552065723167,7.36552065723167,9.629303195528406,7.36552065723167,7.36552065723167,7.36552065723167,7.36552065723167,7.36552065723167,7.36552065723167,7.36552065723167,8.126320711079309,8.126320711079309,8.126320711079309,9.629303195528406,8.126320711079309,8.126320711079309,8.126320711079309,8.126320711079309,8.126320711079309,8.126320711079309,8.126320711079309,8.126320711079309,8.126320711079309,8.126320711079309,9.629303195528406,8.126320711079309,8.126320711079309,8.126320711079309,8.126320711079309,8.126320711079309,9.629303195528406,9.629303195528406,9.629303195528406,9.629303195528406
XB,1.1996566249976448,1.1996566249976448,1.1996566249976448,1.1996566249976448,1.1996566249976448,1.1996566249976448,1.1996566249976448,1.1996566249976448,1.1996566249976448,1.1996566249976448,1.0348024952866846,1.1996566249976448,1.0348024952866846,1.0348024952866846,1.0348024952866846,1.0348024952866846,1.0348024952866846,1.0348024952866846,1.0348024952866846,1.0348024952866846,1.0348024952866846,1.0348024952866846,1.1996566249976448,1.0348024952866846,1.0348024952866846,1.0348024952866846,1.0348024952866846,1.0348024952866846,1.0348024952866846,1.0348024952866846,1.115131235928945,1.115131235928945,1.115131235928945,1.1996566249976448,1.115131235928945,1.115131235928945,1.115131235928945,1.115131235928945,1.115131235928945,1.115131235928945,1.115131235928945,1.115131235928945,1.115131235928945,1.115131235928945,1.1996566249976448,1.115131235928945,1.115131235928945,1.115131235928945,1.115131235928945,1.115131235928945,1.1996566249976448,1.1996566249976448,1.1996566249976448,1.1996566249976448
SSE,1782.3007986362645,1782.3007986362645,1782.3007986362645,1782.3007986362645,1782.3007986362645,1782.3007986362645,1782.3007986362645,1782.3007986362645,1782.3007986362645,1782.3007986362645,1529.5094482808292,1782.3007986362645,1529.5094482808292,1529.5094482808292,1529.5094482808292,1529.5094482808292,1529.5094482808292,1529.5094482808292,1529.5094482808292,1529.5094482808292,1529.5094482808292,1529.5094482808292,1782.3007986362645,1529.5094482808292,1529.5094482808292,1529.5094482808292,1529.5094482808292,1529.5094482808292,1529.5094482808292,1529.5094482808292,1442.4631981266793,1442.4631981266793,1442.4631981266793,1782.3007986362645,1442.4631981266793,1442.4631981266793,1442.4631981266793,1442.4631981266793,1442.4631981266793,1442.4631981266793,1442.4631981266793,1442.4631981266793,1442.4631981266793,1442.4631981266793,1782.3007986362645,1442.4631981266793,1442.4631981266793,1442.4631981266793,1442.4631981266793,1442.4631981266793,1782.3007986362645,1782.3007986362645,1782.3007986362645,1782.3007986362645
RS,-0.6487295786847718,-0.6487295786847718,-0.6487295786847718,-0.6487295786847718,-0.6487295786847718,-0.6487295786847718,-0.6487295786847718,-0.6487295786847718,-0.6487295786847718,-0.6487295786847718,-1.285150095772414,-0.6487295786847718,-1.285150095772414,-1.285150095772414,-1.285150095772414,-1.285150095772414,-1.285150095772414,-1.285150095772414,-1.285150095772414,-1.285150095772414,-1.285150095772414,-1.285150095772414,-0.6487295786847718,-1.285150095772414,-1.285150095772414,-1.285150095772414,-1.285150095772414,-1.285150095772414,-1.285150095772414,-1.285150095772414,-1.9406033244760312,-1.9406033244760312,-1.9406033244760312,-0.6487295786847718,-1.9406033244760312,-1.9406033244760312,-1.9406033244760312,-1.9406033244760312,-1.9406033244760312,-1.9406033244760312,-1.9406033244760312,-1.9406033244760312,-1.9406033244760312,-1.9406033244760312,-0.6487295786847718,-1.9406033244760312,-1.9406033244760312,-1.9406033244760312,-1.9406033244760312,-1.9406033244760312,-0.6487295786847718,-0.6487295786847718,-0.6487295786847718,-0.6487295786847718
DH,0.8272870199203931,0.8272870199203931,0.8272870199203931,0.8272870199203931,0.8272870199203931,0.8272870199203931,0.8272870199203931,0.8272870199203931,0.8272870199203931,0.8272870199203931,0.383861093420073,0.8272870199203931,0.383861093420073,0.383861093420073,0.383861093420073,0.383861093420073,0.383861093420073,0.383861093420073,0.383861093420073,0.383861093420073,0.383861093420073,0.383861093420073,0.8272870199203931,0.383861093420073,0.383861093420073,0.383861093420073,0.383861093420073,0.383861093420073,0.383861093420073,0.383861093420073,0.25159353591122213,0.25159353591122213,0.25159353591122213,0.8272870199203931,0.25159353591122213,0.25159353591122213,0.25159353591122213,0.25159353591122213,0.25159353591122213,0.25159353591122213,0.25159353591122213,0.25159353591122213,0.25159353591122213,0.25159353591122213,0.8272870199203931,0.25159353591122213,0.25159353591122213,0.25159353591122213,0.25159353591122213,0.25159353591122213,0.8272870199203931,0.8272870199203931,0.8272870199203931,0.8272870199203931
