,labels_sonar_KMeans_params1,labels_sonar_KMeans_params10,labels_sonar_KMeans_params11,labels_sonar_KMeans_params12,labels_sonar_KMeans_params13,labels_sonar_KMeans_params14,labels_sonar_KMeans_params15,labels_sonar_KMeans_params16,labels_sonar_KMeans_params17,labels_sonar_KMeans_params18,labels_sonar_KMeans_params19,labels_sonar_KMeans_params2,labels_sonar_KMeans_params20,labels_sonar_KMeans_params21,labels_sonar_KMeans_params22,labels_sonar_KMeans_params23,labels_sonar_KMeans_params24,labels_sonar_KMeans_params25,labels_sonar_KMeans_params26,labels_sonar_KMeans_params27,labels_sonar_KMeans_params28,labels_sonar_KMeans_params29,labels_sonar_KMeans_params3,labels_sonar_KMeans_params30,labels_sonar_KMeans_params31,labels_sonar_KMeans_params32,labels_sonar_KMeans_params33,labels_sonar_KMeans_params34,labels_sonar_KMeans_params35,labels_sonar_KMeans_params36,labels_sonar_KMeans_params37,labels_sonar_KMeans_params38,labels_sonar_KMeans_params39,labels_sonar_KMeans_params4,labels_sonar_KMeans_params40,labels_sonar_KMeans_params41,labels_sonar_KMeans_params42,labels_sonar_KMeans_params43,labels_sonar_KMeans_params44,labels_sonar_KMeans_params45,labels_sonar_KMeans_params46,labels_sonar_KMeans_params47,labels_sonar_KMeans_params48,labels_sonar_KMeans_params49,labels_sonar_KMeans_params5,labels_sonar_KMeans_params50,labels_sonar_KMeans_params51,labels_sonar_KMeans_params52,labels_sonar_KMeans_params53,labels_sonar_KMeans_params54,labels_sonar_KMeans_params6,labels_sonar_KMeans_params7,labels_sonar_KMeans_params8,labels_sonar_KMeans_params9
B,2.4145708899283047,2.4145708899283047,2.4145708899283047,2.4145708899283047,2.4145708899283047,2.4145708899283047,2.4145708899283047,2.4145708899283047,2.4145708899283047,2.4145708899283047,1.4858506021823106,2.4145708899283047,1.4858506021823106,1.4858506021823106,1.4858506021823106,1.4858506021823106,1.4858506021823106,1.4858506021823106,1.4858506021823106,1.4858506021823106,1.4858506021823106,1.4858506021823106,2.4145708899283047,1.4858506021823106,1.4858506021823106,1.4858506021823106,1.4858506021823106,1.4858506021823106,1.4858506021823106,1.4858506021823106,1.3010601323410806,1.3010601323410806,1.3010601323410806,2.4145708899283047,1.3010601323410806,1.3010601323410806,1.3010601323410806,1.3010601323410806,1.3010601323410806,1.3010601323410806,1.3010601323410806,1.3010601323410806,1.3010601323410806,1.3010601323410806,2.4145708899283047,1.3010601323410806,1.3010601323410806,1.3010601323410806,1.3010601323410806,1.3010601323410806,2.4145708899283047,2.4145708899283047,2.4145708899283047,2.4145708899283047
BH,891.1503993181323,891.1503993181323,891.1503993181323,891.1503993181323,891.1503993181323,891.1503993181323,891.1503993181323,891.1503993181323,891.1503993181323,891.1503993181323,509.8364827602765,891.1503993181323,509.8364827602765,509.8364827602765,509.8364827602765,509.8364827602765,509.8364827602765,509.8364827602765,509.8364827602765,509.8364827602765,509.8364827602765,509.8364827602765,891.1503993181323,509.8364827602765,509.8364827602765,509.8364827602765,509.8364827602765,509.8364827602765,509.8364827602765,509.8364827602765,360.6157995316698,360.6157995316698,360.6157995316698,891.1503993181323,360.6157995316698,360.6157995316698,360.6157995316698,360.6157995316698,360.6157995316698,360.6157995316698,360.6157995316698,360.6157995316698,360.6157995316698,360.6157995316698,891.1503993181323,360.6157995316698,360.6157995316698,360.6157995316698,360.6157995316698,360.6157995316698,891.1503993181323,891.1503993181323,891.1503993181323,891.1503993181323
D,0.34052313266705253,0.34052313266705253,0.34052313266705253,0.34052313266705253,0.34052313266705253,0.34052313266705253,0.34052313266705253,0.34052313266705253,0.34052313266705253,0.34052313266705253,0.3066115193122481,0.34052313266705253,0.3066115193122481,0.3066115193122481,0.3066115193122481,0.3066115193122481,0.3066115193122481,0.3066115193122481,0.3066115193122481,0.3066115193122481,0.3066115193122481,0.3066115193122481,0.34052313266705253,0.3066115193122481,0.3066115193122481,0.3066115193122481,0.3066115193122481,0.3066115193122481,0.3066115193122481,0.3066115193122481,0.3277254512395575,0.3277254512395575,0.3277254512395575,0.34052313266705253,0.3277254512395575,0.3277254512395575,0.3277254512395575,0.3277254512395575,0.3277254512395575,0.3277254512395575,0.3277254512395575,0.3277254512395575,0.3277254512395575,0.3277254512395575,0.34052313266705253,0.3277254512395575,0.3277254512395575,0.3277254512395575,0.3277254512395575,0.3277254512395575,0.34052313266705253,0.34052313266705253,0.34052313266705253,0.34052313266705253
H,1.0869742491089913,1.0869742491089913,1.0869742491089913,1.0869742491089913,1.0869742491089913,1.0869742491089913,1.0869742491089913,1.0869742491089913,1.0869742491089913,1.0869742491089913,1.4798153814715729,1.0869742491089913,1.4798153814715729,1.4798153814715729,1.4798153814715729,1.4798153814715729,1.4798153814715729,1.4798153814715729,1.4798153814715729,1.4798153814715729,1.4798153814715729,1.4798153814715729,1.0869742491089913,1.4798153814715729,1.4798153814715729,1.4798153814715729,1.4798153814715729,1.4798153814715729,1.4798153814715729,1.4798153814715729,2.079300930341021,2.079300930341021,2.079300930341021,1.0869742491089913,2.079300930341021,2.079300930341021,2.079300930341021,2.079300930341021,2.079300930341021,2.079300930341021,2.079300930341021,2.079300930341021,2.079300930341021,2.079300930341021,1.0869742491089913,2.079300930341021,2.079300930341021,2.079300930341021,2.079300930341021,2.079300930341021,1.0869742491089913,1.0869742491089913,1.0869742491089913,1.0869742491089913
DBCV,-0.7941438571354299,-0.7941438571354299,-0.7941438571354299,-0.7941438571354299,-0.7941438571354299,-0.7941438571354299,-0.7941438571354299,-0.7941438571354299,-0.7941438571354299,-0.7941438571354299,-0.51149983243683,-0.7941438571354299,-0.51149983243683,-0.51149983243683,-0.51149983243683,-0.51149983243683,-0.51149983243683,-0.51149983243683,-0.51149983243683,-0.51149983243683,-0.51149983243683,-0.51149983243683,-0.7941438571354299,-0.51149983243683,-0.51149983243683,-0.51149983243683,-0.51149983243683,-0.51149983243683,-0.51149983243683,-0.51149983243683,-0.7352125976748181,-0.7352125976748181,-0.7352125976748181,-0.7941438571354299,-0.7352125976748181,-0.7352125976748181,-0.7352125976748181,-0.7352125976748181,-0.7352125976748181,-0.7352125976748181,-0.7352125976748181,-0.7352125976748181,-0.7352125976748181,-0.7352125976748181,-0.7941438571354299,-0.7352125976748181,-0.7352125976748181,-0.7352125976748181,-0.7352125976748181,-0.7352125976748181,-0.7941438571354299,-0.7941438571354299,-0.7941438571354299,-0.7941438571354299
I,2.1717492274094563,2.1717492274094563,2.1717492274094563,2.1717492274094563,2.1717492274094563,2.1717492274094563,2.1717492274094563,2.1717492274094563,2.1717492274094563,2.1717492274094563,2.059829726205379,2.1717492274094563,2.059829726205379,2.059829726205379,2.059829726205379,2.059829726205379,2.059829726205379,2.059829726205379,2.059829726205379,2.059829726205379,2.059829726205379,2.059829726205379,2.1717492274094563,2.059829726205379,2.059829726205379,2.059829726205379,2.059829726205379,2.059829726205379,2.059829726205379,2.059829726205379,1.3345864368065807,1.3345864368065807,1.3345864368065807,2.1717492274094563,1.3345864368065807,1.3345864368065807,1.3345864368065807,1.3345864368065807,1.3345864368065807,1.3345864368065807,1.3345864368065807,1.3345864368065807,1.3345864368065807,1.3345864368065807,2.1717492274094563,1.3345864368065807,1.3345864368065807,1.3345864368065807,1.3345864368065807,1.3345864368065807,2.1717492274094563,2.1717492274094563,2.1717492274094563,2.1717492274094563
C,0.28772390316754803,0.28772390316754803,0.28772390316754803,0.28772390316754803,0.28772390316754803,0.28772390316754803,0.28772390316754803,0.28772390316754803,0.28772390316754803,0.28772390316754803,0.16912949066540853,0.28772390316754803,0.16912949066540853,0.16912949066540853,0.16912949066540853,0.16912949066540853,0.16912949066540853,0.16912949066540853,0.16912949066540853,0.16912949066540853,0.16912949066540853,0.16912949066540853,0.28772390316754803,0.16912949066540853,0.16912949066540853,0.16912949066540853,0.16912949066540853,0.16912949066540853,0.16912949066540853,0.16912949066540853,0.16368785478438125,0.16368785478438125,0.16368785478438125,0.28772390316754803,0.16368785478438125,0.16368785478438125,0.16368785478438125,0.16368785478438125,0.16368785478438125,0.16368785478438125,0.16368785478438125,0.16368785478438125,0.16368785478438125,0.16368785478438125,0.28772390316754803,0.16368785478438125,0.16368785478438125,0.16368785478438125,0.16368785478438125,0.16368785478438125,0.28772390316754803,0.28772390316754803,0.28772390316754803,0.28772390316754803
VIASCKDE,0.04018951836638281,0.04018951836638281,0.04018951836638281,0.04018951836638281,0.04018951836638281,0.04018951836638281,0.04018951836638281,0.04018951836638281,0.04018951836638281,0.04018951836638281,0.03923002743974899,0.04018951836638281,0.03923002743974899,0.03923002743974899,0.03923002743974899,0.03923002743974899,0.03923002743974899,0.03923002743974899,0.03923002743974899,0.03923002743974899,0.03923002743974899,0.03923002743974899,0.04018951836638281,0.03923002743974899,0.03923002743974899,0.03923002743974899,0.03923002743974899,0.03923002743974899,0.03923002743974899,0.03923002743974899,0.038628530607480824,0.038628530607480824,0.038628530607480824,0.04018951836638281,0.038628530607480824,0.038628530607480824,0.038628530607480824,0.038628530607480824,0.038628530607480824,0.038628530607480824,0.038628530607480824,0.038628530607480824,0.038628530607480824,0.038628530607480824,0.04018951836638281,0.038628530607480824,0.038628530607480824,0.038628530607480824,0.038628530607480824,0.038628530607480824,0.04018951836638281,0.04018951836638281,0.04018951836638281,0.04018951836638281
COP,0.4802642289262543,0.4802642289262543,0.4802642289262543,0.4802642289262543,0.4802642289262543,0.4802642289262543,0.4802642289262543,0.4802642289262543,0.4802642289262543,0.4802642289262543,0.48354436879444374,0.4802642289262543,0.48354436879444374,0.48354436879444374,0.48354436879444374,0.48354436879444374,0.48354436879444374,0.48354436879444374,0.48354436879444374,0.48354436879444374,0.48354436879444374,0.48354436879444374,0.4802642289262543,0.48354436879444374,0.48354436879444374,0.48354436879444374,0.48354436879444374,0.48354436879444374,0.48354436879444374,0.48354436879444374,0.5027757751328328,0.5027757751328328,0.5027757751328328,0.4802642289262543,0.5027757751328328,0.5027757751328328,0.5027757751328328,0.5027757751328328,0.5027757751328328,0.5027757751328328,0.5027757751328328,0.5027757751328328,0.5027757751328328,0.5027757751328328,0.4802642289262543,0.5027757751328328,0.5027757751328328,0.5027757751328328,0.5027757751328328,0.5027757751328328,0.4802642289262543,0.4802642289262543,0.4802642289262543,0.4802642289262543
Sym,0.0008093033617704319,0.0008093033617704319,0.0008093033617704319,0.0008093033617704319,0.0008093033617704319,0.0008093033617704319,0.0008093033617704319,0.0008093033617704319,0.0008093033617704319,0.0008093033617704319,0.0008115090378200604,0.0008093033617704319,0.0008115090378200604,0.0008115090378200604,0.0008115090378200604,0.0008115090378200604,0.0008115090378200604,0.0008115090378200604,0.0008115090378200604,0.0008115090378200604,0.0008115090378200604,0.0008115090378200604,0.0008093033617704319,0.0008115090378200604,0.0008115090378200604,0.0008115090378200604,0.0008115090378200604,0.0008115090378200604,0.0008115090378200604,0.0008115090378200604,0.0006586086991208143,0.0006586086991208143,0.0006586086991208143,0.0008093033617704319,0.0006586086991208143,0.0006586086991208143,0.0006586086991208143,0.0006586086991208143,0.0006586086991208143,0.0006586086991208143,0.0006586086991208143,0.0006586086991208143,0.0006586086991208143,0.0006586086991208143,0.0008093033617704319,0.0006586086991208143,0.0006586086991208143,0.0006586086991208143,0.0006586086991208143,0.0006586086991208143,0.0008093033617704319,0.0008093033617704319,0.0008093033617704319,0.0008093033617704319
CS,2.355376357778191,2.355376357778191,2.355376357778191,2.355376357778191,2.355376357778191,2.355376357778191,2.355376357778191,2.355376357778191,2.355376357778191,2.355376357778191,1.96709013286178,2.355376357778191,1.96709013286178,1.96709013286178,1.96709013286178,1.96709013286178,1.96709013286178,1.96709013286178,1.96709013286178,1.96709013286178,1.96709013286178,1.96709013286178,2.355376357778191,1.96709013286178,1.96709013286178,1.96709013286178,1.96709013286178,1.96709013286178,1.96709013286178,1.96709013286178,2.011751021723216,2.011751021723216,2.011751021723216,2.355376357778191,2.011751021723216,2.011751021723216,2.011751021723216,2.011751021723216,2.011751021723216,2.011751021723216,2.011751021723216,2.011751021723216,2.011751021723216,2.011751021723216,2.355376357778191,2.011751021723216,2.011751021723216,2.011751021723216,2.011751021723216,2.011751021723216,2.355376357778191,2.355376357778191,2.355376357778191,2.355376357778191
SF,0.00848080523661443,0.00848080523661443,0.00848080523661443,0.00848080523661443,0.00848080523661443,0.00848080523661443,0.00848080523661443,0.00848080523661443,0.00848080523661443,0.00848080523661443,0.0007913223650396484,0.00848080523661443,0.0007913223650396484,0.0007913223650396484,0.0007913223650396484,0.0007913223650396484,0.0007913223650396484,0.0007913223650396484,0.0007913223650396484,0.0007913223650396484,0.0007913223650396484,0.0007913223650396484,0.00848080523661443,0.0007913223650396484,0.0007913223650396484,0.0007913223650396484,0.0007913223650396484,0.0007913223650396484,0.0007913223650396484,0.0007913223650396484,5.3688624085279635e-05,5.3688624085279635e-05,5.3688624085279635e-05,0.00848080523661443,5.3688624085279635e-05,5.3688624085279635e-05,5.3688624085279635e-05,5.3688624085279635e-05,5.3688624085279635e-05,5.3688624085279635e-05,5.3688624085279635e-05,5.3688624085279635e-05,5.3688624085279635e-05,5.3688624085279635e-05,0.00848080523661443,5.3688624085279635e-05,5.3688624085279635e-05,5.3688624085279635e-05,5.3688624085279635e-05,5.3688624085279635e-05,0.00848080523661443,0.00848080523661443,0.00848080523661443,0.00848080523661443
SD,5.8180827292226445,5.8180827292226445,5.8180827292226445,5.8180827292226445,5.8180827292226445,5.8180827292226445,5.8180827292226445,5.8180827292226445,5.8180827292226445,5.8180827292226445,5.381178197938389,5.8180827292226445,5.381178197938389,5.381178197938389,5.381178197938389,5.381178197938389,5.381178197938389,5.381178197938389,5.381178197938389,5.381178197938389,5.381178197938389,5.381178197938389,5.8180827292226445,5.381178197938389,5.381178197938389,5.381178197938389,5.381178197938389,5.381178197938389,5.381178197938389,5.381178197938389,5.284542801064669,5.284542801064669,5.284542801064669,5.8180827292226445,5.284542801064669,5.284542801064669,5.284542801064669,5.284542801064669,5.284542801064669,5.284542801064669,5.284542801064669,5.284542801064669,5.284542801064669,5.284542801064669,5.8180827292226445,5.284542801064669,5.284542801064669,5.284542801064669,5.284542801064669,5.284542801064669,5.8180827292226445,5.8180827292226445,5.8180827292226445,5.8180827292226445
SDbw,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
XB*,1.2861694103115717,1.2861694103115717,1.2861694103115717,1.2861694103115717,1.2861694103115717,1.2861694103115717,1.2861694103115717,1.2861694103115717,1.2861694103115717,1.2861694103115717,1.5765081156530039,1.2861694103115717,1.5765081156530039,1.5765081156530039,1.5765081156530039,1.5765081156530039,1.5765081156530039,1.5765081156530039,1.5765081156530039,1.5765081156530039,1.5765081156530039,1.5765081156530039,1.2861694103115717,1.5765081156530039,1.5765081156530039,1.5765081156530039,1.5765081156530039,1.5765081156530039,1.5765081156530039,1.5765081156530039,1.8892527161432082,1.8892527161432082,1.8892527161432082,1.2861694103115717,1.8892527161432082,1.8892527161432082,1.8892527161432082,1.8892527161432082,1.8892527161432082,1.8892527161432082,1.8892527161432082,1.8892527161432082,1.8892527161432082,1.8892527161432082,1.2861694103115717,1.8892527161432082,1.8892527161432082,1.8892527161432082,1.8892527161432082,1.8892527161432082,1.2861694103115717,1.2861694103115717,1.2861694103115717,1.2861694103115717
