,labels_wine_HDBSCAN_params1,labels_wine_HDBSCAN_params10,labels_wine_HDBSCAN_params11,labels_wine_HDBSCAN_params12,labels_wine_HDBSCAN_params13,labels_wine_HDBSCAN_params14,labels_wine_HDBSCAN_params15,labels_wine_HDBSCAN_params16,labels_wine_HDBSCAN_params17,labels_wine_HDBSCAN_params18,labels_wine_HDBSCAN_params19,labels_wine_HDBSCAN_params2,labels_wine_HDBSCAN_params20,labels_wine_HDBSCAN_params21,labels_wine_HDBSCAN_params22,labels_wine_HDBSCAN_params23,labels_wine_HDBSCAN_params24,labels_wine_HDBSCAN_params25,labels_wine_HDBSCAN_params26,labels_wine_HDBSCAN_params27,labels_wine_HDBSCAN_params28,labels_wine_HDBSCAN_params29,labels_wine_HDBSCAN_params3,labels_wine_HDBSCAN_params30,labels_wine_HDBSCAN_params31,labels_wine_HDBSCAN_params32,labels_wine_HDBSCAN_params33,labels_wine_HDBSCAN_params34,labels_wine_HDBSCAN_params35,labels_wine_HDBSCAN_params36,labels_wine_HDBSCAN_params37,labels_wine_HDBSCAN_params38,labels_wine_HDBSCAN_params39,labels_wine_HDBSCAN_params4,labels_wine_HDBSCAN_params40,labels_wine_HDBSCAN_params41,labels_wine_HDBSCAN_params42,labels_wine_HDBSCAN_params43,labels_wine_HDBSCAN_params44,labels_wine_HDBSCAN_params45,labels_wine_HDBSCAN_params46,labels_wine_HDBSCAN_params47,labels_wine_HDBSCAN_params48,labels_wine_HDBSCAN_params49,labels_wine_HDBSCAN_params5,labels_wine_HDBSCAN_params50,labels_wine_HDBSCAN_params51,labels_wine_HDBSCAN_params52,labels_wine_HDBSCAN_params53,labels_wine_HDBSCAN_params54,labels_wine_HDBSCAN_params55,labels_wine_HDBSCAN_params56,labels_wine_HDBSCAN_params6,labels_wine_HDBSCAN_params7,labels_wine_HDBSCAN_params8,labels_wine_HDBSCAN_params9
B,0.5598942829043064,0.4739724075361802,0.4739724075361802,0.4739724075361802,0.4739724075361802,0.4739724075361802,0.4085806649469148,0.4085806649469148,0.4085806649469148,0.4085806649469148,0.4085806649469148,0.5598942829043064,0.4085806649469148,0.4085806649469148,0.5598942829043064,0.5598942829043064,0.5598942829043064,0.5598942829043064,0.5598942829043064,0.5598942829043064,0.5598942829043064,0.4739724075361802,0.5598942829043064,0.4739724075361802,0.4739724075361802,0.4739724075361802,0.4739724075361802,0.4739724075361802,0.4739724075361802,0.4085806649469148,0.4085806649469148,0.4085806649469148,0.4085806649469148,0.5598942829043064,0.4085806649469148,0.4085806649469148,0.4085806649469148,0.5598942829043064,0.5598942829043064,0.5598942829043064,0.5598942829043064,0.5598942829043064,0.5598942829043064,0.5598942829043064,0.5598942829043064,0.4739724075361802,0.4739724075361802,0.4739724075361802,0.4739724075361802,0.4739724075361802,0.4739724075361802,0.4739724075361802,0.5598942829043064,0.5598942829043064,0.4739724075361802,0.4739724075361802
BH,75.89450562852913,56.8463139716226,56.8463139716226,56.8463139716226,56.8463139716226,56.8463139716226,48.1595553698369,48.1595553698369,48.1595553698369,48.1595553698369,48.1595553698369,75.89450562852913,48.1595553698369,48.1595553698369,75.89450562852913,75.89450562852913,75.89450562852913,75.89450562852913,75.89450562852913,75.89450562852913,75.89450562852913,56.8463139716226,75.89450562852913,56.8463139716226,56.8463139716226,56.8463139716226,56.8463139716226,56.8463139716226,56.8463139716226,48.1595553698369,48.1595553698369,48.1595553698369,48.1595553698369,75.89450562852913,48.1595553698369,48.1595553698369,48.1595553698369,75.89450562852913,75.89450562852913,75.89450562852913,75.89450562852913,75.89450562852913,75.89450562852913,75.89450562852913,75.89450562852913,56.8463139716226,56.8463139716226,56.8463139716226,56.8463139716226,56.8463139716226,56.8463139716226,56.8463139716226,75.89450562852913,75.89450562852913,56.8463139716226,56.8463139716226
D,0.4179742721425925,0.5952128846741277,0.5952128846741277,0.5952128846741277,0.5952128846741277,0.5952128846741277,0.5536976509808493,0.5536976509808493,0.5536976509808493,0.5536976509808493,0.5536976509808493,0.4179742721425925,0.5536976509808493,0.5536976509808493,0.4179742721425925,0.4179742721425925,0.4179742721425925,0.4179742721425925,0.4179742721425925,0.4179742721425925,0.4179742721425925,0.5952128846741277,0.4179742721425925,0.5952128846741277,0.5952128846741277,0.5952128846741277,0.5952128846741277,0.5952128846741277,0.5952128846741277,0.5536976509808493,0.5536976509808493,0.5536976509808493,0.5536976509808493,0.4179742721425925,0.5536976509808493,0.5536976509808493,0.5536976509808493,0.4179742721425925,0.4179742721425925,0.4179742721425925,0.4179742721425925,0.4179742721425925,0.4179742721425925,0.4179742721425925,0.4179742721425925,0.5952128846741277,0.5952128846741277,0.5952128846741277,0.5952128846741277,0.5952128846741277,0.5952128846741277,0.5952128846741277,0.4179742721425925,0.4179742721425925,0.5952128846741277,0.5952128846741277
H,0.4446316487802473,0.38837583736944997,0.38837583736944997,0.38837583736944997,0.38837583736944997,0.38837583736944997,0.35484940244608926,0.35484940244608926,0.35484940244608926,0.35484940244608926,0.35484940244608926,0.4446316487802473,0.35484940244608926,0.35484940244608926,0.4446316487802473,0.4446316487802473,0.4446316487802473,0.4446316487802473,0.4446316487802473,0.4446316487802473,0.4446316487802473,0.38837583736944997,0.4446316487802473,0.38837583736944997,0.38837583736944997,0.38837583736944997,0.38837583736944997,0.38837583736944997,0.38837583736944997,0.35484940244608926,0.35484940244608926,0.35484940244608926,0.35484940244608926,0.4446316487802473,0.35484940244608926,0.35484940244608926,0.35484940244608926,0.4446316487802473,0.4446316487802473,0.4446316487802473,0.4446316487802473,0.4446316487802473,0.4446316487802473,0.4446316487802473,0.4446316487802473,0.38837583736944997,0.38837583736944997,0.38837583736944997,0.38837583736944997,0.38837583736944997,0.38837583736944997,0.38837583736944997,0.4446316487802473,0.4446316487802473,0.38837583736944997,0.38837583736944997
DBCV,0.3662910236919015,0.47164316241000737,0.47164316241000737,0.47164316241000737,0.47164316241000737,0.47164316241000737,0.5701473961707322,0.5701473961707322,0.5701473961707322,0.5701473961707322,0.5701473961707322,0.3662910236919015,0.5701473961707322,0.5701473961707322,0.3662910236919015,0.3662910236919015,0.3662910236919015,0.3662910236919015,0.3662910236919015,0.3662910236919015,0.3662910236919015,0.47164316241000737,0.3662910236919015,0.47164316241000737,0.47164316241000737,0.47164316241000737,0.47164316241000737,0.47164316241000737,0.47164316241000737,0.5701473961707322,0.5701473961707322,0.5701473961707322,0.5701473961707322,0.3662910236919015,0.5701473961707322,0.5701473961707322,0.5701473961707322,0.3662910236919015,0.3662910236919015,0.3662910236919015,0.3662910236919015,0.3662910236919015,0.3662910236919015,0.3662910236919015,0.3662910236919015,0.47164316241000737,0.47164316241000737,0.47164316241000737,0.47164316241000737,0.47164316241000737,0.47164316241000737,0.47164316241000737,0.3662910236919015,0.3662910236919015,0.47164316241000737,0.47164316241000737
I,1.4803265429114447,1.5993614657020554,1.5993614657020554,1.5993614657020554,1.5993614657020554,1.5993614657020554,1.492621115616191,1.492621115616191,1.492621115616191,1.492621115616191,1.492621115616191,1.4803265429114447,1.492621115616191,1.492621115616191,1.4803265429114447,1.4803265429114447,1.4803265429114447,1.4803265429114447,1.4803265429114447,1.4803265429114447,1.4803265429114447,1.5993614657020554,1.4803265429114447,1.5993614657020554,1.5993614657020554,1.5993614657020554,1.5993614657020554,1.5993614657020554,1.5993614657020554,1.492621115616191,1.492621115616191,1.492621115616191,1.492621115616191,1.4803265429114447,1.492621115616191,1.492621115616191,1.492621115616191,1.4803265429114447,1.4803265429114447,1.4803265429114447,1.4803265429114447,1.4803265429114447,1.4803265429114447,1.4803265429114447,1.4803265429114447,1.5993614657020554,1.5993614657020554,1.5993614657020554,1.5993614657020554,1.5993614657020554,1.5993614657020554,1.5993614657020554,1.4803265429114447,1.4803265429114447,1.5993614657020554,1.5993614657020554
C,0.10064026536736027,0.08952345548132191,0.08952345548132191,0.08952345548132191,0.08952345548132191,0.08952345548132191,0.07943867870217378,0.07943867870217378,0.07943867870217378,0.07943867870217378,0.07943867870217378,0.10064026536736027,0.07943867870217378,0.07943867870217378,0.10064026536736027,0.10064026536736027,0.10064026536736027,0.10064026536736027,0.10064026536736027,0.10064026536736027,0.10064026536736027,0.08952345548132191,0.10064026536736027,0.08952345548132191,0.08952345548132191,0.08952345548132191,0.08952345548132191,0.08952345548132191,0.08952345548132191,0.07943867870217378,0.07943867870217378,0.07943867870217378,0.07943867870217378,0.10064026536736027,0.07943867870217378,0.07943867870217378,0.07943867870217378,0.10064026536736027,0.10064026536736027,0.10064026536736027,0.10064026536736027,0.10064026536736027,0.10064026536736027,0.10064026536736027,0.10064026536736027,0.08952345548132191,0.08952345548132191,0.08952345548132191,0.08952345548132191,0.08952345548132191,0.08952345548132191,0.08952345548132191,0.10064026536736027,0.10064026536736027,0.08952345548132191,0.08952345548132191
VIASCKDE,0.04889498491837775,0.03387912265394564,0.03387912265394564,0.03387912265394564,0.03387912265394564,0.03387912265394564,0.0327660831696002,0.0327660831696002,0.0327660831696002,0.0327660831696002,0.0327660831696002,0.04889498491837775,0.0327660831696002,0.0327660831696002,0.04889498491837775,0.04889498491837775,0.04889498491837775,0.04889498491837775,0.04889498491837775,0.04889498491837775,0.04889498491837775,0.03387912265394564,0.04889498491837775,0.03387912265394564,0.03387912265394564,0.03387912265394564,0.03387912265394564,0.03387912265394564,0.03387912265394564,0.0327660831696002,0.0327660831696002,0.0327660831696002,0.0327660831696002,0.04889498491837775,0.0327660831696002,0.0327660831696002,0.0327660831696002,0.04889498491837775,0.04889498491837775,0.04889498491837775,0.04889498491837775,0.04889498491837775,0.04889498491837775,0.04889498491837775,0.04889498491837775,0.03387912265394564,0.03387912265394564,0.03387912265394564,0.03387912265394564,0.03387912265394564,0.03387912265394564,0.03387912265394564,0.04889498491837775,0.04889498491837775,0.03387912265394564,0.03387912265394564
COP,0.3663325272009536,0.3483408008363492,0.3483408008363492,0.3483408008363492,0.3483408008363492,0.3483408008363492,0.3686602444890266,0.3686602444890266,0.3686602444890266,0.3686602444890266,0.3686602444890266,0.3663325272009536,0.3686602444890266,0.3686602444890266,0.3663325272009536,0.3663325272009536,0.3663325272009536,0.3663325272009536,0.3663325272009536,0.3663325272009536,0.3663325272009536,0.3483408008363492,0.3663325272009536,0.3483408008363492,0.3483408008363492,0.3483408008363492,0.3483408008363492,0.3483408008363492,0.3483408008363492,0.3686602444890266,0.3686602444890266,0.3686602444890266,0.3686602444890266,0.3663325272009536,0.3686602444890266,0.3686602444890266,0.3686602444890266,0.3663325272009536,0.3663325272009536,0.3663325272009536,0.3663325272009536,0.3663325272009536,0.3663325272009536,0.3663325272009536,0.3663325272009536,0.3483408008363492,0.3483408008363492,0.3483408008363492,0.3483408008363492,0.3483408008363492,0.3483408008363492,0.3483408008363492,0.3663325272009536,0.3663325272009536,0.3483408008363492,0.3483408008363492
Sym,0.00926501832484539,0.012468236834939285,0.012468236834939285,0.012468236834939285,0.012468236834939285,0.012468236834939285,0.014857372407803627,0.014857372407803627,0.014857372407803627,0.014857372407803627,0.014857372407803627,0.00926501832484539,0.014857372407803627,0.014857372407803627,0.00926501832484539,0.00926501832484539,0.00926501832484539,0.00926501832484539,0.00926501832484539,0.00926501832484539,0.00926501832484539,0.012468236834939285,0.00926501832484539,0.012468236834939285,0.012468236834939285,0.012468236834939285,0.012468236834939285,0.012468236834939285,0.012468236834939285,0.014857372407803627,0.014857372407803627,0.014857372407803627,0.014857372407803627,0.00926501832484539,0.014857372407803627,0.014857372407803627,0.014857372407803627,0.00926501832484539,0.00926501832484539,0.00926501832484539,0.00926501832484539,0.00926501832484539,0.00926501832484539,0.00926501832484539,0.00926501832484539,0.012468236834939285,0.012468236834939285,0.012468236834939285,0.012468236834939285,0.012468236834939285,0.012468236834939285,0.012468236834939285,0.00926501832484539,0.00926501832484539,0.012468236834939285,0.012468236834939285
CS,1.1397574425507186,1.0416735518660218,1.0416735518660218,1.0416735518660218,1.0416735518660218,1.0416735518660218,0.94245735529015,0.94245735529015,0.94245735529015,0.94245735529015,0.94245735529015,1.1397574425507186,0.94245735529015,0.94245735529015,1.1397574425507186,1.1397574425507186,1.1397574425507186,1.1397574425507186,1.1397574425507186,1.1397574425507186,1.1397574425507186,1.0416735518660218,1.1397574425507186,1.0416735518660218,1.0416735518660218,1.0416735518660218,1.0416735518660218,1.0416735518660218,1.0416735518660218,0.94245735529015,0.94245735529015,0.94245735529015,0.94245735529015,1.1397574425507186,0.94245735529015,0.94245735529015,0.94245735529015,1.1397574425507186,1.1397574425507186,1.1397574425507186,1.1397574425507186,1.1397574425507186,1.1397574425507186,1.1397574425507186,1.1397574425507186,1.0416735518660218,1.0416735518660218,1.0416735518660218,1.0416735518660218,1.0416735518660218,1.0416735518660218,1.0416735518660218,1.1397574425507186,1.1397574425507186,1.0416735518660218,1.0416735518660218
SF,0.1814734787390846,0.20034267748451806,0.20034267748451806,0.20034267748451806,0.20034267748451806,0.20034267748451806,0.20545445071797563,0.20545445071797563,0.20545445071797563,0.20545445071797563,0.20545445071797563,0.1814734787390846,0.20545445071797563,0.20545445071797563,0.1814734787390846,0.1814734787390846,0.1814734787390846,0.1814734787390846,0.1814734787390846,0.1814734787390846,0.1814734787390846,0.20034267748451806,0.1814734787390846,0.20034267748451806,0.20034267748451806,0.20034267748451806,0.20034267748451806,0.20034267748451806,0.20034267748451806,0.20545445071797563,0.20545445071797563,0.20545445071797563,0.20545445071797563,0.1814734787390846,0.20545445071797563,0.20545445071797563,0.20545445071797563,0.1814734787390846,0.1814734787390846,0.1814734787390846,0.1814734787390846,0.1814734787390846,0.1814734787390846,0.1814734787390846,0.1814734787390846,0.20034267748451806,0.20034267748451806,0.20034267748451806,0.20034267748451806,0.20034267748451806,0.20034267748451806,0.20034267748451806,0.1814734787390846,0.1814734787390846,0.20034267748451806,0.20034267748451806
SD,11.006910383255681,9.83549064850612,9.83549064850612,9.83549064850612,9.83549064850612,9.83549064850612,10.202919136110602,10.202919136110602,10.202919136110602,10.202919136110602,10.202919136110602,11.006910383255681,10.202919136110602,10.202919136110602,11.006910383255681,11.006910383255681,11.006910383255681,11.006910383255681,11.006910383255681,11.006910383255681,11.006910383255681,9.83549064850612,11.006910383255681,9.83549064850612,9.83549064850612,9.83549064850612,9.83549064850612,9.83549064850612,9.83549064850612,10.202919136110602,10.202919136110602,10.202919136110602,10.202919136110602,11.006910383255681,10.202919136110602,10.202919136110602,10.202919136110602,11.006910383255681,11.006910383255681,11.006910383255681,11.006910383255681,11.006910383255681,11.006910383255681,11.006910383255681,11.006910383255681,9.83549064850612,9.83549064850612,9.83549064850612,9.83549064850612,9.83549064850612,9.83549064850612,9.83549064850612,11.006910383255681,11.006910383255681,9.83549064850612,9.83549064850612
SDbw,0.6104286540318865,0.5715791159198098,0.5715791159198098,0.5715791159198098,0.5715791159198098,0.5715791159198098,0.5698169962912327,0.5698169962912327,0.5698169962912327,0.5698169962912327,0.5698169962912327,0.6104286540318865,0.5698169962912327,0.5698169962912327,0.6104286540318865,0.6104286540318865,0.6104286540318865,0.6104286540318865,0.6104286540318865,0.6104286540318865,0.6104286540318865,0.5715791159198098,0.6104286540318865,0.5715791159198098,0.5715791159198098,0.5715791159198098,0.5715791159198098,0.5715791159198098,0.5715791159198098,0.5698169962912327,0.5698169962912327,0.5698169962912327,0.5698169962912327,0.6104286540318865,0.5698169962912327,0.5698169962912327,0.5698169962912327,0.6104286540318865,0.6104286540318865,0.6104286540318865,0.6104286540318865,0.6104286540318865,0.6104286540318865,0.6104286540318865,0.6104286540318865,0.5715791159198098,0.5715791159198098,0.5715791159198098,0.5715791159198098,0.5715791159198098,0.5715791159198098,0.5715791159198098,0.6104286540318865,0.6104286540318865,0.5715791159198098,0.5715791159198098
