,labels_wine_HDBSCAN_params1,labels_wine_HDBSCAN_params10,labels_wine_HDBSCAN_params11,labels_wine_HDBSCAN_params12,labels_wine_HDBSCAN_params13,labels_wine_HDBSCAN_params14,labels_wine_HDBSCAN_params15,labels_wine_HDBSCAN_params16,labels_wine_HDBSCAN_params17,labels_wine_HDBSCAN_params18,labels_wine_HDBSCAN_params19,labels_wine_HDBSCAN_params2,labels_wine_HDBSCAN_params20,labels_wine_HDBSCAN_params21,labels_wine_HDBSCAN_params22,labels_wine_HDBSCAN_params23,labels_wine_HDBSCAN_params24,labels_wine_HDBSCAN_params25,labels_wine_HDBSCAN_params26,labels_wine_HDBSCAN_params27,labels_wine_HDBSCAN_params28,labels_wine_HDBSCAN_params29,labels_wine_HDBSCAN_params3,labels_wine_HDBSCAN_params30,labels_wine_HDBSCAN_params31,labels_wine_HDBSCAN_params32,labels_wine_HDBSCAN_params33,labels_wine_HDBSCAN_params34,labels_wine_HDBSCAN_params35,labels_wine_HDBSCAN_params36,labels_wine_HDBSCAN_params37,labels_wine_HDBSCAN_params38,labels_wine_HDBSCAN_params39,labels_wine_HDBSCAN_params4,labels_wine_HDBSCAN_params40,labels_wine_HDBSCAN_params41,labels_wine_HDBSCAN_params42,labels_wine_HDBSCAN_params43,labels_wine_HDBSCAN_params44,labels_wine_HDBSCAN_params45,labels_wine_HDBSCAN_params46,labels_wine_HDBSCAN_params47,labels_wine_HDBSCAN_params48,labels_wine_HDBSCAN_params49,labels_wine_HDBSCAN_params5,labels_wine_HDBSCAN_params50,labels_wine_HDBSCAN_params51,labels_wine_HDBSCAN_params52,labels_wine_HDBSCAN_params53,labels_wine_HDBSCAN_params54,labels_wine_HDBSCAN_params55,labels_wine_HDBSCAN_params56,labels_wine_HDBSCAN_params6,labels_wine_HDBSCAN_params7,labels_wine_HDBSCAN_params8,labels_wine_HDBSCAN_params9
cSIL,0.7688418204093419,0.7960365032416699,0.7960365032416699,0.7960365032416699,0.7960365032416699,0.7960365032416699,0.8118298866467275,0.8118298866467275,0.8118298866467275,0.8118298866467275,0.8118298866467275,0.7688418204093419,0.8118298866467275,0.8118298866467275,0.7688418204093419,0.7688418204093419,0.7688418204093419,0.7688418204093419,0.7688418204093419,0.7688418204093419,0.7688418204093419,0.7960365032416699,0.7688418204093419,0.7960365032416699,0.7960365032416699,0.7960365032416699,0.7960365032416699,0.7960365032416699,0.7960365032416699,0.8118298866467275,0.8118298866467275,0.8118298866467275,0.8118298866467275,0.7688418204093419,0.8118298866467275,0.8118298866467275,0.8118298866467275,0.7688418204093419,0.7688418204093419,0.7688418204093419,0.7688418204093419,0.7688418204093419,0.7688418204093419,0.7688418204093419,0.7688418204093419,0.7960365032416699,0.7960365032416699,0.7960365032416699,0.7960365032416699,0.7960365032416699,0.7960365032416699,0.7960365032416699,0.7688418204093419,0.7688418204093419,0.7960365032416699,0.7960365032416699
GD43,0.7012880349204702,0.7716941540153415,0.7716941540153415,0.7716941540153415,0.7716941540153415,0.7716941540153415,0.8227070345775181,0.8227070345775181,0.8227070345775181,0.8227070345775181,0.8227070345775181,0.7012880349204702,0.8227070345775181,0.8227070345775181,0.7012880349204702,0.7012880349204702,0.7012880349204702,0.7012880349204702,0.7012880349204702,0.7012880349204702,0.7012880349204702,0.7716941540153415,0.7012880349204702,0.7716941540153415,0.7716941540153415,0.7716941540153415,0.7716941540153415,0.7716941540153415,0.7716941540153415,0.8227070345775181,0.8227070345775181,0.8227070345775181,0.8227070345775181,0.7012880349204702,0.8227070345775181,0.8227070345775181,0.8227070345775181,0.7012880349204702,0.7012880349204702,0.7012880349204702,0.7012880349204702,0.7012880349204702,0.7012880349204702,0.7012880349204702,0.7012880349204702,0.7716941540153415,0.7716941540153415,0.7716941540153415,0.7716941540153415,0.7716941540153415,0.7716941540153415,0.7716941540153415,0.7012880349204702,0.7012880349204702,0.7716941540153415,0.7716941540153415
GD53,0.4366107709282384,0.4349052476277828,0.4349052476277828,0.4349052476277828,0.4349052476277828,0.4349052476277828,0.4464288193772699,0.4464288193772699,0.4464288193772699,0.4464288193772699,0.4464288193772699,0.4366107709282384,0.4464288193772699,0.4464288193772699,0.4366107709282384,0.4366107709282384,0.4366107709282384,0.4366107709282384,0.4366107709282384,0.4366107709282384,0.4366107709282384,0.4349052476277828,0.4366107709282384,0.4349052476277828,0.4349052476277828,0.4349052476277828,0.4349052476277828,0.4349052476277828,0.4349052476277828,0.4464288193772699,0.4464288193772699,0.4464288193772699,0.4464288193772699,0.4366107709282384,0.4464288193772699,0.4464288193772699,0.4464288193772699,0.4366107709282384,0.4366107709282384,0.4366107709282384,0.4366107709282384,0.4366107709282384,0.4366107709282384,0.4366107709282384,0.4366107709282384,0.4349052476277828,0.4349052476277828,0.4349052476277828,0.4349052476277828,0.4349052476277828,0.4349052476277828,0.4349052476277828,0.4366107709282384,0.4366107709282384,0.4349052476277828,0.4349052476277828
PS,1.35046549641608,1.296702055555865,1.296702055555865,1.296702055555865,1.296702055555865,1.296702055555865,1.1930984519522614,1.1930984519522614,1.1930984519522614,1.1930984519522614,1.1930984519522614,1.35046549641608,1.1930984519522614,1.1930984519522614,1.35046549641608,1.35046549641608,1.35046549641608,1.35046549641608,1.35046549641608,1.35046549641608,1.35046549641608,1.296702055555865,1.35046549641608,1.296702055555865,1.296702055555865,1.296702055555865,1.296702055555865,1.296702055555865,1.296702055555865,1.1930984519522614,1.1930984519522614,1.1930984519522614,1.1930984519522614,1.35046549641608,1.1930984519522614,1.1930984519522614,1.1930984519522614,1.35046549641608,1.35046549641608,1.35046549641608,1.35046549641608,1.35046549641608,1.35046549641608,1.35046549641608,1.35046549641608,1.296702055555865,1.296702055555865,1.296702055555865,1.296702055555865,1.296702055555865,1.296702055555865,1.296702055555865,1.35046549641608,1.35046549641608,1.296702055555865,1.296702055555865
rCIP,4.792511472006739e-05,4.7907426033260584e-05,4.7907426033260584e-05,4.7907426033260584e-05,4.7907426033260584e-05,4.7907426033260584e-05,2.9564144658270233e-05,2.9564144658270233e-05,2.9564144658270233e-05,2.9564144658270233e-05,2.9564144658270233e-05,4.792511472006739e-05,2.9564144658270233e-05,2.9564144658270233e-05,4.792511472006739e-05,4.792511472006739e-05,4.792511472006739e-05,4.792511472006739e-05,4.792511472006739e-05,4.792511472006739e-05,4.792511472006739e-05,4.7907426033260584e-05,4.792511472006739e-05,4.7907426033260584e-05,4.7907426033260584e-05,4.7907426033260584e-05,4.7907426033260584e-05,4.7907426033260584e-05,4.7907426033260584e-05,2.9564144658270233e-05,2.9564144658270233e-05,2.9564144658270233e-05,2.9564144658270233e-05,4.792511472006739e-05,2.9564144658270233e-05,2.9564144658270233e-05,2.9564144658270233e-05,4.792511472006739e-05,4.792511472006739e-05,4.792511472006739e-05,4.792511472006739e-05,4.792511472006739e-05,4.792511472006739e-05,4.792511472006739e-05,4.792511472006739e-05,4.7907426033260584e-05,4.7907426033260584e-05,4.7907426033260584e-05,4.7907426033260584e-05,4.7907426033260584e-05,4.7907426033260584e-05,4.7907426033260584e-05,4.792511472006739e-05,4.792511472006739e-05,4.7907426033260584e-05,4.7907426033260584e-05
WB,3.274683845602061,3.099050356967332,3.099050356967332,3.099050356967332,3.099050356967332,3.099050356967332,3.662478563117591,3.662478563117591,3.662478563117591,3.662478563117591,3.662478563117591,3.274683845602061,3.662478563117591,3.662478563117591,3.274683845602061,3.274683845602061,3.274683845602061,3.274683845602061,3.274683845602061,3.274683845602061,3.274683845602061,3.099050356967332,3.274683845602061,3.099050356967332,3.099050356967332,3.099050356967332,3.099050356967332,3.099050356967332,3.099050356967332,3.662478563117591,3.662478563117591,3.662478563117591,3.662478563117591,3.274683845602061,3.662478563117591,3.662478563117591,3.662478563117591,3.274683845602061,3.274683845602061,3.274683845602061,3.274683845602061,3.274683845602061,3.274683845602061,3.274683845602061,3.274683845602061,3.099050356967332,3.099050356967332,3.099050356967332,3.099050356967332,3.099050356967332,3.099050356967332,3.099050356967332,3.274683845602061,3.274683845602061,3.099050356967332,3.099050356967332
XB,0.3294165469345502,0.2905359709656874,0.2905359709656874,0.2905359709656874,0.2905359709656874,0.2905359709656874,0.27819092092754083,0.27819092092754083,0.27819092092754083,0.27819092092754083,0.27819092092754083,0.3294165469345502,0.27819092092754083,0.27819092092754083,0.3294165469345502,0.3294165469345502,0.3294165469345502,0.3294165469345502,0.3294165469345502,0.3294165469345502,0.3294165469345502,0.2905359709656874,0.3294165469345502,0.2905359709656874,0.2905359709656874,0.2905359709656874,0.2905359709656874,0.2905359709656874,0.2905359709656874,0.27819092092754083,0.27819092092754083,0.27819092092754083,0.27819092092754083,0.3294165469345502,0.27819092092754083,0.27819092092754083,0.27819092092754083,0.3294165469345502,0.3294165469345502,0.3294165469345502,0.3294165469345502,0.3294165469345502,0.3294165469345502,0.3294165469345502,0.3294165469345502,0.2905359709656874,0.2905359709656874,0.2905359709656874,0.2905359709656874,0.2905359709656874,0.2905359709656874,0.2905359709656874,0.3294165469345502,0.3294165469345502,0.2905359709656874,0.2905359709656874
SSE,151.78901125705826,113.69262794324521,113.69262794324521,113.69262794324521,113.69262794324521,113.69262794324521,96.31911073967379,96.31911073967379,96.31911073967379,96.31911073967379,96.31911073967379,151.78901125705826,96.31911073967379,96.31911073967379,151.78901125705826,151.78901125705826,151.78901125705826,151.78901125705826,151.78901125705826,151.78901125705826,151.78901125705826,113.69262794324521,151.78901125705826,113.69262794324521,113.69262794324521,113.69262794324521,113.69262794324521,113.69262794324521,113.69262794324521,96.31911073967379,96.31911073967379,96.31911073967379,96.31911073967379,151.78901125705826,96.31911073967379,96.31911073967379,96.31911073967379,151.78901125705826,151.78901125705826,151.78901125705826,151.78901125705826,151.78901125705826,151.78901125705826,151.78901125705826,151.78901125705826,113.69262794324521,113.69262794324521,113.69262794324521,113.69262794324521,113.69262794324521,113.69262794324521,113.69262794324521,151.78901125705826,151.78901125705826,113.69262794324521,113.69262794324521
RS,-0.09894679450151779,-0.03360335958411109,-0.03360335958411109,-0.03360335958411109,-0.03360335958411109,-0.03360335958411109,-0.03335591967510402,-0.03335591967510402,-0.03335591967510402,-0.03335591967510402,-0.03335591967510402,-0.09894679450151779,-0.03335591967510402,-0.03335591967510402,-0.09894679450151779,-0.09894679450151779,-0.09894679450151779,-0.09894679450151779,-0.09894679450151779,-0.09894679450151779,-0.09894679450151779,-0.03360335958411109,-0.09894679450151779,-0.03360335958411109,-0.03360335958411109,-0.03360335958411109,-0.03360335958411109,-0.03360335958411109,-0.03360335958411109,-0.03335591967510402,-0.03335591967510402,-0.03335591967510402,-0.03335591967510402,-0.09894679450151779,-0.03335591967510402,-0.03335591967510402,-0.03335591967510402,-0.09894679450151779,-0.09894679450151779,-0.09894679450151779,-0.09894679450151779,-0.09894679450151779,-0.09894679450151779,-0.09894679450151779,-0.09894679450151779,-0.03360335958411109,-0.03360335958411109,-0.03360335958411109,-0.03360335958411109,-0.03360335958411109,-0.03360335958411109,-0.03360335958411109,-0.09894679450151779,-0.09894679450151779,-0.03360335958411109,-0.03360335958411109
DH,0.5776337149279447,0.5418254904038035,0.5418254904038035,0.5418254904038035,0.5418254904038035,0.5418254904038035,0.5169078397423895,0.5169078397423895,0.5169078397423895,0.5169078397423895,0.5169078397423895,0.5776337149279447,0.5169078397423895,0.5169078397423895,0.5776337149279447,0.5776337149279447,0.5776337149279447,0.5776337149279447,0.5776337149279447,0.5776337149279447,0.5776337149279447,0.5418254904038035,0.5776337149279447,0.5418254904038035,0.5418254904038035,0.5418254904038035,0.5418254904038035,0.5418254904038035,0.5418254904038035,0.5169078397423895,0.5169078397423895,0.5169078397423895,0.5169078397423895,0.5776337149279447,0.5169078397423895,0.5169078397423895,0.5169078397423895,0.5776337149279447,0.5776337149279447,0.5776337149279447,0.5776337149279447,0.5776337149279447,0.5776337149279447,0.5776337149279447,0.5776337149279447,0.5418254904038035,0.5418254904038035,0.5418254904038035,0.5418254904038035,0.5418254904038035,0.5418254904038035,0.5418254904038035,0.5776337149279447,0.5776337149279447,0.5418254904038035,0.5418254904038035
