,labels_statlog_DBSCAN_params11,labels_statlog_DBSCAN_params16,labels_statlog_DBSCAN_params21,labels_statlog_DBSCAN_params22,labels_statlog_DBSCAN_params26,labels_statlog_DBSCAN_params27,labels_statlog_DBSCAN_params31,labels_statlog_DBSCAN_params32,labels_statlog_DBSCAN_params33,labels_statlog_DBSCAN_params36,labels_statlog_DBSCAN_params37,labels_statlog_DBSCAN_params38,labels_statlog_DBSCAN_params39,labels_statlog_DBSCAN_params41,labels_statlog_DBSCAN_params42,labels_statlog_DBSCAN_params43,labels_statlog_DBSCAN_params44,labels_statlog_DBSCAN_params46,labels_statlog_DBSCAN_params47,labels_statlog_DBSCAN_params48,labels_statlog_DBSCAN_params49,labels_statlog_DBSCAN_params51,labels_statlog_DBSCAN_params52,labels_statlog_DBSCAN_params53,labels_statlog_DBSCAN_params54,labels_statlog_DBSCAN_params55
BARI,2.7288938175807444e-05,0.0008042845298032954,0.0017764918580929251,0.00020329635868076578,0.008795438794819867,0.002783225556355553,0.01843090321143536,0.015345718192490334,0.00697196121453277,0.22553739704222905,0.07583281472581925,0.04396108643581791,0.006335984693455649,0.3861274229371349,0.2424561439025846,0.1434380572133222,0.01908521699612347,0.5256710276672202,0.5017540311630047,0.38842601097876184,0.1342163906186941,0.24130890533450136,0.24216765633690912,0.24379763126899626,0.23627700541336596,0.298864263087329
