,labels_wingnut_DBSCAN_params11,labels_wingnut_DBSCAN_params16,labels_wingnut_DBSCAN_params17,labels_wingnut_DBSCAN_params18,labels_wingnut_DBSCAN_params21,labels_wingnut_DBSCAN_params22,labels_wingnut_DBSCAN_params23,labels_wingnut_DBSCAN_params26,labels_wingnut_DBSCAN_params27,labels_wingnut_DBSCAN_params28,labels_wingnut_DBSCAN_params29,labels_wingnut_DBSCAN_params34,labels_wingnut_DBSCAN_params35,labels_wingnut_DBSCAN_params40,labels_wingnut_DBSCAN_params6
FMI,0.6317957591179765,0.27912837864137224,0.4038585517076226,0.6930142097032443,0.7371442208277392,0.6877411802598831,0.46871107412717056,0.808668283930027,0.7987777942324535,0.7207938618443434,0.5195132502662351,0.7300272296756642,0.642674097136318,0.6033548696721582,0.7025908466113946
