,labels_pathbased_MeanShift_params1,labels_pathbased_MeanShift_params10,labels_pathbased_MeanShift_params11,labels_pathbased_MeanShift_params12,labels_pathbased_MeanShift_params13,labels_pathbased_MeanShift_params14,labels_pathbased_MeanShift_params15,labels_pathbased_MeanShift_params16,labels_pathbased_MeanShift_params17,labels_pathbased_MeanShift_params18,labels_pathbased_MeanShift_params19,labels_pathbased_MeanShift_params2,labels_pathbased_MeanShift_params20,labels_pathbased_MeanShift_params21,labels_pathbased_MeanShift_params22,labels_pathbased_MeanShift_params23,labels_pathbased_MeanShift_params24,labels_pathbased_MeanShift_params25,labels_pathbased_MeanShift_params26,labels_pathbased_MeanShift_params28,labels_pathbased_MeanShift_params29,labels_pathbased_MeanShift_params3,labels_pathbased_MeanShift_params30,labels_pathbased_MeanShift_params4,labels_pathbased_MeanShift_params5,labels_pathbased_MeanShift_params6,labels_pathbased_MeanShift_params7,labels_pathbased_MeanShift_params8,labels_pathbased_MeanShift_params9
ARI,0.3764478036674388,0.5736778687744973,0.473247778009803,0.47663171719571057,0.5648721222931867,0.5712892730591832,0.5757499238627668,0.5736778687744973,0.4803021361182971,0.4720280906240697,0.4645369651240755,0.3763419212404104,0.46718169713877206,0.473247778009803,0.47329823501566015,0.4658877024020689,0.4600533704962331,0.5163871736201455,0.5142278097418853,0.060299292600383046,0.4565163216486972,0.4090992371355067,0.45542070343165403,0.38664186571328657,0.47898464893437703,0.5721825156567335,0.5648721222931867,0.5712892730591832,0.5757499238627668
