,labels_s3_HDBSCAN_params1,labels_s3_HDBSCAN_params10,labels_s3_HDBSCAN_params11,labels_s3_HDBSCAN_params12,labels_s3_HDBSCAN_params13,labels_s3_HDBSCAN_params14,labels_s3_HDBSCAN_params15,labels_s3_HDBSCAN_params16,labels_s3_HDBSCAN_params17,labels_s3_HDBSCAN_params18,labels_s3_HDBSCAN_params19,labels_s3_HDBSCAN_params2,labels_s3_HDBSCAN_params20,labels_s3_HDBSCAN_params21,labels_s3_HDBSCAN_params22,labels_s3_HDBSCAN_params23,labels_s3_HDBSCAN_params24,labels_s3_HDBSCAN_params25,labels_s3_HDBSCAN_params26,labels_s3_HDBSCAN_params27,labels_s3_HDBSCAN_params28,labels_s3_HDBSCAN_params29,labels_s3_HDBSCAN_params3,labels_s3_HDBSCAN_params30,labels_s3_HDBSCAN_params31,labels_s3_HDBSCAN_params32,labels_s3_HDBSCAN_params33,labels_s3_HDBSCAN_params34,labels_s3_HDBSCAN_params35,labels_s3_HDBSCAN_params36,labels_s3_HDBSCAN_params37,labels_s3_HDBSCAN_params38,labels_s3_HDBSCAN_params39,labels_s3_HDBSCAN_params4,labels_s3_HDBSCAN_params40,labels_s3_HDBSCAN_params41,labels_s3_HDBSCAN_params42,labels_s3_HDBSCAN_params43,labels_s3_HDBSCAN_params44,labels_s3_HDBSCAN_params45,labels_s3_HDBSCAN_params46,labels_s3_HDBSCAN_params47,labels_s3_HDBSCAN_params48,labels_s3_HDBSCAN_params49,labels_s3_HDBSCAN_params5,labels_s3_HDBSCAN_params50,labels_s3_HDBSCAN_params51,labels_s3_HDBSCAN_params52,labels_s3_HDBSCAN_params53,labels_s3_HDBSCAN_params54,labels_s3_HDBSCAN_params55,labels_s3_HDBSCAN_params56,labels_s3_HDBSCAN_params57,labels_s3_HDBSCAN_params58,labels_s3_HDBSCAN_params59,labels_s3_HDBSCAN_params6,labels_s3_HDBSCAN_params60,labels_s3_HDBSCAN_params61,labels_s3_HDBSCAN_params62,labels_s3_HDBSCAN_params63,labels_s3_HDBSCAN_params64,labels_s3_HDBSCAN_params65,labels_s3_HDBSCAN_params66,labels_s3_HDBSCAN_params67,labels_s3_HDBSCAN_params68,labels_s3_HDBSCAN_params69,labels_s3_HDBSCAN_params7,labels_s3_HDBSCAN_params70,labels_s3_HDBSCAN_params71,labels_s3_HDBSCAN_params72,labels_s3_HDBSCAN_params8,labels_s3_HDBSCAN_params9
AMI,0.37260585650937567,0.019820756698599423,0.019820756698599423,0.019820756698599423,0.5721121398665306,0.5569994522949792,0.25938521072046217,0.25938521072046217,0.25938521072046217,0.25938521072046217,0.47136968370470256,0.014167101186046778,0.2887545702559714,0.2887545702559714,0.2887545702559714,0.2887545702559714,0.2887545702559714,0.5365095520504798,0.27554008696857046,0.27554008696857046,0.27554008696857046,0.27554008696857046,0.00723516247138751,0.27554008696857046,0.5723680309475984,0.5698584581687659,0.25938521072046217,0.25938521072046217,0.25938521072046217,0.25938521072046217,0.5222352600393342,0.2887545702559714,0.2887545702559714,0.00723516247138751,0.2887545702559714,0.2887545702559714,0.2887545702559714,0.5595296211709249,0.27554008696857046,0.27554008696857046,0.27554008696857046,0.27554008696857046,0.27554008696857046,0.5758082584930523,0.00723516247138751,0.5696383687418891,0.25938521072046217,0.25938521072046217,0.25938521072046217,0.25938521072046217,0.6014112389787643,0.2887545702559714,0.2887545702559714,0.2887545702559714,0.2887545702559714,0.00723516247138751,0.2887545702559714,0.5760137173211909,0.27554008696857046,0.27554008696857046,0.27554008696857046,0.27554008696857046,0.27554008696857046,0.5758082584930523,0.5696383687418891,0.25938521072046217,0.4638068551441079,0.25938521072046217,0.25938521072046217,0.25938521072046217,0.27700578417214367,0.019820756698599423
