,labels_a3_MeanShift_params1,labels_a3_MeanShift_params10,labels_a3_MeanShift_params11,labels_a3_MeanShift_params12,labels_a3_MeanShift_params13,labels_a3_MeanShift_params14,labels_a3_MeanShift_params15,labels_a3_MeanShift_params16,labels_a3_MeanShift_params17,labels_a3_MeanShift_params18,labels_a3_MeanShift_params19,labels_a3_MeanShift_params2,labels_a3_MeanShift_params20,labels_a3_MeanShift_params27,labels_a3_MeanShift_params28,labels_a3_MeanShift_params29,labels_a3_MeanShift_params3,labels_a3_MeanShift_params30,labels_a3_MeanShift_params4,labels_a3_MeanShift_params5,labels_a3_MeanShift_params6,labels_a3_MeanShift_params7,labels_a3_MeanShift_params8,labels_a3_MeanShift_params9
AMI,0.8043845269051723,0.5927901268533232,0.5321206915117536,0.49253553401807937,0.6103833090755616,0.6162184123726118,0.5758332260468021,0.5927901268533232,0.5076101505445885,0.4882193204233632,0.5038748921741941,0.8038141653410371,0.4952552310164426,0.502625557345254,0.40003082156871916,0.40616981218724857,0.7474096306242106,0.4090764934249633,0.750600049755629,0.6410344701607601,0.6604276247485515,0.6103833090755616,0.6162184123726118,0.5758332260468021
