,labels_d31_DBSCAN_params13,labels_d31_DBSCAN_params14,labels_d31_DBSCAN_params15,labels_d31_DBSCAN_params17,labels_d31_DBSCAN_params18,labels_d31_DBSCAN_params19,labels_d31_DBSCAN_params20,labels_d31_DBSCAN_params21,labels_d31_DBSCAN_params22,labels_d31_DBSCAN_params23,labels_d31_DBSCAN_params24,labels_d31_DBSCAN_params25,labels_d31_DBSCAN_params26,labels_d31_DBSCAN_params27,labels_d31_DBSCAN_params28,labels_d31_DBSCAN_params9
ARI_nn,0.6279548025179851,1.0,1.0,0.3235469177979772,0.6336987926367971,0.9389727605838567,0.9734954752132886,0.004391385547432128,0.0963989239668133,0.10842374626950459,0.1084481577267454,0.004386985277011532,0.004386985277011532,0.004386985277011532,0.004386985277011532,0.7245515492361736
