,labels_fuzzyx_MeanShift_params1,labels_fuzzyx_MeanShift_params10,labels_fuzzyx_MeanShift_params11,labels_fuzzyx_MeanShift_params12,labels_fuzzyx_MeanShift_params13,labels_fuzzyx_MeanShift_params14,labels_fuzzyx_MeanShift_params15,labels_fuzzyx_MeanShift_params16,labels_fuzzyx_MeanShift_params2,labels_fuzzyx_MeanShift_params3,labels_fuzzyx_MeanShift_params4,labels_fuzzyx_MeanShift_params5,labels_fuzzyx_MeanShift_params6,labels_fuzzyx_MeanShift_params7,labels_fuzzyx_MeanShift_params8,labels_fuzzyx_MeanShift_params9
VMI,0.7117607364888625,0.7174947149494435,0.7098756398321533,0.7293129689872236,0.7699418222198916,0.7696486550579814,0.7098756398321533,0.7174947149494435,0.714310448950243,0.7793678863168928,0.7980436947055021,0.7690716853729004,0.7542461582526901,0.7699418222198916,0.7696486550579814,0.7098756398321533
