,labels_s1_HDBSCAN_params1,labels_s1_HDBSCAN_params10,labels_s1_HDBSCAN_params11,labels_s1_HDBSCAN_params12,labels_s1_HDBSCAN_params13,labels_s1_HDBSCAN_params14,labels_s1_HDBSCAN_params15,labels_s1_HDBSCAN_params16,labels_s1_HDBSCAN_params17,labels_s1_HDBSCAN_params18,labels_s1_HDBSCAN_params19,labels_s1_HDBSCAN_params2,labels_s1_HDBSCAN_params20,labels_s1_HDBSCAN_params21,labels_s1_HDBSCAN_params22,labels_s1_HDBSCAN_params23,labels_s1_HDBSCAN_params24,labels_s1_HDBSCAN_params25,labels_s1_HDBSCAN_params26,labels_s1_HDBSCAN_params27,labels_s1_HDBSCAN_params28,labels_s1_HDBSCAN_params29,labels_s1_HDBSCAN_params3,labels_s1_HDBSCAN_params30,labels_s1_HDBSCAN_params31,labels_s1_HDBSCAN_params32,labels_s1_HDBSCAN_params33,labels_s1_HDBSCAN_params34,labels_s1_HDBSCAN_params35,labels_s1_HDBSCAN_params36,labels_s1_HDBSCAN_params37,labels_s1_HDBSCAN_params38,labels_s1_HDBSCAN_params39,labels_s1_HDBSCAN_params4,labels_s1_HDBSCAN_params40,labels_s1_HDBSCAN_params41,labels_s1_HDBSCAN_params42,labels_s1_HDBSCAN_params43,labels_s1_HDBSCAN_params44,labels_s1_HDBSCAN_params45,labels_s1_HDBSCAN_params46,labels_s1_HDBSCAN_params47,labels_s1_HDBSCAN_params48,labels_s1_HDBSCAN_params49,labels_s1_HDBSCAN_params5,labels_s1_HDBSCAN_params50,labels_s1_HDBSCAN_params51,labels_s1_HDBSCAN_params52,labels_s1_HDBSCAN_params53,labels_s1_HDBSCAN_params54,labels_s1_HDBSCAN_params55,labels_s1_HDBSCAN_params56,labels_s1_HDBSCAN_params57,labels_s1_HDBSCAN_params58,labels_s1_HDBSCAN_params59,labels_s1_HDBSCAN_params6,labels_s1_HDBSCAN_params60,labels_s1_HDBSCAN_params61,labels_s1_HDBSCAN_params62,labels_s1_HDBSCAN_params63,labels_s1_HDBSCAN_params64,labels_s1_HDBSCAN_params65,labels_s1_HDBSCAN_params66,labels_s1_HDBSCAN_params67,labels_s1_HDBSCAN_params68,labels_s1_HDBSCAN_params69,labels_s1_HDBSCAN_params7,labels_s1_HDBSCAN_params70,labels_s1_HDBSCAN_params71,labels_s1_HDBSCAN_params72,labels_s1_HDBSCAN_params8,labels_s1_HDBSCAN_params9
B,1.5656803425252315,3.2889345888480213,3.2889345888480213,3.2889345888480213,1.8223646801446833,1.8223646801446833,1.874203436341597,4.615388266419422,4.615388266419422,4.615388266419422,1.5875365566741437,1.4845143562509813,1.448861328746164,1.6378130940628761,1.1419723509746773,1.1419723509746773,1.1419723509746773,1.409448815621242,1.5280326496455119,1.7699739447886558,3.2889345888480213,3.2889345888480213,1.6378130940628761,3.2889345888480213,1.8223646801446833,1.8223646801446833,1.874203436341597,4.615388266419422,4.615388266419422,4.615388266419422,1.2245690061661358,1.448861328746164,1.6378130940628761,1.1419723509746773,1.1419723509746773,1.1419723509746773,1.1419723509746773,1.342656900505906,1.5280326496455119,1.7699739447886558,3.2889345888480213,3.2889345888480213,3.2889345888480213,1.8223646801446833,1.1419723509746773,1.8223646801446833,1.874203436341597,4.615388266419422,4.615388266419422,4.615388266419422,1.2669952598228504,1.448861328746164,1.6378130940628761,1.1419723509746773,1.1419723509746773,1.1419723509746773,1.1419723509746773,1.5280326496455119,1.5280326496455119,1.7699739447886558,3.2889345888480213,3.2889345888480213,3.2889345888480213,1.8223646801446833,1.8223646801446833,1.874203436341597,1.6755730422045783,4.615388266419422,4.615388266419422,4.615388266419422,1.5280326496455119,1.7699739447886558
BH,0.21395918510386952,624.4572624375324,624.4572624375324,624.4572624375324,1.8500503312867953,1.8500503312867953,33.4000418279081,639.776182012422,639.776182012422,639.776182012422,0.38876568419201724,15.671918214832575,17.009921156522434,103.28319645704222,764.4256754517723,764.4256754517723,764.4256754517723,1.3587051972590256,1.9974245219776876,60.41363823245338,624.4572624375324,624.4572624375324,103.28319645704222,624.4572624375324,1.8500503312867953,1.8500503312867953,33.4000418279081,639.776182012422,639.776182012422,639.776182012422,1.3127114566303377,17.009921156522434,103.28319645704222,764.4256754517723,764.4256754517723,764.4256754517723,764.4256754517723,1.6219268129062447,1.9974245219776876,60.41363823245338,624.4572624375324,624.4572624375324,624.4572624375324,1.8500503312867953,764.4256754517723,1.8500503312867953,33.4000418279081,639.776182012422,639.776182012422,639.776182012422,1.419932766616608,17.009921156522434,103.28319645704222,764.4256754517723,764.4256754517723,764.4256754517723,764.4256754517723,1.9974245219776876,1.9974245219776876,60.41363823245338,624.4572624375324,624.4572624375324,624.4572624375324,1.8500503312867953,1.8500503312867953,33.4000418279081,0.9260749432410542,639.776182012422,639.776182012422,639.776182012422,1.9974245219776876,60.41363823245338
D,0.036418241120098005,0.01430972669170101,0.01430972669170101,0.01430972669170101,0.16457139380979052,0.16457139380979052,0.0769840634027202,0.1552403804822712,0.1552403804822712,0.1552403804822712,0.044905727830038544,0.008132589701959384,0.005912578743599203,0.021078640451396524,0.5088514576107487,0.5088514576107487,0.5088514576107487,0.16113236482900245,0.2508878886650896,0.07094300153730011,0.01430972669170101,0.01430972669170101,0.021078640451396524,0.01430972669170101,0.16457139380979052,0.16457139380979052,0.0769840634027202,0.1552403804822712,0.1552403804822712,0.1552403804822712,0.10526647722980957,0.005912578743599203,0.021078640451396524,0.5088514576107487,0.5088514576107487,0.5088514576107487,0.5088514576107487,0.33217040795073266,0.2508878886650896,0.07094300153730011,0.01430972669170101,0.01430972669170101,0.01430972669170101,0.16457139380979052,0.5088514576107487,0.16457139380979052,0.0769840634027202,0.1552403804822712,0.1552403804822712,0.1552403804822712,0.10526647722980957,0.005912578743599203,0.021078640451396524,0.5088514576107487,0.5088514576107487,0.5088514576107487,0.5088514576107487,0.2508878886650896,0.2508878886650896,0.07094300153730011,0.01430972669170101,0.01430972669170101,0.01430972669170101,0.16457139380979052,0.16457139380979052,0.0769840634027202,0.006245783938787382,0.1552403804822712,0.1552403804822712,0.1552403804822712,0.2508878886650896,0.07094300153730011
H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBCV,0.37511511800907893,-0.09908236573822804,-0.09908236573822804,-0.09908236573822804,0.7188413759477796,0.7188413759477796,0.6619289271122578,-0.0801791921960608,-0.0801791921960608,-0.0801791921960608,0.33873313025126484,0.3416626232427021,0.3975236766069916,0.254393701862186,-0.4793141209254082,-0.4793141209254082,-0.4793141209254082,0.5846564165223397,0.5774784160980575,0.5579708309406515,-0.09908236573822804,-0.09908236573822804,0.254393701862186,-0.09908236573822804,0.7188413759477796,0.7188413759477796,0.6619289271122578,-0.0801791921960608,-0.0801791921960608,-0.0801791921960608,0.36358749474672025,0.3975236766069916,0.254393701862186,-0.4793141209254082,-0.4793141209254082,-0.4793141209254082,-0.4793141209254082,0.5636971875166606,0.5774784160980575,0.5579708309406515,-0.09908236573822804,-0.09908236573822804,-0.09908236573822804,0.7188413759477796,-0.4793141209254082,0.7188413759477796,0.6619289271122578,-0.0801791921960608,-0.0801791921960608,-0.0801791921960608,0.4344468988402681,0.3975236766069916,0.254393701862186,-0.4793141209254082,-0.4793141209254082,-0.4793141209254082,-0.4793141209254082,0.5774784160980575,0.5774784160980575,0.5579708309406515,-0.09908236573822804,-0.09908236573822804,-0.09908236573822804,0.7188413759477796,0.7188413759477796,0.6619289271122578,0.5721339560807904,-0.0801791921960608,-0.0801791921960608,-0.0801791921960608,0.5774784160980575,0.5579708309406515
I,0.20623240019748673,0.11496880310486185,0.11496880310486185,0.11496880310486185,1.9256355543401276,1.9256355543401276,0.4336978355939181,0.09491600650537442,0.09491600650537442,0.09491600650537442,0.8516495409836855,0.4593608048293054,0.5364998693927082,0.3142571959391908,0.1627332551392423,0.1627332551392423,0.1627332551392423,1.4485848573853122,1.7681440480903072,0.3557456869232929,0.11496880310486185,0.11496880310486185,0.3142571959391908,0.11496880310486185,1.9256355543401276,1.9256355543401276,0.4336978355939181,0.09491600650537442,0.09491600650537442,0.09491600650537442,1.3579078728832112,0.5364998693927082,0.3142571959391908,0.1627332551392423,0.1627332551392423,0.1627332551392423,0.1627332551392423,1.5848390675178199,1.7681440480903072,0.3557456869232929,0.11496880310486185,0.11496880310486185,0.11496880310486185,1.9256355543401276,0.1627332551392423,1.9256355543401276,0.4336978355939181,0.09491600650537442,0.09491600650537442,0.09491600650537442,1.4486050022231425,0.5364998693927082,0.3142571959391908,0.1627332551392423,0.1627332551392423,0.1627332551392423,0.1627332551392423,1.7681440480903072,1.7681440480903072,0.3557456869232929,0.11496880310486185,0.11496880310486185,0.11496880310486185,1.9256355543401276,1.9256355543401276,0.4336978355939181,0.9288100029981674,0.09491600650537442,0.09491600650537442,0.09491600650537442,1.7681440480903072,0.3557456869232929
C,0.24907701006131913,0.2832324569298864,0.2832324569298864,0.2832324569298864,0.02704874084322841,0.02704874084322841,0.046140321716331666,0.24845651752730694,0.24845651752730694,0.24845651752730694,0.2273054113576481,0.04806689894715652,0.04771447032544455,0.1523335926843627,0.2984255773404203,0.2984255773404203,0.2984255773404203,0.0671655269353678,0.015566948777712537,0.08604960111299854,0.2832324569298864,0.2832324569298864,0.1523335926843627,0.2832324569298864,0.02704874084322841,0.02704874084322841,0.046140321716331666,0.24845651752730694,0.24845651752730694,0.24845651752730694,0.059529539094650655,0.04771447032544455,0.1523335926843627,0.2984255773404203,0.2984255773404203,0.2984255773404203,0.2984255773404203,0.033418933415514634,0.015566948777712537,0.08604960111299854,0.2832324569298864,0.2832324569298864,0.2832324569298864,0.02704874084322841,0.2984255773404203,0.02704874084322841,0.046140321716331666,0.24845651752730694,0.24845651752730694,0.24845651752730694,0.055009668624857885,0.04771447032544455,0.1523335926843627,0.2984255773404203,0.2984255773404203,0.2984255773404203,0.2984255773404203,0.015566948777712537,0.015566948777712537,0.08604960111299854,0.2832324569298864,0.2832324569298864,0.2832324569298864,0.02704874084322841,0.02704874084322841,0.046140321716331666,0.12052722790057258,0.24845651752730694,0.24845651752730694,0.24845651752730694,0.015566948777712537,0.08604960111299854
CDbw,0.46640779332046367,0.05241037228409593,0.05241037228409593,0.05241037228409593,0.597122605943841,0.597122605943841,0.40642131362932404,0.042805216785426085,0.042805216785426085,0.042805216785426085,0.7965374546553049,0.45801517833663874,0.45361294412703196,0.2536069440713093,0.03661555708049515,0.03661555708049515,0.03661555708049515,0.7499581333674117,0.6155564688288051,0.3787506651311126,0.05241037228409593,0.05241037228409593,0.2536069440713093,0.05241037228409593,0.597122605943841,0.597122605943841,0.40642131362932404,0.042805216785426085,0.042805216785426085,0.042805216785426085,1.1425278462658026,0.45361294412703196,0.2536069440713093,0.03661555708049515,0.03661555708049515,0.03661555708049515,0.03661555708049515,0.8185240869504984,0.6155564688288051,0.3787506651311126,0.05241037228409593,0.05241037228409593,0.05241037228409593,0.597122605943841,0.03661555708049515,0.597122605943841,0.40642131362932404,0.042805216785426085,0.042805216785426085,0.042805216785426085,1.167297928711863,0.45361294412703196,0.2536069440713093,0.03661555708049515,0.03661555708049515,0.03661555708049515,0.03661555708049515,0.6155564688288051,0.6155564688288051,0.3787506651311126,0.05241037228409593,0.05241037228409593,0.05241037228409593,0.597122605943841,0.597122605943841,0.40642131362932404,0.6412919525185544,0.042805216785426085,0.042805216785426085,0.042805216785426085,0.6155564688288051,0.3787506651311126
VIASCKDE,0.5704014041747087,0.7548772559600438,0.7548772559600438,0.7548772559600438,0.6770695417796716,0.6770695417796716,0.7353882712393985,0.7477562786125062,0.7477562786125062,0.7477562786125062,0.6061598841366912,0.7464841461471369,0.7492433152281622,0.7535318999619245,0.7585352845264948,0.7585352845264948,0.7585352845264948,0.6713328915769783,0.6955495124678601,0.7411700003223325,0.7548772559600438,0.7548772559600438,0.7535318999619245,0.7548772559600438,0.6770695417796716,0.6770695417796716,0.7353882712393985,0.7477562786125062,0.7477562786125062,0.7477562786125062,0.6734413906671763,0.7492433152281622,0.7535318999619245,0.7585352845264948,0.7585352845264948,0.7585352845264948,0.7585352845264948,0.680276590486122,0.6955495124678601,0.7411700003223325,0.7548772559600438,0.7548772559600438,0.7548772559600438,0.6770695417796716,0.7585352845264948,0.6770695417796716,0.7353882712393985,0.7477562786125062,0.7477562786125062,0.7477562786125062,0.6756702511224911,0.7492433152281622,0.7535318999619245,0.7585352845264948,0.7585352845264948,0.7585352845264948,0.7585352845264948,0.6955495124678601,0.6955495124678601,0.7411700003223325,0.7548772559600438,0.7548772559600438,0.7548772559600438,0.6770695417796716,0.6770695417796716,0.7353882712393985,0.6480982643888479,0.7477562786125062,0.7477562786125062,0.7477562786125062,0.6955495124678601,0.7411700003223325
COP,0.1909644618644804,0.43250585658197516,0.43250585658197516,0.43250585658197516,0.1300861599114792,0.1300861599114792,0.2530900406912381,0.4409014134687902,0.4409014134687902,0.4409014134687902,0.1758850675837979,0.19915017542733857,0.19647346998451556,0.33704438365337397,0.4570303974269581,0.4570303974269581,0.4570303974269581,0.14128377702076786,0.12358373793674485,0.2935826922859927,0.43250585658197516,0.43250585658197516,0.33704438365337397,0.43250585658197516,0.1300861599114792,0.1300861599114792,0.2530900406912381,0.4409014134687902,0.4409014134687902,0.4409014134687902,0.1249336063015314,0.19647346998451556,0.33704438365337397,0.4570303974269581,0.4570303974269581,0.4570303974269581,0.4570303974269581,0.12862437266483817,0.12358373793674485,0.2935826922859927,0.43250585658197516,0.43250585658197516,0.43250585658197516,0.1300861599114792,0.4570303974269581,0.1300861599114792,0.2530900406912381,0.4409014134687902,0.4409014134687902,0.4409014134687902,0.12400968109485247,0.19647346998451556,0.33704438365337397,0.4570303974269581,0.4570303974269581,0.4570303974269581,0.4570303974269581,0.12358373793674485,0.12358373793674485,0.2935826922859927,0.43250585658197516,0.43250585658197516,0.43250585658197516,0.1300861599114792,0.1300861599114792,0.2530900406912381,0.15877373772928619,0.4409014134687902,0.4409014134687902,0.4409014134687902,0.12358373793674485,0.2935826922859927
Sym,0.0003804289425174021,0.0009049601308585792,0.0009049601308585792,0.0009049601308585792,0.005231474966158734,0.005231474966158734,0.00458001182495888,0.00043823687525983894,0.00043823687525983894,0.00043823687525983894,0.0005625490039787937,0.006444804928261227,0.00695926820720642,0.0021106900709911137,0.003299737822525828,0.003299737822525828,0.003299737822525828,0.002462328231480588,0.006203496856353227,0.0024471975184123303,0.0009049601308585792,0.0009049601308585792,0.0021106900709911137,0.0009049601308585792,0.005231474966158734,0.005231474966158734,0.00458001182495888,0.00043823687525983894,0.00043823687525983894,0.00043823687525983894,0.0037778690935533284,0.00695926820720642,0.0021106900709911137,0.003299737822525828,0.003299737822525828,0.003299737822525828,0.003299737822525828,0.00495526894211958,0.006203496856353227,0.0024471975184123303,0.0009049601308585792,0.0009049601308585792,0.0009049601308585792,0.005231474966158734,0.003299737822525828,0.005231474966158734,0.00458001182495888,0.00043823687525983894,0.00043823687525983894,0.00043823687525983894,0.003979980740340574,0.00695926820720642,0.0021106900709911137,0.003299737822525828,0.003299737822525828,0.003299737822525828,0.003299737822525828,0.006203496856353227,0.006203496856353227,0.0024471975184123303,0.0009049601308585792,0.0009049601308585792,0.0009049601308585792,0.005231474966158734,0.005231474966158734,0.00458001182495888,0.0013155329523879527,0.00043823687525983894,0.00043823687525983894,0.00043823687525983894,0.006203496856353227,0.0024471975184123303
CS,0.9136442815003938,3.4846807945305915,3.4846807945305915,3.4846807945305915,0.9057720412190934,0.9057720412190934,1.4402799732491725,3.912400888045824,3.912400888045824,3.912400888045824,1.0079811529445966,1.322584513474162,1.3310873182907081,1.4133677681736632,1.9314165855728629,1.9314165855728629,1.9314165855728629,0.9855217344184074,0.9304850281210222,1.4432305772323302,3.4846807945305915,3.4846807945305915,1.4133677681736632,3.4846807945305915,0.9057720412190934,0.9057720412190934,1.4402799732491725,3.912400888045824,3.912400888045824,3.912400888045824,0.992763485825205,1.3310873182907081,1.4133677681736632,1.9314165855728629,1.9314165855728629,1.9314165855728629,1.9314165855728629,0.9294523186582783,0.9304850281210222,1.4432305772323302,3.4846807945305915,3.4846807945305915,3.4846807945305915,0.9057720412190934,1.9314165855728629,0.9057720412190934,1.4402799732491725,3.912400888045824,3.912400888045824,3.912400888045824,0.9813121492716956,1.3310873182907081,1.4133677681736632,1.9314165855728629,1.9314165855728629,1.9314165855728629,1.9314165855728629,0.9304850281210222,0.9304850281210222,1.4432305772323302,3.4846807945305915,3.4846807945305915,3.4846807945305915,0.9057720412190934,0.9057720412190934,1.4402799732491725,1.0014909872376327,3.912400888045824,3.912400888045824,3.912400888045824,0.9304850281210222,1.4432305772323302
SF,0.1232470789008111,0.14024895786809166,0.14024895786809166,0.14024895786809166,0.17588121152767078,0.17588121152767078,0.11484479682832349,0.13920096789974412,0.13920096789974412,0.13920096789974412,0.18971461885860186,0.1547729510202056,0.15526024276461148,0.13330828945990136,0.1734051855135904,0.1734051855135904,0.1734051855135904,0.18247935461852294,0.1709298149277917,0.1091797374253447,0.14024895786809166,0.14024895786809166,0.13330828945990136,0.14024895786809166,0.17588121152767078,0.17588121152767078,0.11484479682832349,0.13920096789974412,0.13920096789974412,0.13920096789974412,0.21670654249862742,0.15526024276461148,0.13330828945990136,0.1734051855135904,0.1734051855135904,0.1734051855135904,0.1734051855135904,0.18725244673220065,0.1709298149277917,0.1091797374253447,0.14024895786809166,0.14024895786809166,0.14024895786809166,0.17588121152767078,0.1734051855135904,0.17588121152767078,0.11484479682832349,0.13920096789974412,0.13920096789974412,0.13920096789974412,0.21926116819048103,0.15526024276461148,0.13330828945990136,0.1734051855135904,0.1734051855135904,0.1734051855135904,0.1734051855135904,0.1709298149277917,0.1709298149277917,0.1091797374253447,0.14024895786809166,0.14024895786809166,0.14024895786809166,0.17588121152767078,0.17588121152767078,0.11484479682832349,0.17676853596682263,0.13920096789974412,0.13920096789974412,0.13920096789974412,0.1709298149277917,0.1091797374253447
SD,26466002.50566424,2069723359.0916288,2069723359.0916288,2069723359.0916288,168377470.53708458,168377470.53708458,480445084.7124484,2021889307.7215257,2021889307.7215257,2021889307.7215257,41647764.935871325,212162007.1102196,236452910.23355308,673763698.2729394,2048114836.4748275,2048114836.4748275,2048114836.4748275,120018445.58624135,173005085.47363678,603680421.2369262,2069723359.0916288,2069723359.0916288,673763698.2729394,2069723359.0916288,168377470.53708458,168377470.53708458,480445084.7124484,2021889307.7215257,2021889307.7215257,2021889307.7215257,68821392.4097582,236452910.23355308,673763698.2729394,2048114836.4748275,2048114836.4748275,2048114836.4748275,2048114836.4748275,124881494.94888256,173005085.47363678,603680421.2369262,2069723359.0916288,2069723359.0916288,2069723359.0916288,168377470.53708458,2048114836.4748275,168377470.53708458,480445084.7124484,2021889307.7215257,2021889307.7215257,2021889307.7215257,70500124.19242139,236452910.23355308,673763698.2729394,2048114836.4748275,2048114836.4748275,2048114836.4748275,2048114836.4748275,173005085.47363678,173005085.47363678,603680421.2369262,2069723359.0916288,2069723359.0916288,2069723359.0916288,168377470.53708458,168377470.53708458,480445084.7124484,84242740.29734777,2021889307.7215257,2021889307.7215257,2021889307.7215257,173005085.47363678,603680421.2369262
SDbw,0.1660089190934011,1.8064997185942362,1.8064997185942362,1.8064997185942362,0.20902426890650988,0.20902426890650988,0.5762061481534199,1.5375370638894448,1.5375370638894448,1.5375370638894448,0.1595851842013311,0.3346145729195213,0.365413975726826,0.7727721164146648,1.7733516518447354,1.7733516518447354,1.7733516518447354,0.2047201293637892,0.21432298591602228,0.6308041532387128,1.8064997185942362,1.8064997185942362,0.7727721164146648,1.8064997185942362,0.20902426890650988,0.20902426890650988,0.5762061481534199,1.5375370638894448,1.5375370638894448,1.5375370638894448,0.1700589417806061,0.365413975726826,0.7727721164146648,1.7733516518447354,1.7733516518447354,1.7733516518447354,1.7733516518447354,0.17965972879139225,0.21432298591602228,0.6308041532387128,1.8064997185942362,1.8064997185942362,1.8064997185942362,0.20902426890650988,1.7733516518447354,0.20902426890650988,0.5762061481534199,1.5375370638894448,1.5375370638894448,1.5375370638894448,0.17532822511606067,0.365413975726826,0.7727721164146648,1.7733516518447354,1.7733516518447354,1.7733516518447354,1.7733516518447354,0.21432298591602228,0.21432298591602228,0.6308041532387128,1.8064997185942362,1.8064997185942362,1.8064997185942362,0.20902426890650988,0.20902426890650988,0.5762061481534199,0.17561594991346513,1.5375370638894448,1.5375370638894448,1.5375370638894448,0.21432298591602228,0.6308041532387128
