,labels_lsun_DBSCAN_params11,labels_lsun_DBSCAN_params16,labels_lsun_DBSCAN_params17,labels_lsun_DBSCAN_params21,labels_lsun_DBSCAN_params22,labels_lsun_DBSCAN_params23,labels_lsun_DBSCAN_params26,labels_lsun_DBSCAN_params27,labels_lsun_DBSCAN_params28,labels_lsun_DBSCAN_params29,labels_lsun_DBSCAN_params31,labels_lsun_DBSCAN_params32,labels_lsun_DBSCAN_params33,labels_lsun_DBSCAN_params34,labels_lsun_DBSCAN_params36,labels_lsun_DBSCAN_params37,labels_lsun_DBSCAN_params38,labels_lsun_DBSCAN_params39,labels_lsun_DBSCAN_params41,labels_lsun_DBSCAN_params42,labels_lsun_DBSCAN_params43,labels_lsun_DBSCAN_params44,labels_lsun_DBSCAN_params45,labels_lsun_DBSCAN_params50
ARI_nn,0.1935483870967742,0.208903780974976,0.19091686208851302,0.5591439733364677,0.4173144813606094,0.6716630354316471,0.9181467872606449,0.9364438728660406,0.39131187737711604,1.0,1.0,1.0,0.9540823444981666,0.575401833732348,1.0,1.0,1.0,1.0,0.5283687943262412,0.5283687943262412,0.5262836760186279,0.9760867773310711,0.6450973591636526,0.5670925217674343
