,labels_data7_MeanShift_params1,labels_data7_MeanShift_params10,labels_data7_MeanShift_params11,labels_data7_MeanShift_params12,labels_data7_MeanShift_params13,labels_data7_MeanShift_params14,labels_data7_MeanShift_params15,labels_data7_MeanShift_params16,labels_data7_MeanShift_params17,labels_data7_MeanShift_params18,labels_data7_MeanShift_params19,labels_data7_MeanShift_params2,labels_data7_MeanShift_params20,labels_data7_MeanShift_params3,labels_data7_MeanShift_params4,labels_data7_MeanShift_params5,labels_data7_MeanShift_params6,labels_data7_MeanShift_params7,labels_data7_MeanShift_params8,labels_data7_MeanShift_params9
FMI,0.31519310491629343,0.31558598443534835,0.3560651976596408,0.3521374243221531,0.38692769751917677,0.38615345753589597,0.40706367229495083,0.31558598443534835,0.5260570204933432,0.31838009699365716,0.37965191906618406,0.28174947299163156,0.37191698992619493,0.347571368778696,0.320395547118287,0.3698403126654074,0.3784338822522104,0.38692769751917677,0.38615345753589597,0.40706367229495083
