,labels_jain_HDBSCAN_params1,labels_jain_HDBSCAN_params10,labels_jain_HDBSCAN_params11,labels_jain_HDBSCAN_params12,labels_jain_HDBSCAN_params13,labels_jain_HDBSCAN_params14,labels_jain_HDBSCAN_params15,labels_jain_HDBSCAN_params16,labels_jain_HDBSCAN_params17,labels_jain_HDBSCAN_params18,labels_jain_HDBSCAN_params19,labels_jain_HDBSCAN_params2,labels_jain_HDBSCAN_params20,labels_jain_HDBSCAN_params21,labels_jain_HDBSCAN_params22,labels_jain_HDBSCAN_params23,labels_jain_HDBSCAN_params24,labels_jain_HDBSCAN_params25,labels_jain_HDBSCAN_params26,labels_jain_HDBSCAN_params27,labels_jain_HDBSCAN_params28,labels_jain_HDBSCAN_params29,labels_jain_HDBSCAN_params3,labels_jain_HDBSCAN_params30,labels_jain_HDBSCAN_params31,labels_jain_HDBSCAN_params32,labels_jain_HDBSCAN_params33,labels_jain_HDBSCAN_params34,labels_jain_HDBSCAN_params35,labels_jain_HDBSCAN_params36,labels_jain_HDBSCAN_params37,labels_jain_HDBSCAN_params38,labels_jain_HDBSCAN_params39,labels_jain_HDBSCAN_params4,labels_jain_HDBSCAN_params40,labels_jain_HDBSCAN_params41,labels_jain_HDBSCAN_params42,labels_jain_HDBSCAN_params43,labels_jain_HDBSCAN_params44,labels_jain_HDBSCAN_params45,labels_jain_HDBSCAN_params46,labels_jain_HDBSCAN_params47,labels_jain_HDBSCAN_params48,labels_jain_HDBSCAN_params49,labels_jain_HDBSCAN_params5,labels_jain_HDBSCAN_params50,labels_jain_HDBSCAN_params51,labels_jain_HDBSCAN_params52,labels_jain_HDBSCAN_params53,labels_jain_HDBSCAN_params54,labels_jain_HDBSCAN_params55,labels_jain_HDBSCAN_params56,labels_jain_HDBSCAN_params57,labels_jain_HDBSCAN_params58,labels_jain_HDBSCAN_params59,labels_jain_HDBSCAN_params6,labels_jain_HDBSCAN_params60,labels_jain_HDBSCAN_params61,labels_jain_HDBSCAN_params62,labels_jain_HDBSCAN_params63,labels_jain_HDBSCAN_params7,labels_jain_HDBSCAN_params8,labels_jain_HDBSCAN_params9
VMI,0.7905818184617611,0.7759878241886696,0.7759878241886696,0.41361265153495774,0.41361265153495774,0.41361265153495774,0.8125195499368472,0.8125195499368472,0.8125195499368472,0.8125195499368472,0.8125195499368472,0.7905818184617611,0.8125195499368472,0.8125195499368472,0.8278121991210611,0.8278121991210611,0.8278121991210611,0.8278121991210611,0.3046617876306909,0.3046617876306909,0.3046617876306909,0.8010131822083271,0.7905818184617611,0.8010131822083271,0.8010131822083271,0.8010131822083271,0.41361265153495774,0.41361265153495774,0.41361265153495774,0.8125195499368472,0.8125195499368472,0.8125195499368472,0.8125195499368472,0.7905818184617611,0.8125195499368472,0.8125195499368472,0.8125195499368472,0.8698383131218548,0.8698383131218548,0.8698383131218548,0.8698383131218548,0.8698383131218548,0.8698383131218548,0.8698383131218548,0.3046617876306909,0.8430451786757373,0.8430451786757373,0.8430451786757373,0.8430451786757373,0.8430451786757373,0.8430451786757373,0.8430451786757373,0.24418645829956484,0.24418645829956484,0.24418645829956484,0.3046617876306909,0.24418645829956484,0.24418645829956484,0.24418645829956484,0.24418645829956484,0.3046617876306909,0.7759878241886696,0.7759878241886696
