,labels_aggregation_DBSCAN_params16,labels_aggregation_DBSCAN_params17,labels_aggregation_DBSCAN_params21,labels_aggregation_DBSCAN_params22,labels_aggregation_DBSCAN_params23,labels_aggregation_DBSCAN_params26,labels_aggregation_DBSCAN_params27,labels_aggregation_DBSCAN_params28,labels_aggregation_DBSCAN_params29,labels_aggregation_DBSCAN_params31,labels_aggregation_DBSCAN_params32,labels_aggregation_DBSCAN_params33,labels_aggregation_DBSCAN_params34,labels_aggregation_DBSCAN_params36,labels_aggregation_DBSCAN_params37,labels_aggregation_DBSCAN_params38,labels_aggregation_DBSCAN_params39,labels_aggregation_DBSCAN_params40,labels_aggregation_DBSCAN_params41,labels_aggregation_DBSCAN_params42,labels_aggregation_DBSCAN_params43,labels_aggregation_DBSCAN_params44,labels_aggregation_DBSCAN_params45,labels_aggregation_DBSCAN_params50
BARI,0.3881410352070895,0.12540860256344372,0.68320417932805,0.8315154402577891,0.2411717779154651,0.6848240262424833,0.6848240262424833,0.9813223568656092,0.09634370901558276,0.6848240262424833,0.6848240262424833,0.6848240262424833,0.9895093405782803,0.5222588288246666,0.5222588288246666,0.5222588288246666,0.5222588288246666,0.26938608340927944,0.5222588288246666,0.5222588288246666,0.5222588288246666,0.5222588288246666,0.692686039373566,0.5181591661684166
