,labels_parabolic_SpectralClustering_params1,labels_parabolic_SpectralClustering_params10,labels_parabolic_SpectralClustering_params11,labels_parabolic_SpectralClustering_params12,labels_parabolic_SpectralClustering_params13,labels_parabolic_SpectralClustering_params14,labels_parabolic_SpectralClustering_params15,labels_parabolic_SpectralClustering_params16,labels_parabolic_SpectralClustering_params17,labels_parabolic_SpectralClustering_params18,labels_parabolic_SpectralClustering_params19,labels_parabolic_SpectralClustering_params2,labels_parabolic_SpectralClustering_params20,labels_parabolic_SpectralClustering_params21,labels_parabolic_SpectralClustering_params22,labels_parabolic_SpectralClustering_params23,labels_parabolic_SpectralClustering_params24,labels_parabolic_SpectralClustering_params25,labels_parabolic_SpectralClustering_params26,labels_parabolic_SpectralClustering_params27,labels_parabolic_SpectralClustering_params28,labels_parabolic_SpectralClustering_params29,labels_parabolic_SpectralClustering_params3,labels_parabolic_SpectralClustering_params30,labels_parabolic_SpectralClustering_params31,labels_parabolic_SpectralClustering_params32,labels_parabolic_SpectralClustering_params33,labels_parabolic_SpectralClustering_params34,labels_parabolic_SpectralClustering_params35,labels_parabolic_SpectralClustering_params36,labels_parabolic_SpectralClustering_params4,labels_parabolic_SpectralClustering_params5,labels_parabolic_SpectralClustering_params6,labels_parabolic_SpectralClustering_params7,labels_parabolic_SpectralClustering_params8,labels_parabolic_SpectralClustering_params9
B,0.3182623302013992,0.31108357838371936,0.31108357838371936,0.31108357838371936,0.24627403808589848,0.5963007430360378,0.2575466064019741,0.25701847461353367,0.29613931137022054,0.2910689142497292,0.28376427558583756,0.3182623302013992,0.33231906824111196,0.28376427558583756,0.33231906824111196,0.28376427558583756,0.33231906824111196,0.16541063874685566,0.16728086789977784,0.16648118531556408,0.16857733498421226,0.16666838581271462,0.31441869002724177,0.17301723219895332,0.19327021327592647,0.19871675472412192,0.19327021327592647,0.19871675472412192,0.19327021327592647,0.19871675472412192,0.3146844574585455,0.31395494251908956,0.31395494251908956,0.31108357838371936,0.31108357838371936,0.31108357838371936
BH,100.08811966497078,98.6914769579636,98.6914769579636,98.6914769579636,52.101642032252904,72.53129421268197,54.02120094741942,53.40995624341758,58.30533413390899,56.955129161051076,55.398085157124854,100.08811966497078,57.48254379687799,55.398085157124854,57.48254379687799,55.398085157124854,57.48254379687799,26.532012621574175,26.137877070588026,26.309917122298984,26.171564819637222,26.272219189736795,99.40016191568878,26.382015027824252,25.249324370021327,26.05584650998896,25.249324370021327,26.05584650998896,25.249324370021327,26.05584650998896,99.44149011444924,99.25148503719399,99.25148503719399,98.6914769579636,98.6914769579636,98.6914769579636
D,0.3061923413513195,0.35001295883099076,0.3539571671906866,0.35001295883099076,0.2078359341984682,0.22806827925865608,0.20581246284301352,0.2633394954213625,0.20488158907150686,0.19109562538516212,0.21018695197853918,0.31104325794191434,0.20558644757740333,0.21018695197853918,0.20558644757740333,0.21018695197853918,0.20558644757740333,0.2831033125898329,0.2531168596378293,0.26465570474428474,0.25061529864895543,0.3100375466697575,0.31126057849137156,0.2522368346088303,0.295000873724357,0.28253465234241537,0.295000873724357,0.28253465234241537,0.295000873724357,0.28253465234241537,0.34243996241274727,0.3376474154499348,0.3274945166960901,0.3539571671906866,0.35001295883099076,0.3539571671906866
H,0.2741112586857945,0.268746725403375,0.268746725403375,0.268746725403375,0.4134309358413487,1.2121504831940326,0.4540005331027065,0.4828963377114629,0.6459594663144886,0.6633907768142138,0.491027018045145,0.2741112586857945,0.6449073316011156,0.491027018045145,0.6449073316011156,0.491027018045145,0.6449073316011156,0.5260245304908888,0.6182697031759841,0.5671239158158559,0.6419535955967959,0.5746310175567021,0.27130324694102725,0.6814965316138217,0.7033863895163228,0.6857512250624778,0.7033863895163228,0.6857512250624778,0.7033863895163228,0.6857512250624778,0.2714938865308212,0.2708805707214632,0.2708805707214632,0.268746725403375,0.268746725403375,0.268746725403375
DBCV,-0.8208239684843188,-0.8027281986166126,-0.8027281986166125,-0.8027281986166126,-0.7628593066743814,-0.7607590988559121,-0.7802411100771703,-0.7923178954479138,-0.8283120641752093,-0.8064799196090388,-0.8917732399770748,-0.8208239684843189,-0.8784119657303482,-0.8917732399770748,-0.8784119657303482,-0.8917732399770748,-0.8784119657303482,-0.8025341752555968,-0.7627222235374153,-0.7192701123023464,-0.6948952384695439,-0.7993101967331617,-0.7966731365357909,-0.8530250985397124,-0.8662282839649783,-0.8903752097164739,-0.8662282839649783,-0.8903752097164739,-0.8662282839649783,-0.8903752097164739,-0.7807334283801466,-0.8563457736276132,-0.8563457736276132,-0.8027281986166125,-0.8027281986166126,-0.8027281986166125
I,0.8502415323214053,0.8641322863528725,0.8641322863528725,0.8641322863528725,0.6112354225401819,0.43308578743969056,0.6219226207498832,0.6360774562287563,0.6271637763352655,0.6403616351873813,0.5458029706325154,0.8502415323214053,0.48968911236733026,0.5458029706325154,0.48968911236733026,0.5458029706325154,0.48968911236733026,0.7781121456216014,0.7652684006086917,0.7675570781174147,0.7581020618497498,0.7677676252003196,0.8580509274682957,0.737492788517591,0.7263845303828502,0.7439548362501995,0.7263845303828502,0.7439548362501995,0.7263845303828502,0.7439548362501995,0.8575950796408055,0.8593152831380511,0.8593152831380511,0.8641322863528725,0.8641322863528725,0.8641322863528725
C,0.07470095132234617,0.07102254022088847,0.07102254022088847,0.07102254022088847,0.07628222763667604,0.08517929118730382,0.0833006718797938,0.08401783691311657,0.10923552594873102,0.10611960933292454,0.09102757993893491,0.07470095132234617,0.10891187001254339,0.09102757993893491,0.10891187001254339,0.09102757993893491,0.10891187001254339,0.05056839424695202,0.0551133774439134,0.0531522396025686,0.05672597558539065,0.053572762482142634,0.07269571808875006,0.06029520893546778,0.06204963452595426,0.06865850613825823,0.06204963452595426,0.06865850613825823,0.06204963452595426,0.06865850613825823,0.07281006999411058,0.07238910431916101,0.07238910431916101,0.07102254022088847,0.07102254022088847,0.07102254022088847
CDbw,0.09228168784803403,0.009083820332187088,0.009038089864899568,0.009083820332187088,0.18785991730929943,0.10390058378394192,0.27741873603790995,0.1111236283918527,0.17559650067103225,0.1301356002670246,0.012511014590023972,0.09263337826311174,0.010358018982867851,0.012511014590023972,0.010358018982867851,0.012511014590023972,0.010358018982867851,0.17123960767115776,0.146695602430721,0.16515486371399007,0.14970349283830908,0.16188101735183102,0.10095526035345825,0.15757738991760334,0.023441466454734494,0.029560935216893035,0.023441466454734494,0.029560935216893035,0.023441466454734494,0.029560935216893035,0.08914227275846301,0.0950100212202706,0.09577695292619982,0.009038089864899568,0.009083820332187088,0.009038089864899568
VIASCKDE,0.6442305084299419,0.6368718943339662,0.6368718943339662,0.6368718943339662,0.6451700535083604,0.6533091611214983,0.6432262676861893,0.6434501062479965,0.6299365136708018,0.6369927616508982,0.6318823841811955,0.6442305084299419,0.6313024785425768,0.6318823841811955,0.6313024785425768,0.6318823841811955,0.6313024785425768,0.6462024294338259,0.6445464810585063,0.6514106276501826,0.6528912472137868,0.6474694331008388,0.6421354784230019,0.6481056444365574,0.647846563035912,0.655896224919341,0.647846563035912,0.655896224919341,0.647846563035912,0.655896224919341,0.6415292491935504,0.6391738900812158,0.6391738900812158,0.6368718943339662,0.6368718943339662,0.6368718943339662
COP,0.3327371299244315,0.33169997445009336,0.33169997445009336,0.33169997445009336,0.36407553301874807,0.39416190157654635,0.38341789386932906,0.37769658318508664,0.316639255780362,0.3148582111680195,0.2860159496826916,0.3327371299244315,0.3607506919534154,0.2860159496826916,0.3607506919534154,0.2860159496826916,0.3607506919534154,0.31037044082868614,0.30623512685660265,0.30885227965734324,0.3057765613284456,0.3096127098908413,0.3311389575873802,0.30656387313706296,0.2876846759043612,0.2915106093328745,0.2876846759043612,0.2915106093328745,0.2876846759043612,0.2915106093328745,0.3312780510999239,0.3322698318493874,0.3322698318493874,0.33169997445009336,0.33169997445009336,0.33169997445009336
Sym,0.012252396068592252,0.013127982892829506,0.013127982892829506,0.013127982892829506,0.012855896153306613,0.010666759192644053,0.013837558608402325,0.014108592696956215,0.01326495687148818,0.013586076070659843,0.010202692868993645,0.012252396068592252,0.007716947138038529,0.010202692868993645,0.007716947138038529,0.010202692868993645,0.007716947138038529,0.020957225875530373,0.021678520270485946,0.02062852542274901,0.02152337371558599,0.020665060029207757,0.01265015938872165,0.021068570145396003,0.018049154887348606,0.019644266332958727,0.018049154887348606,0.019644266332958727,0.018049154887348606,0.019644266332958727,0.012619700440467766,0.01266429571360149,0.01266429571360149,0.013127982892829506,0.013127982892829506,0.013127982892829506
CS,1.1194543788856963,1.107961167643958,1.107961167643958,1.107961167643958,1.0997339018818293,2.1323483322611327,1.1477408533480804,1.1976185135015052,1.368466551786581,1.3913445333140788,1.1745978846746417,1.1194543788856963,1.2611221892079272,1.1745978846746417,1.2611221892079272,1.1745978846746417,1.2611221892079272,1.0352139949074632,1.157550345690116,1.0830131074950673,1.1804777501259458,1.1037998823211128,1.1144810370404612,1.2240957733289128,1.1458362293551014,1.1273886120133512,1.1458362293551014,1.1273886120133512,1.1458362293551014,1.1273886120133512,1.1148507813729043,1.1132531322201344,1.1132531322201344,1.107961167643958,1.107961167643958,1.107961167643958
SF,0.40103262110541327,0.4023996336416966,0.4023996336416966,0.4023996336416966,0.3502857495288684,0.22734976209685875,0.3446080108875038,0.3408955535224917,0.3220314991120512,0.32153823879354526,0.3345255479370368,0.40103262110541327,0.3127469816709644,0.3345255479370368,0.3127469816709644,0.3345255479370368,0.3127469816709644,0.3137857916933908,0.3036196215138637,0.3098469412694951,0.30171240670739863,0.3084695174674297,0.40184596515066795,0.29758827692346135,0.28207258412805647,0.28191882323512807,0.28207258412805647,0.28191882323512807,0.28207258412805647,0.28191882323512807,0.4017992727394537,0.4019691128504167,0.4019691128504167,0.4023996336416966,0.4023996336416966,0.4023996336416966
SD,7595942.776711298,7517855.38166296,7517855.38166296,7517855.38166296,5083692.909891887,14164175.486210914,5373667.247820065,5554517.944925536,6543895.480151014,6561258.238936454,5933603.194841928,7595942.776711298,6653672.204522407,5933603.194841928,6653672.204522407,5933603.194841928,6653672.204522407,3660327.5801602406,4016466.0562141584,3779893.038277063,4085949.011185999,3826245.4783293884,7550513.813073623,4203110.504761096,4226182.83602309,4289625.820648708,4226182.83602309,4289625.820648708,4226182.83602309,4289625.820648708,7552906.2401075885,7541183.898306364,7541183.898306364,7517855.38166296,7517855.38166296,7517855.38166296
SDbw,0.9820476138263359,0.9800372416323871,0.9800372416323871,0.9800372416323871,0.7155061969381323,1.4428447294665605,0.7094085281723307,0.7283935647950233,0.8211455383463693,0.838531779773681,0.8258953280243871,0.9820476138263359,1.0414357213699341,0.8258953280243871,1.0414357213699341,0.8258953280243871,1.0414357213699341,0.5384631788037153,0.5683252156987284,0.5468212602883917,0.5745030502853476,0.5523195696403188,0.9792785287434023,0.5943646587784301,0.8085893317979223,0.8293271295040686,0.8085893317979223,0.8293271295040686,0.8085893317979223,0.8293271295040686,0.979399468999316,0.9773235840265931,0.9773235840265931,0.9800372416323871,0.9800372416323871,0.9800372416323871
XB*,0.15970795010544173,0.15628219974583213,0.15628219974583213,0.15628219974583213,0.33484643222634375,2.3759323046758762,0.342392394301045,0.3615816298526512,0.4809767053292768,0.47564589023892645,0.35524105480987317,0.15970795010544173,0.5027780316811047,0.35524105480987317,0.5027780316811047,0.35524105480987317,0.5027780316811047,0.20954679531425865,0.23442873631167405,0.23073573516818893,0.2457447465800902,0.2304118139448125,0.15823780967441292,0.24850878683100167,0.3262003527965075,0.33250504176641704,0.3262003527965075,0.33250504176641704,0.3262003527965075,0.33250504176641704,0.15811434707570746,0.1583890463843752,0.1583890463843752,0.15628219974583213,0.15628219974583213,0.15628219974583213
S,0.5272446469804254,0.5325991200861804,0.5325991200861804,0.5325991200861804,0.4749638787711129,0.4382099798270048,0.45976071316052164,0.4614099359986476,0.4113675114507705,0.4167388300026056,0.4508119383007096,0.5272446469804254,0.41931625462425054,0.4508119383007096,0.41931625462425054,0.4508119383007096,0.41931625462425054,0.46109649767291344,0.45740777878162353,0.45979715955047423,0.4551897966773915,0.4599323259396438,0.5301739272861239,0.4473431468273703,0.45017730943888673,0.44152121735471134,0.45017730943888673,0.44152121735471134,0.45017730943888673,0.44152121735471134,0.5299977178532895,0.5306099625638824,0.5306099625638824,0.5325991200861804,0.5325991200861804,0.5325991200861804
DB,0.7356564396172567,0.7297228763655565,0.7297228763655565,0.7297228763655565,0.7111354139246678,1.960387770950482,0.7608260916860553,0.7864033885085155,0.9549819911180008,0.9666884199119194,0.7873455312577496,0.7356564396172567,0.9569814899433867,0.7873455312577496,0.9569814899433867,0.7873455312577496,0.9569814899433867,0.7075807645680942,0.7759481633709221,0.7386573259841362,0.7928695302359797,0.7444656080745445,0.7321496831050309,0.8207339157958486,0.8641125332053295,0.8481587319947759,0.8641125332053295,0.8481587319947759,0.8641125332053295,0.8481587319947759,0.732374355782508,0.7317578719825195,0.7317578719825195,0.7297228763655565,0.7297228763655565,0.7297228763655565
CH,1570.9179310651427,1607.2722405142788,1607.2722405142788,1607.2722405142788,1144.8297291140545,681.9584244174296,1086.4365764858962,1104.5752187296855,969.9793177004536,1004.7917763236541,1047.0439848582532,1570.9179310651427,990.9987526962888,1047.0439848582532,990.9987526962888,1047.0439848582532,990.9987526962888,1279.9074850542818,1304.2135923576732,1293.5144225453591,1302.1074763011784,1295.8468685651421,1588.697650573495,1289.0721468077766,1361.7938263824503,1309.3648169854912,1361.7938263824503,1309.3648169854912,1361.7938263824503,1309.3648169854912,1587.6226108238586,1592.572475541131,1592.572475541131,1607.2722405142788,1607.2722405142788,1607.2722405142788
AD-S,0.027443693033299667,0.027908853062661422,0.027908853062661422,0.027908853062661422,-0.11329494366752696,-0.06037683192852285,0.105031920101857,0.09741324025082987,-0.021530967308832274,-0.018053053365347665,-0.05907043354242518,0.027443693033299667,-0.019905643128429133,-0.05907043354242518,-0.019905643128429133,-0.05907043354242518,-0.019905643128429133,0.18280042799116125,0.16419809864194815,0.17559937308651932,0.1557346137128045,0.17490659077716036,0.020702399378090888,0.15937698419504973,0.13832005693486202,0.14193977257437634,0.13832005693486202,0.14193977257437634,0.13832005693486202,0.14193977257437634,0.021545061084991973,0.03005481283053649,0.03005481283053649,0.027908853062661422,0.027908853062661422,0.027908853062661422
AD-DB,1.580079257003423,1.5812903296612637,1.5812903296612637,1.5812903296612637,1.6926779563998176,1.701565626785073,1.7820463798609432,1.8246848468721468,1.7206740638346962,1.7294109042241217,1.6132341402495671,1.580079257003423,1.815928929458832,1.6132341402495671,1.815928929458832,1.6132341402495671,1.815928929458832,1.7167652852481723,1.7585285445555092,1.7183469816294668,1.7784302291563332,1.7214963832146126,1.5801258743922222,1.7487103683772913,1.5580185723800022,1.601820149423022,1.5580185723800022,1.601820149423022,1.5580185723800022,1.601820149423022,1.5801200042919807,1.5808142412478827,1.5808142412478827,1.5812903296612637,1.5812903296612637,1.5812903296612637
AD-CH,1027.5002848662964,1026.8615663988553,1026.8615663988553,1026.8615663988553,528.2244824792331,544.5601661190115,529.7607209690124,525.5932180217442,529.4271560077224,527.928188812121,550.8247330118202,1027.5002848662964,498.94391784708165,550.8247330118202,498.94391784708165,550.8247330118202,498.94391784708165,388.80387651152967,384.4867083154773,388.1728488970917,382.0242952581779,388.36144638961196,1026.8882390116644,385.41091220999664,406.5842512196729,408.66807730244784,406.5842512196729,408.66807730244784,406.5842512196729,408.66807730244784,1026.9644606500742,1027.3141795639795,1027.3141795639792,1026.8615663988553,1026.8615663988553,1026.8615663988553
AD-idea,1.1017213314225451,1.0977434115539382,1.0977434115539382,1.0977434115539382,0.8473840004269558,0.08942196985944438,1.4816570877518584,1.3533676913269383,1.1442736892949084,1.1011598511470273,0.45657241696015405,1.1017213314225451,0.4352178198203531,0.45657241696015405,0.4352178198203531,0.45657241696015405,0.4352178198203531,2.016502251200618,1.7507353837295652,1.9434543191909666,1.6659178992875059,1.9217204570038904,1.1000239237670373,1.7507039584603148,1.3590441855843358,0.9854295180815732,1.3590441855843358,0.9854295180815732,1.3590441855843358,0.9854295180815732,1.1002333703225433,1.099150125100322,1.099150125100322,1.0977434115539382,1.0977434115539382,1.0977434115539382
