,labels_ring_DBSCAN_params1,labels_ring_DBSCAN_params11,labels_ring_DBSCAN_params12,labels_ring_DBSCAN_params13,labels_ring_DBSCAN_params16,labels_ring_DBSCAN_params17,labels_ring_DBSCAN_params18,labels_ring_DBSCAN_params21,labels_ring_DBSCAN_params22,labels_ring_DBSCAN_params23,labels_ring_DBSCAN_params26,labels_ring_DBSCAN_params27,labels_ring_DBSCAN_params28,labels_ring_DBSCAN_params29,labels_ring_DBSCAN_params31,labels_ring_DBSCAN_params32,labels_ring_DBSCAN_params33,labels_ring_DBSCAN_params34,labels_ring_DBSCAN_params36,labels_ring_DBSCAN_params37,labels_ring_DBSCAN_params38,labels_ring_DBSCAN_params39,labels_ring_DBSCAN_params41,labels_ring_DBSCAN_params42,labels_ring_DBSCAN_params43,labels_ring_DBSCAN_params44,labels_ring_DBSCAN_params46,labels_ring_DBSCAN_params47,labels_ring_DBSCAN_params48,labels_ring_DBSCAN_params49,labels_ring_DBSCAN_params50,labels_ring_DBSCAN_params51,labels_ring_DBSCAN_params52,labels_ring_DBSCAN_params53,labels_ring_DBSCAN_params54,labels_ring_DBSCAN_params55,labels_ring_DBSCAN_params6,labels_ring_DBSCAN_params7
BARI_nn,1.0,0.4126881799321734,0.44215634748916843,1.0,0.7122988875305857,0.7122988875305857,0.5534563722480903,1.0,1.0,1.0,1.0,1.0,1.0,0.7163117007690463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08355192029763621,1.0
