,labels_compound_DBSCAN_params16,labels_compound_DBSCAN_params17,labels_compound_DBSCAN_params21,labels_compound_DBSCAN_params22,labels_compound_DBSCAN_params23,labels_compound_DBSCAN_params26,labels_compound_DBSCAN_params27,labels_compound_DBSCAN_params28,labels_compound_DBSCAN_params31,labels_compound_DBSCAN_params32,labels_compound_DBSCAN_params33,labels_compound_DBSCAN_params34,labels_compound_DBSCAN_params36,labels_compound_DBSCAN_params37,labels_compound_DBSCAN_params38,labels_compound_DBSCAN_params39,labels_compound_DBSCAN_params41,labels_compound_DBSCAN_params42,labels_compound_DBSCAN_params43,labels_compound_DBSCAN_params44,labels_compound_DBSCAN_params45,labels_compound_DBSCAN_params46,labels_compound_DBSCAN_params47,labels_compound_DBSCAN_params48,labels_compound_DBSCAN_params49,labels_compound_DBSCAN_params50
cSIL,0.790040223111366,0.8936059880837818,0.6516001586591386,0.5803280679020238,0.9102149696571845,0.6775921842077285,0.5644815493508297,0.5740516860961252,0.8848498758042952,0.9382503895128664,0.9043525040721727,0.9626559545040256,0.9052915741373236,0.9282576519309313,0.933286050057237,0.9052385512994721,0.9085045216561896,0.9085045216561896,0.9259086204821401,0.9321492485740293,0.9617961273497027,0.807280210875499,0.807280210875499,0.818225620010644,0.9258588108298061,0.9577724869092245
GD43,1.5579584706620888,11.560944265773946,0.15730121296862729,0.15730121296862729,7.079284995832807,0.15730121296862729,0.15730121296862729,0.14106210082568524,1.251081498227045,5.539471127088326,2.321961192515263,7.029205597465439,4.217075066195007,5.292290801274687,5.2788277323838235,2.3756512994830246,3.1425103157965197,3.1425103157965197,5.272763906464934,5.497181404791873,7.072002092014232,1.253267668610254,1.253267668610254,1.3292835300458705,5.224417349534255,7.055703594967962
GD53,0.01258591382300867,0.13936896893657919,0.0125280354565473,0.019443497874670573,0.12338088119981183,0.0172618310571364,0.051404502154361265,0.028835049018926088,0.03849071467499381,0.358844662600379,0.15336142675221745,0.40412156887211714,0.4483011192591787,0.4449293040172961,0.394214091461362,0.15613852144429233,0.2747838940201395,0.2747838940201395,0.4620002249852936,0.4253864148054111,0.41121658939861094,0.3285723357860608,0.3285723357860608,0.328291870515339,0.4550264155585179,0.4379316908317483
PS,-6.021244093648444,-3.521264090266711,-3.714647790729189,-1.5831670826805557,-0.9339419330260255,-3.8518648148225214,-1.4327342524721542,-1.5006939260222532,-1.812020595218975,1.8085492459161543,0.420151246654514,1.5208399865903477,1.5959804119439185,1.9368185194768324,1.8895479537064817,0.4662061319327051,2.0887508864945525,2.0887508864945525,1.9658223471817784,1.898542861224056,1.5495756187742558,1.736702055555865,1.736702055555865,1.757889270167737,1.9476751795513363,1.607046883142072
rCIP,7.738196636156433,9.957375240924598,3.55577793904952,3.0284740675817163,0.16420731356578433,4.838740615569887,3.0296872249103406,3.064538572841262,0.10060556933033692,0.003582181672319295,0.024937022187682616,1.0414729389098032e-06,0.03270132009578803,0.005809133038806596,0.005331300840485658,0.02050699698304247,0.006816041405607957,0.006816041405607957,0.0062990749037291375,0.004637750652255906,1.4127094647161203e-06,0.011554349606523295,0.011554349606523295,0.006788416820886963,0.005918275331134115,7.2498521558394935e-06
WB,0.6040207828676912,0.06414093702344605,1.004971069303292,0.7667458185509819,0.1684430792970719,1.0748985178321573,0.7129521345833294,0.7267487915668751,1.1867260508502215,0.530314076854331,0.5689944604159484,0.3707049638609686,0.8048011208727668,0.579022070336633,0.5497740916410209,0.5776077012970044,0.7989716246596537,0.7989716246596537,0.605209695680209,0.5621557189250096,0.36759185019301827,1.894395946396431,1.894395946396431,1.7597850864087103,0.5981683739044927,0.38459335596442645
XB,1.1509714073556045,0.27385793303581074,61.667738070401384,63.65566774686293,0.14471277832139792,59.430169233223744,61.44299739078336,77.99187555113333,1.225295125633637,0.0687784709114256,0.3441982622277029,0.04259717582852513,0.12374047446700656,0.0780227882137054,0.07289018092356038,0.34127331128077915,0.09999180765293628,0.09999180765293628,0.08087802720876282,0.07458529456654961,0.042822018465301974,0.2329307017588466,0.2329307017588466,0.21708904072765225,0.08143459093834071,0.045814925675062
SSE,6.686713929705718,0.27207900373830646,20.848813806019507,20.682422446450737,1.8760429158344678,21.918905262424538,21.31238690192128,20.557247846887915,31.455659620323694,29.550619381548962,23.124521257945045,21.02810091677517,40.54179599330245,36.12902867200923,32.78128651727415,24.497641438393828,50.90437780435764,50.90437780435764,37.56870143309283,33.38721640710223,21.79206773895867,117.7390368466684,117.7390368466684,110.4179449537561,36.94229414031891,24.048674183108844
RS,0.7323847243029281,0.9438857012567708,0.6791797640418502,0.6905026786979359,0.8838925492401293,0.6003586365135644,0.6617984460629636,0.6833589792195256,0.4735073127239091,0.55938510919733,0.6357704639187112,0.7167113891959094,0.3267393737350067,0.5101901028187893,0.5351876118449387,0.6288285725390346,0.37309378757641176,0.37309378757641176,0.4912517724252411,0.5262801613947866,0.7131424494563123,0.10150468955857621,0.10150468955857621,0.12720326366950707,0.49632473267801325,0.6900887581794045
DH,0.11560944645489264,0.06357849117811025,0.13764097534209763,0.16789619364775643,0.1313557580532601,0.16343484045814252,0.1907150382643952,0.17686510962926288,0.18154254140673426,0.28517814247431295,0.2262062819365608,0.23880211632784573,0.3184414606174162,0.3060529250359714,0.29686218906994305,0.22751068309767192,0.34167118223670395,0.34167118223670395,0.3123629053328802,0.29970711557032476,0.2427887076531979,0.4640047340679812,0.4640047340679812,0.4538950073492381,0.31063528910453514,0.2567200031245166
