,labels_compound_DBSCAN_params16,labels_compound_DBSCAN_params17,labels_compound_DBSCAN_params21,labels_compound_DBSCAN_params22,labels_compound_DBSCAN_params23,labels_compound_DBSCAN_params26,labels_compound_DBSCAN_params27,labels_compound_DBSCAN_params28,labels_compound_DBSCAN_params31,labels_compound_DBSCAN_params32,labels_compound_DBSCAN_params33,labels_compound_DBSCAN_params34,labels_compound_DBSCAN_params36,labels_compound_DBSCAN_params37,labels_compound_DBSCAN_params38,labels_compound_DBSCAN_params39,labels_compound_DBSCAN_params41,labels_compound_DBSCAN_params42,labels_compound_DBSCAN_params43,labels_compound_DBSCAN_params44,labels_compound_DBSCAN_params45,labels_compound_DBSCAN_params46,labels_compound_DBSCAN_params47,labels_compound_DBSCAN_params48,labels_compound_DBSCAN_params49,labels_compound_DBSCAN_params50
B,0.04740074169857351,0.005554049468248758,0.09155824037493679,0.10250828283115665,0.02649820556143541,0.09782821900732536,0.10393515395113867,0.10123498894955078,0.08626850849062874,0.11028304767583266,0.09288978040421186,0.07941636675962194,0.13152820495616493,0.12604314954068038,0.11770755486220542,0.0937442733520549,0.17387547417945587,0.17387547417945587,0.13189676308452958,0.12049426152200265,0.08077237883867905,0.46068176867206084,0.46068176867206084,0.43075130737681033,0.130429032991534,0.08813331032852623
BH,0.5572261608088099,0.024734454885300586,2.9784019722885007,4.1364844892901464,0.46901072895861695,2.739863157803067,4.262477380384256,4.111449569377582,4.493665660046242,9.85020646051632,5.781130314486262,10.514050458387587,10.13544899832561,12.04300955733641,10.927095505758047,6.124410359598458,16.968125934785878,16.968125934785878,12.522900477697611,11.129072135700744,10.896033869479336,58.86951842333419,58.86951842333419,55.20897247687806,12.314098046772974,12.024337091554424
D,0.09056862821038497,0.2886122736322066,0.013453079377340504,0.013453079377340504,0.5369479863673638,0.013453079377340504,0.013453079377340504,0.012661917873045075,0.2502477715676077,0.668776970237373,0.3182124419514353,1.1412017407792858,0.4609933844339493,0.532488633291588,0.6552290842413534,0.2652307672927159,0.3646895746058424,0.3646895746058424,0.5079116828131909,0.5720634635134711,1.1484780332570574,0.30198612256568325,0.30198612256568325,0.3159616030856934,0.47927430487115047,0.9804885099036943
H,1.7513080461930508,1.1059682673317026,2.157895919455007,1.8351385345525455,0.3414457023368254,2.2921821645042404,1.914953129283127,1.9089769518693127,0.7513636983808699,0.1839099906626268,0.377849721263492,0.07394887750635448,0.37920660612882645,0.2155102027693142,0.19969467068772018,0.37130368098842226,0.26848701531101216,0.26848701531101216,0.22267059065649059,0.20337248653156847,0.07582853116524782,0.33214164189177237,0.33214164189177237,0.3175349047937676,0.22278183506845628,0.08420276595600018
DBCV,0.007660400786014178,0.7062783131541677,0.41350520735717095,0.4740244024031183,0.4622618632775702,0.4295108298259115,0.4973026073459872,0.4792522075570283,0.7122151144468462,0.7961797198180324,0.8700668071225445,0.954384501020561,0.38728133297034856,0.5692091248355131,0.671637204039109,0.88507373826541,0.4394737064142276,0.4394737064142276,0.4786617425209644,0.6526649173203476,0.9581492218830173,0.04036395142581204,0.04036395142581204,0.09688999274458551,0.5483878034390116,0.9381309569563173
I,0.5361837412095538,4.5724990009517805,0.3816877388490923,0.6237582245716592,3.3732629476229654,0.341692613947894,0.6658441207760254,0.654093734823622,0.5349764838225344,1.4147488182338332,1.021184547304999,3.0108457707510214,1.0674226497353654,1.4152670312495867,1.4183046510769688,1.0411995406630004,1.0770896375641716,1.0770896375641716,1.3296656628791759,1.3711627299535836,3.1000571316521253,0.7767978966196106,0.7767978966196106,0.815199493401783,1.3515848732384983,3.017091892808331
C,0.04236291462858345,0.005774984988070866,0.050794883531261256,0.04983777037226604,0.016321603061442206,0.05248016226338037,0.04915740510108405,0.04912246009208982,0.01226725206747551,0.007669385935456605,0.013816046992162457,0.0004239222817638636,0.01609776689205951,0.010761255877920574,0.009032891673994984,0.013005152259882219,0.02968096340464825,0.02968096340464825,0.012455512340733388,0.009118058939501267,0.00030424473269252515,0.13077320751298485,0.13077320751298485,0.1184425742127925,0.012295524827046366,0.0012785331125787103
CDbw,5.2262747708640696,7.416605812448296,4.103188222118156,1.8036509179886357,1.0816871509375412,1.5033875588551122,0.7970338618442666,1.0668024189454597,1.1528735778512162,0.1706683116739652,0.7136906704320508,0.4092545118058727,0.14308439242074114,0.11247698776755931,0.14314402512947588,0.6427011138178514,0.08869953534411082,0.08869953534411082,0.12247858666983918,0.12208360157746881,0.3127894008039032,0.06401650725743856,0.06401650725743856,0.06708370026335427,0.12839414952349196,0.1653471870811607
VIASCKDE,0.42975098130600614,0.33779480297820014,0.48582858293804776,0.5005973427299358,0.5040858487374694,0.4672643237270133,0.4873335984525923,0.5020714478221967,0.5136549645526802,0.5411648853929728,0.5498639955628719,0.6008453449474593,0.48757159970386554,0.5098141430410835,0.5219271024762994,0.5438614807359479,0.48075122036352186,0.48075122036352186,0.5031502027596017,0.5192094740072202,0.5931642049730262,0.47959534714901175,0.47959534714901175,0.4880396201430743,0.5057183974341699,0.5713707314370668
COP,0.17308698005964704,0.14001185655706272,0.19860888429539567,0.20222702870426257,0.20116620169967175,0.1948383806469401,0.19884593475645035,0.20060002352849174,0.26487123032263277,0.2441510456584745,0.24272768911173379,0.2349545098770421,0.19873447746102166,0.18622572453841585,0.20457791702924286,0.2045278798057573,0.18435468880440378,0.18435468880440378,0.18995051734201893,0.20195247339626843,0.1927154921981332,0.2534040011961154,0.2534040011961154,0.25381248589941896,0.1900383120021841,0.17771477268555796
Sym,0.07616563402349973,1.3579857187109456,0.07982233703746208,0.10783581437550889,0.7512652807401295,0.06518276041310977,0.09969432153225015,0.10640241275179259,0.05926896668791562,0.10962220361216801,0.10934559520016722,0.2648085400628873,0.06807610224443264,0.08569100046616918,0.09850827018054,0.10247839649194274,0.05485562416044343,0.05485562416044343,0.08299425182154714,0.09454149797743594,0.24874008735179917,0.02579478317081329,0.02579478317081329,0.031138351328686253,0.08451069436173327,0.21638657346650256
CS,0.8194837847876952,0.4761230934519889,1.031647705938357,0.9100967715117078,0.6920417726108182,1.0093486996610814,1.0399370074104057,0.9573404704512125,0.7261651873624163,0.6311984525236544,0.7269406254517788,0.47480532984984797,0.8079395670563807,0.7095086133520032,0.6673556897861739,0.7434915199735104,0.8252971317985202,0.8252971317985202,0.7250417667644142,0.6897121146610492,0.48094897231683537,1.1087670574775355,1.1087670574775355,1.079203200015799,0.7315286569320663,0.5299651123939954
SF,0.3256012931744958,0.4730464429666893,0.37759118423390603,0.4202808100758886,0.5336615733345458,0.30723960108730575,0.39539577528778813,0.4097959283323258,0.2793161856978703,0.41174458796675406,0.40186309654298336,0.5313126753768226,0.2977063036640284,0.3955320706098574,0.40302701953002185,0.3989665156235451,0.3668275222299977,0.3668275222299977,0.3912904702468081,0.40095975024571806,0.5300872322920513,0.3752953157906169,0.3752953157906169,0.3798621431848086,0.3928763804635764,0.5228589532230872
SD,383.05725746865005,335.8194250529354,2625.179147169082,2405.914441051563,274.9121487943011,3136.2778785582977,2407.943066917395,2839.7313943149575,952.5351396633627,1323.0463684733375,861.1859709370467,1476.5526447397817,2043.8229823698944,1810.626907626289,1576.0091359703924,903.5057701708398,2545.8794399546564,2545.8794399546564,1763.733637220984,1621.2658627752535,1529.5691194586973,5434.473465371053,5434.473465371053,5056.68005819894,1884.7955713737852,1759.9707497954198
SDbw,0.3224041651051411,0.12447075168545634,0.3806531849091709,0.3982862348386295,0.35465374260210647,0.41533957005082767,0.3884493841533943,0.3804605450628884,0.29796819456411583,0.3638400360942152,0.4099999029336484,0.20807331989085553,0.4116703909380658,0.40384791185889013,0.3849482176164609,0.3898516681603646,0.527064181944487,0.527064181944487,0.4277551403893948,0.3956718154494622,0.20172211978495538,1.046518156138675,1.046518156138675,1.0499298987172334,0.4248633989341126,0.2364903478376988
XB*,2.1878719744929622,0.43172723132286966,95.94042217463664,95.94042217463664,0.22537182933442673,95.94042217463664,95.94042217463664,120.17750055582087,1.5274640276811782,0.08193063038052771,0.4829935809466004,0.052703417869295735,0.13084270587608343,0.08536007630537615,0.08579603448061754,0.46140881084546015,0.14085892941027067,0.14085892941027067,0.08599348362840949,0.08269272358778673,0.052067474378803144,0.35445878485416965,0.35445878485416965,0.3306342011863938,0.08759240852024806,0.052308301310699065
S,0.23755279080198488,0.5514512229158045,0.2006380923927529,0.21786700816965007,0.5433387915370016,0.19089802126009506,0.2342634228193792,0.2308761836204376,0.480197120553729,0.6648067795430832,0.6373383739475353,0.7409822623972262,0.5714201192449911,0.6436438024767657,0.6540443634837627,0.6347008785380304,0.5996578352996351,0.5996578352996351,0.63647442064089,0.6514587250630925,0.7398451400815763,0.4954113139990323,0.4954113139990323,0.5102185301229122,0.6375459177233026,0.7300333567454216
DB,0.779442825089164,0.5678518865090151,3.5515705309486063,4.658794116134372,0.5499818591354473,3.2076102784497604,4.716239415094629,5.212432061654674,0.5932925949919189,0.4959569873357219,0.5286177158894363,0.36055410341845506,0.5813359993362752,0.5180857981843688,0.5100720893286875,0.5248917502788922,0.5585730821787528,0.5585730821787528,0.5221607019109049,0.5071989692311574,0.36494887953486543,0.8083038963250937,0.8083038963250937,0.789522322747129,0.5221634778292882,0.383700971857903
CH,465.96831340519805,1509.176580389148,349.4296277703965,474.4075431509038,1013.2008235593532,348.737240435637,545.2680217125617,512.5567518273922,361.7796483238407,992.8078906052147,782.6672565630678,1451.2889020870375,654.405980567625,971.4655603247948,998.5919823200284,787.154786277474,743.455689371988,743.455689371988,939.3438407510141,979.266031576983,1490.7838672491011,419.1309644165822,419.1309644165822,444.37244413513594,945.3859894142302,1476.8845878152354
AD-S,0.25117039390317325,0.4326069527450028,0.6935078357267194,0.7277472633103448,0.3336821230415953,0.6622518026776127,0.6953408941947922,0.7285520752030125,0.6293529703507512,0.6791508456242132,0.7075136509056197,0.8593288355000758,0.59886631333699,0.664696096325886,0.6696009564910024,0.7140393901118884,0.6340196852138895,0.6340196852138895,0.6605729555968102,0.6670427716085273,0.8600022554259852,0.44089786652779484,0.44089786652779484,0.44137225194967306,0.6629484358227468,0.8576574026761936
AD-DB,1.233982448061546,1.0535316419624405,0.7136926965144648,0.4277776817564815,1.1285096849525675,0.8354757309661532,0.6291974088259795,0.45138740281082496,0.772504045093916,0.663375191033988,0.8517463857367132,0.2544008919100662,1.0978408698528392,0.68556052777214,0.6784538160112054,0.8399342918781532,0.7135068805888668,0.7135068805888668,0.6903444647196952,0.6811143381497984,0.2589936412136159,1.0784170151445391,1.0784170151445391,1.0812847547692468,0.6876734116667796,0.2695130389355393
AD-CH,202.5864719872896,124.17474868043554,404.16491345788717,557.8647136577125,299.05616680523804,273.35403495593914,517.1845930661233,594.4117778284665,166.60193136108174,396.75734195824634,370.9363344164654,914.3343341770716,325.74881573238514,490.5671116858912,484.09319612723306,415.8791245354293,483.1365670624571,483.1365670624571,490.63233591973386,484.39832353733567,947.882509121952,667.4459973235932,667.4459973235932,658.4129057701507,491.04517095495305,1002.2674446269143
AD-idea,571.1411136549192,19378.317080775312,535.2235909593433,5913.258005714302,22.51601341000408,68.50927325236724,861.78486255068,4186.987488777024,9.460570266718868,38.93446572733213,70.15871500475191,71.77590608071249,21.22235177029735,29.130483630126992,31.911030208041392,63.62484476101237,20.597555253305575,20.597555253305575,27.516499431819224,30.380770985026768,66.01061395792149,3.752028253822248,3.752028253822248,3.7366067048502076,28.394892457407522,59.050176179281394
