,labels_smile_DBSCAN_params1,labels_smile_DBSCAN_params11,labels_smile_DBSCAN_params12,labels_smile_DBSCAN_params13,labels_smile_DBSCAN_params14,labels_smile_DBSCAN_params15,labels_smile_DBSCAN_params16,labels_smile_DBSCAN_params17,labels_smile_DBSCAN_params18,labels_smile_DBSCAN_params19,labels_smile_DBSCAN_params2,labels_smile_DBSCAN_params20,labels_smile_DBSCAN_params21,labels_smile_DBSCAN_params22,labels_smile_DBSCAN_params23,labels_smile_DBSCAN_params24,labels_smile_DBSCAN_params25,labels_smile_DBSCAN_params26,labels_smile_DBSCAN_params27,labels_smile_DBSCAN_params28,labels_smile_DBSCAN_params29,labels_smile_DBSCAN_params30,labels_smile_DBSCAN_params31,labels_smile_DBSCAN_params32,labels_smile_DBSCAN_params33,labels_smile_DBSCAN_params34,labels_smile_DBSCAN_params35,labels_smile_DBSCAN_params36,labels_smile_DBSCAN_params37,labels_smile_DBSCAN_params38,labels_smile_DBSCAN_params39,labels_smile_DBSCAN_params40,labels_smile_DBSCAN_params41,labels_smile_DBSCAN_params42,labels_smile_DBSCAN_params43,labels_smile_DBSCAN_params44,labels_smile_DBSCAN_params45,labels_smile_DBSCAN_params46,labels_smile_DBSCAN_params47,labels_smile_DBSCAN_params48,labels_smile_DBSCAN_params49,labels_smile_DBSCAN_params50,labels_smile_DBSCAN_params51,labels_smile_DBSCAN_params52,labels_smile_DBSCAN_params53,labels_smile_DBSCAN_params54,labels_smile_DBSCAN_params55,labels_smile_DBSCAN_params6,labels_smile_DBSCAN_params7,labels_smile_DBSCAN_params8,labels_smile_DBSCAN_params9
ARI,0.04267232457215209,0.8612905205442405,0.8626910857208981,0.31791852131300896,0.32400514632500865,0.44279184744871797,0.864661881300739,0.8635741107009368,0.8638918051246894,0.8641001224323221,-0.030218578507388995,0.4859280370502316,0.8680376599541515,0.8663740054681778,0.8641284393865801,0.8641001224323221,0.35836464001373863,0.8725124623671038,0.8713508516831406,0.8652328012018838,0.8641001224323221,0.8641001224323221,0.9080618442849254,0.9080618442849254,0.8717187851841754,0.8641001224323221,0.8641001224323221,1.0,1.0,0.9991112104452133,0.8766664032188752,0.8686216032258618,0.8310930763378138,0.8310930763378138,0.8310930763378138,0.9426728014595885,0.8879523532898351,0.8310930763378138,0.8310930763378138,0.8310930763378138,0.8310930763378138,0.8229892528267975,0.6795766177531873,0.6795766177531873,0.6795766177531873,0.6795766177531873,0.6797755022057888,0.24153206070651306,0.18887062604042548,0.1440093986034473,0.1943496854048921
