,labels_s3_MeanShift_params1,labels_s3_MeanShift_params10,labels_s3_MeanShift_params11,labels_s3_MeanShift_params12,labels_s3_MeanShift_params13,labels_s3_MeanShift_params14,labels_s3_MeanShift_params15,labels_s3_MeanShift_params16,labels_s3_MeanShift_params17,labels_s3_MeanShift_params18,labels_s3_MeanShift_params19,labels_s3_MeanShift_params2,labels_s3_MeanShift_params20,labels_s3_MeanShift_params3,labels_s3_MeanShift_params4,labels_s3_MeanShift_params5,labels_s3_MeanShift_params6,labels_s3_MeanShift_params7,labels_s3_MeanShift_params8,labels_s3_MeanShift_params9
VMI,0.7958526933795863,0.6104758008890473,0.2989204777023455,0.5066412426177498,0.6459189621069313,0.6470617277709989,0.6090181029939642,0.6104758008890473,0.31574729401430357,0.31192728991845586,0.2960166707242597,0.7786902665165819,0.3146812986939921,0.7635018736350966,0.7483077746236267,0.6882554027863012,0.6888119329582857,0.6459189621069313,0.6470617277709989,0.6090181029939642
