,labels_r15_DBSCAN_params1,labels_r15_DBSCAN_params11,labels_r15_DBSCAN_params12,labels_r15_DBSCAN_params16,labels_r15_DBSCAN_params17,labels_r15_DBSCAN_params18,labels_r15_DBSCAN_params19,labels_r15_DBSCAN_params21,labels_r15_DBSCAN_params22,labels_r15_DBSCAN_params23,labels_r15_DBSCAN_params24,labels_r15_DBSCAN_params26,labels_r15_DBSCAN_params27,labels_r15_DBSCAN_params28,labels_r15_DBSCAN_params29,labels_r15_DBSCAN_params31,labels_r15_DBSCAN_params32,labels_r15_DBSCAN_params33,labels_r15_DBSCAN_params34,labels_r15_DBSCAN_params35,labels_r15_DBSCAN_params36,labels_r15_DBSCAN_params37,labels_r15_DBSCAN_params38,labels_r15_DBSCAN_params39,labels_r15_DBSCAN_params41,labels_r15_DBSCAN_params42,labels_r15_DBSCAN_params43,labels_r15_DBSCAN_params44,labels_r15_DBSCAN_params46,labels_r15_DBSCAN_params47,labels_r15_DBSCAN_params48,labels_r15_DBSCAN_params49,labels_r15_DBSCAN_params6
ARI,0.0002491877587318314,0.1288020344868472,0.02898211942515257,0.7857005430672982,0.9301414773258011,0.8049289625013498,0.15647767019047742,0.5252043507651748,0.5492721310471301,0.9204356921093125,0.9519913799205435,0.2636754763368162,0.2636754763368162,0.2636754763368162,0.5486705490007407,0.2636754763368162,0.2636754763368162,0.2636754763368162,0.2636754763368162,0.08189566215857762,0.2636754763368162,0.2636754763368162,0.2636754763368162,0.2636754763368162,0.2636754763368162,0.2636754763368162,0.2636754763368162,0.2636754763368162,0.2636754763368162,0.2636754763368162,0.2636754763368162,0.2636754763368162,0.0036517340613747757
