,labels_data7_MeanShift_params1,labels_data7_MeanShift_params10,labels_data7_MeanShift_params11,labels_data7_MeanShift_params12,labels_data7_MeanShift_params13,labels_data7_MeanShift_params14,labels_data7_MeanShift_params15,labels_data7_MeanShift_params16,labels_data7_MeanShift_params17,labels_data7_MeanShift_params18,labels_data7_MeanShift_params19,labels_data7_MeanShift_params2,labels_data7_MeanShift_params20,labels_data7_MeanShift_params3,labels_data7_MeanShift_params4,labels_data7_MeanShift_params5,labels_data7_MeanShift_params6,labels_data7_MeanShift_params7,labels_data7_MeanShift_params8,labels_data7_MeanShift_params9
VMI,0.3671894613858634,6.953184578868272e-05,5.103273058662909e-05,0.0001157113695866615,0.4023295231993879,0.40133700712659565,4.042071606993959e-05,6.953184578868272e-05,0.009896589488603441,0.00014801098646808768,0.38220393883000997,0.3502389350706356,0.3928412850927511,0.3841943165347726,0.3710814738670088,0.3770153061442199,0.3890936318269995,0.4023295231993879,0.40133700712659565,4.042071606993959e-05
